HR,timestamp,period
117.58,07:57:42,pre-test
118.43,07:57:43,pre-test
119.22,07:57:44,pre-test
119.98,07:57:45,pre-test
120.82,07:57:46,pre-test
121.72,07:57:47,pre-test
122.78,07:57:48,pre-test
123.7,07:57:49,pre-test
124.82,07:57:50,pre-test
125.88,07:57:51,pre-test
127.2,07:57:52,pre-test
128.48,07:57:53,pre-test
129.72,07:57:54,pre-test
130.95,07:57:55,pre-test
132.15,07:57:56,pre-test
133.32,07:57:57,pre-test
134.48,07:57:58,pre-test
135.65,07:57:59,pre-test
136.87,07:58:00,pre-test
138.07,07:58:01,pre-test
139.28,07:58:02,pre-test
140.48,07:58:03,pre-test
141.73,07:58:04,pre-test
142.33,07:58:05,pre-test
142.88,07:58:06,pre-test
143.48,07:58:07,pre-test
144.22,07:58:08,pre-test
144.95,07:58:09,pre-test
145.53,07:58:10,pre-test
146.0,07:58:11,pre-test
146.52,07:58:12,pre-test
146.88,07:58:13,pre-test
147.2,07:58:14,pre-test
147.65,07:58:15,pre-test
148.07,07:58:16,pre-test
148.63,07:58:17,pre-test
149.07,07:58:18,pre-test
149.58,07:58:19,pre-test
150.05,07:58:20,pre-test
150.52,07:58:21,pre-test
150.97,07:58:22,pre-test
151.68,07:58:23,pre-test
152.5,07:58:24,pre-test
153.32,07:58:25,pre-test
154.15,07:58:26,pre-test
155.17,07:58:27,pre-test
156.2,07:58:28,pre-test
157.25,07:58:29,pre-test
158.25,07:58:30,pre-test
159.33,07:58:31,pre-test
160.18,07:58:32,pre-test
161.0,07:58:33,pre-test
161.78,07:58:34,pre-test
162.03,07:58:35,pre-test
162.3,07:58:36,pre-test
162.35,07:58:37,pre-test
162.37,07:58:38,pre-test
162.22,07:58:39,pre-test
162.13,07:58:40,pre-test
162.05,07:58:41,pre-test
161.7,07:58:42,pre-test
161.43,07:58:43,pre-test
161.17,07:58:44,pre-test
160.88,07:58:45,pre-test
160.38,07:58:46,pre-test
159.82,07:58:47,pre-test
159.3,07:58:48,pre-test
158.85,07:58:49,pre-test
158.32,07:58:50,pre-test
157.8,07:58:51,pre-test
157.03,07:58:52,pre-test
156.32,07:58:53,pre-test
155.65,07:58:54,pre-test
154.97,07:58:55,pre-test
154.33,07:58:56,pre-test
153.68,07:58:57,pre-test
153.02,07:58:58,pre-test
152.38,07:58:59,pre-test
151.75,07:59:00,pre-test
151.23,07:59:01,pre-test
150.63,07:59:02,pre-test
150.1,07:59:03,pre-test
149.6,07:59:04,pre-test
149.12,07:59:05,pre-test
148.6,07:59:06,pre-test
148.03,07:59:07,pre-test
147.43,07:59:08,pre-test
146.82,07:59:09,pre-test
146.38,07:59:10,pre-test
145.93,07:59:11,pre-test
145.45,07:59:12,pre-test
145.08,07:59:13,pre-test
144.77,07:59:14,pre-test
144.37,07:59:15,pre-test
144.0,07:59:16,pre-test
143.42,07:59:17,pre-test
142.88,07:59:18,pre-test
142.33,07:59:19,pre-test
141.82,07:59:20,pre-test
141.3,07:59:21,pre-test
140.8,07:59:22,pre-test
140.32,07:59:23,pre-test
139.95,07:59:24,pre-test
139.62,07:59:25,pre-test
139.32,07:59:26,pre-test
138.85,07:59:27,pre-test
138.38,07:59:28,pre-test
137.88,07:59:29,pre-test
137.42,07:59:30,pre-test
136.92,07:59:31,pre-test
136.48,07:59:32,pre-test
135.85,07:59:33,pre-test
135.27,07:59:34,pre-test
135.25,07:59:35,pre-test
135.15,07:59:36,pre-test
135.37,07:59:37,pre-test
135.58,07:59:38,pre-test
135.97,07:59:39,pre-test
136.27,07:59:40,pre-test
136.55,07:59:41,pre-test
136.75,07:59:42,pre-test
136.85,07:59:43,pre-test
136.88,07:59:44,pre-test
136.95,07:59:45,pre-test
137.13,07:59:46,pre-test
137.37,07:59:47,pre-test
137.57,07:59:48,pre-test
137.83,07:59:49,pre-test
138.03,07:59:50,pre-test
138.23,07:59:51,pre-test
138.47,07:59:52,pre-test
138.68,07:59:53,pre-test
138.97,07:59:54,pre-test
139.23,07:59:55,pre-test
139.5,07:59:56,pre-test
139.8,07:59:57,pre-test
140.15,07:59:58,pre-test
140.45,07:59:59,pre-test
140.73,08:00:00,pre-test
140.87,08:00:01,pre-test
140.93,08:00:02,pre-test
140.92,08:00:03,pre-test
140.9,08:00:04,pre-test
140.85,08:00:05,pre-test
140.8,08:00:06,pre-test
140.8,08:00:07,pre-test
140.85,08:00:08,pre-test
140.92,08:00:09,pre-test
141.02,08:00:10,pre-test
141.3,08:00:11,pre-test
141.58,08:00:12,pre-test
141.83,08:00:13,pre-test
142.03,08:00:14,pre-test
142.22,08:00:15,pre-test
142.35,08:00:16,pre-test
142.53,08:00:17,pre-test
142.63,08:00:18,pre-test
142.7,08:00:19,pre-test
142.75,08:00:20,pre-test
142.82,08:00:21,pre-test
142.85,08:00:22,pre-test
142.87,08:00:23,pre-test
142.75,08:00:24,pre-test
142.58,08:00:25,pre-test
142.6,08:00:26,pre-test
142.72,08:00:27,pre-test
142.83,08:00:28,pre-test
142.98,08:00:29,pre-test
143.12,08:00:30,pre-test
143.25,08:00:31,pre-test
143.28,08:00:32,pre-test
143.53,08:00:33,pre-test
143.73,08:00:34,pre-test
143.88,08:00:35,pre-test
144.13,08:00:36,pre-test
144.23,08:00:37,pre-test
144.33,08:00:38,pre-test
144.45,08:00:39,pre-test
144.77,08:00:40,pre-test
145.12,08:00:41,pre-test
145.55,08:00:42,pre-test
146.02,08:00:43,pre-test
146.55,08:00:44,pre-test
147.03,08:00:45,pre-test
147.58,08:00:46,pre-test
148.13,08:00:47,pre-test
148.68,08:00:48,pre-test
149.2,08:00:49,pre-test
149.72,08:00:50,pre-test
150.25,08:00:51,pre-test
150.78,08:00:52,pre-test
151.28,08:00:53,pre-test
151.92,08:00:54,pre-test
152.58,08:00:55,pre-test
153.27,08:00:56,pre-test
153.93,08:00:57,pre-test
154.57,08:00:58,pre-test
155.23,08:00:59,pre-test
155.95,08:01:00,pre-test
156.73,08:01:01,pre-test
157.72,08:01:02,pre-test
158.72,08:01:03,pre-test
159.72,08:01:04,pre-test
160.72,08:01:05,pre-test
161.73,08:01:06,pre-test
162.77,08:01:07,pre-test
163.77,08:01:08,pre-test
164.78,08:01:09,pre-test
165.77,08:01:10,pre-test
166.6,08:01:11,pre-test
167.42,08:01:12,pre-test
168.27,08:01:13,pre-test
169.08,08:01:14,pre-test
169.98,08:01:15,pre-test
170.93,08:01:16,pre-test
171.85,08:01:17,pre-test
172.77,08:01:18,pre-test
173.7,08:01:19,pre-test
174.63,08:01:20,pre-test
175.53,08:01:21,pre-test
176.33,08:01:22,pre-test
177.13,08:01:23,pre-test
177.97,08:01:24,pre-test
178.73,08:01:25,pre-test
179.28,08:01:26,pre-test
179.73,08:01:27,pre-test
180.17,08:01:28,pre-test
180.8,08:01:29,pre-test
181.42,08:01:30,pre-test
182.03,08:01:31,pre-test
182.88,08:01:32,pre-test
183.68,08:01:33,pre-test
184.48,08:01:34,pre-test
185.28,08:01:35,pre-test
186.08,08:01:36,pre-test
186.72,08:01:37,pre-test
187.37,08:01:38,pre-test
188.02,08:01:39,pre-test
188.47,08:01:40,pre-test
188.9,08:01:41,pre-test
189.3,08:01:42,pre-test
189.47,08:01:43,pre-test
189.63,08:01:44,pre-test
189.82,08:01:45,pre-test
190.23,08:01:46,pre-test
190.47,08:01:47,pre-test
190.73,08:01:48,pre-test
191.05,08:01:49,pre-test
191.37,08:01:50,pre-test
191.63,08:01:51,pre-test
191.95,08:01:52,pre-test
192.28,08:01:53,pre-test
192.45,08:01:54,pre-test
192.5,08:01:55,pre-test
192.67,08:01:56,pre-test
192.85,08:01:57,pre-test
193.03,08:01:58,pre-test
193.23,08:01:59,pre-test
193.4,08:02:00,pre-test
193.53,08:02:01,pre-test
193.63,08:02:02,pre-test
193.77,08:02:03,pre-test
193.9,08:02:04,pre-test
194.05,08:02:05,pre-test
194.18,08:02:06,pre-test
194.27,08:02:07,pre-test
194.33,08:02:08,pre-test
194.4,08:02:09,pre-test
194.5,08:02:10,pre-test
194.6,08:02:11,pre-test
194.75,08:02:12,pre-test
194.93,08:02:13,pre-test
195.22,08:02:14,pre-test
195.43,08:02:15,pre-test
195.65,08:02:16,pre-test
195.87,08:02:17,pre-test
196.18,08:02:18,pre-test
196.5,08:02:19,pre-test
196.83,08:02:20,pre-test
197.17,08:02:21,pre-test
197.58,08:02:22,pre-test
197.97,08:02:23,pre-test
198.27,08:02:24,pre-test
198.62,08:02:25,pre-test
198.93,08:02:26,pre-test
199.27,08:02:27,pre-test
199.63,08:02:28,pre-test
199.77,08:02:29,pre-test
199.9,08:02:30,pre-test
200.03,08:02:31,pre-test
200.12,08:02:32,pre-test
200.0,08:02:33,pre-test
200.12,08:02:34,pre-test
200.23,08:02:35,pre-test
200.33,08:02:36,pre-test
200.0,08:02:37,pre-test
199.67,08:02:38,pre-test
199.33,08:02:39,pre-test
199.07,08:02:40,pre-test
198.85,08:02:41,pre-test
198.7,08:02:42,pre-test
198.97,08:02:43,pre-test
199.25,08:02:44,pre-test
198.95,08:02:45,pre-test
198.37,08:02:46,pre-test
197.87,08:02:47,pre-test
197.35,08:02:48,pre-test
196.8,08:02:49,pre-test
196.4,08:02:50,pre-test
196.12,08:02:51,pre-test
195.77,08:02:52,pre-test
195.38,08:02:53,pre-test
195.0,08:02:54,pre-test
194.75,08:02:55,pre-test
194.37,08:02:56,pre-test
193.95,08:02:57,pre-test
193.57,08:02:58,pre-test
193.12,08:02:59,pre-test
192.67,08:03:00,pre-test
192.23,08:03:01,pre-test
191.82,08:03:02,pre-test
191.33,08:03:03,pre-test
190.83,08:03:04,pre-test
190.3,08:03:05,pre-test
189.72,08:03:06,pre-test
189.15,08:03:07,pre-test
188.7,08:03:08,pre-test
188.25,08:03:09,pre-test
187.78,08:03:10,pre-test
187.3,08:03:11,pre-test
186.8,08:03:12,pre-test
186.28,08:03:13,pre-test
185.7,08:03:14,pre-test
185.03,08:03:15,pre-test
184.37,08:03:16,pre-test
183.67,08:03:17,pre-test
182.9,08:03:18,pre-test
182.22,08:03:19,pre-test
181.53,08:03:20,pre-test
180.87,08:03:21,pre-test
180.27,08:03:22,pre-test
179.72,08:03:23,pre-test
179.18,08:03:24,pre-test
178.67,08:03:25,pre-test
178.23,08:03:26,pre-test
177.77,08:03:27,pre-test
177.3,08:03:28,pre-test
176.87,08:03:29,pre-test
176.47,08:03:30,pre-test
176.07,08:03:31,pre-test
175.48,08:03:32,pre-test
175.15,08:03:33,pre-test
174.57,08:03:34,pre-test
173.98,08:03:35,pre-test
173.43,08:03:36,pre-test
173.45,08:03:37,pre-test
173.45,08:03:38,pre-test
173.35,08:03:39,pre-test
173.05,08:03:40,pre-test
172.7,08:03:41,pre-test
172.35,08:03:42,pre-test
171.83,08:03:43,pre-test
171.37,08:03:44,pre-test
171.5,08:03:45,pre-test
171.63,08:03:46,pre-test
171.83,08:03:47,pre-test
172.33,08:03:48,pre-test
172.93,08:03:49,pre-test
173.22,08:03:50,pre-test
173.33,08:03:51,pre-test
173.45,08:03:52,pre-test
173.6,08:03:53,pre-test
173.73,08:03:54,pre-test
173.88,08:03:55,pre-test
174.03,08:03:56,pre-test
174.2,08:03:57,pre-test
174.33,08:03:58,pre-test
174.53,08:03:59,pre-test
174.72,08:04:00,pre-test
174.87,08:04:01,pre-test
174.98,08:04:02,pre-test
175.17,08:04:03,pre-test
175.37,08:04:04,pre-test
175.55,08:04:05,pre-test
175.82,08:04:06,pre-test
176.08,08:04:07,pre-test
176.3,08:04:08,pre-test
176.52,08:04:09,pre-test
176.7,08:04:10,pre-test
176.85,08:04:11,pre-test
176.98,08:04:12,pre-test
177.07,08:04:13,pre-test
177.13,08:04:14,pre-test
177.2,08:04:15,pre-test
177.25,08:04:16,pre-test
177.33,08:04:17,pre-test
177.42,08:04:18,pre-test
177.47,08:04:19,pre-test
177.63,08:04:20,pre-test
177.77,08:04:21,pre-test
177.88,08:04:22,pre-test
177.98,08:04:23,pre-test
178.12,08:04:24,pre-test
178.28,08:04:25,pre-test
178.38,08:04:26,pre-test
178.47,08:04:27,pre-test
178.53,08:04:28,pre-test
178.6,08:04:29,pre-test
178.67,08:04:30,pre-test
178.6,08:04:31,pre-test
178.55,08:04:32,pre-test
178.45,08:04:33,pre-test
178.37,08:04:34,pre-test
178.3,08:04:35,pre-test
178.2,08:04:36,pre-test
177.95,08:04:37,pre-test
177.7,08:04:38,pre-test
177.52,08:04:39,pre-test
177.5,08:04:40,pre-test
177.5,08:04:41,pre-test
177.43,08:04:42,pre-test
177.37,08:04:43,pre-test
177.25,08:04:44,pre-test
177.12,08:04:45,pre-test
177.0,08:04:46,pre-test
176.9,08:04:47,pre-test
176.48,08:04:48,pre-test
176.0,08:04:49,pre-test
175.67,08:04:50,pre-test
175.4,08:04:51,pre-test
175.1,08:04:52,pre-test
174.77,08:04:53,pre-test
174.4,08:04:54,pre-test
173.93,08:04:55,pre-test
173.43,08:04:56,pre-test
172.92,08:04:57,pre-test
172.42,08:04:58,pre-test
171.83,08:04:59,pre-test
171.27,08:05:00,pre-test
170.7,08:05:01,pre-test
170.13,08:05:02,pre-test
169.53,08:05:03,pre-test
168.92,08:05:04,pre-test
168.38,08:05:05,pre-test
167.8,08:05:06,pre-test
167.15,08:05:07,pre-test
166.37,08:05:08,pre-test
165.53,08:05:09,pre-test
164.82,08:05:10,pre-test
164.13,08:05:11,pre-test
163.43,08:05:12,pre-test
162.73,08:05:13,pre-test
162.1,08:05:14,pre-test
161.48,08:05:15,pre-test
160.7,08:05:16,pre-test
159.9,08:05:17,pre-test
159.12,08:05:18,pre-test
158.32,08:05:19,pre-test
157.3,08:05:20,pre-test
156.33,08:05:21,pre-test
155.38,08:05:22,pre-test
154.43,08:05:23,pre-test
153.38,08:05:24,pre-test
152.3,08:05:25,pre-test
151.22,08:05:26,pre-test
150.17,08:05:27,pre-test
149.12,08:05:28,pre-test
148.05,08:05:29,pre-test
146.98,08:05:30,pre-test
146.03,08:05:31,pre-test
145.03,08:05:32,pre-test
144.05,08:05:33,pre-test
143.05,08:05:34,pre-test
142.08,08:05:35,pre-test
141.08,08:05:36,pre-test
140.23,08:05:37,pre-test
139.38,08:05:38,pre-test
138.57,08:05:39,pre-test
137.8,08:05:40,pre-test
137.03,08:05:41,pre-test
136.47,08:05:42,pre-test
135.92,08:05:43,pre-test
135.35,08:05:44,pre-test
134.77,08:05:45,pre-test
134.18,08:05:46,pre-test
133.62,08:05:47,pre-test
133.08,08:05:48,pre-test
132.55,08:05:49,pre-test
132.05,08:05:50,pre-test
131.6,08:05:51,pre-test
131.17,08:05:52,pre-test
130.73,08:05:53,pre-test
130.37,08:05:54,pre-test
130.03,08:05:55,pre-test
129.73,08:05:56,pre-test
129.48,08:05:57,pre-test
129.15,08:05:58,pre-test
128.85,08:05:59,pre-test
128.57,08:06:00,pre-test
128.35,08:06:01,pre-test
128.08,08:06:02,pre-test
127.8,08:06:03,pre-test
127.48,08:06:04,pre-test
127.18,08:06:05,pre-test
127.0,08:06:06,pre-test
126.82,08:06:07,pre-test
126.73,08:06:08,pre-test
126.72,08:06:09,pre-test
126.63,08:06:10,pre-test
126.53,08:06:11,pre-test
126.55,08:06:12,pre-test
126.62,08:06:13,pre-test
126.63,08:06:14,pre-test
126.7,08:06:15,pre-test
126.93,08:06:16,pre-test
127.22,08:06:17,pre-test
127.52,08:06:18,pre-test
127.82,08:06:19,pre-test
128.18,08:06:20,pre-test
128.52,08:06:21,pre-test
128.93,08:06:22,pre-test
129.32,08:06:23,pre-test
129.82,08:06:24,pre-test
130.3,08:06:25,pre-test
130.57,08:06:26,pre-test
130.85,08:06:27,pre-test
131.13,08:06:28,pre-test
131.43,08:06:29,pre-test
131.77,08:06:30,pre-test
132.07,08:06:31,pre-test
132.42,08:06:32,pre-test
132.78,08:06:33,pre-test
133.22,08:06:34,pre-test
133.62,08:06:35,pre-test
134.02,08:06:36,pre-test
134.42,08:06:37,pre-test
134.78,08:06:38,pre-test
135.0,08:06:39,pre-test
135.13,08:06:40,pre-test
135.18,08:06:41,pre-test
135.12,08:06:42,pre-test
135.05,08:06:43,pre-test
135.03,08:06:44,pre-test
135.02,08:06:45,pre-test
135.0,08:06:46,pre-test
135.0,08:06:47,pre-test
135.0,08:06:48,pre-test
135.12,08:06:49,pre-test
135.2,08:06:50,pre-test
135.23,08:06:51,pre-test
135.23,08:06:52,pre-test
135.25,08:06:53,pre-test
135.23,08:06:54,pre-test
135.28,08:06:55,pre-test
135.33,08:06:56,pre-test
135.18,08:06:57,pre-test
135.15,08:06:58,pre-test
135.08,08:06:59,pre-test
135.0,08:07:00,pre-test
134.85,08:07:01,pre-test
134.75,08:07:02,pre-test
134.67,08:07:03,pre-test
134.62,08:07:04,pre-test
134.5,08:07:05,pre-test
134.25,08:07:06,pre-test
134.03,08:07:07,pre-test
133.87,08:07:08,pre-test
133.72,08:07:09,pre-test
133.53,08:07:10,pre-test
133.4,08:07:11,pre-test
133.15,08:07:12,pre-test
132.9,08:07:13,pre-test
132.68,08:07:14,pre-test
132.45,08:07:15,pre-test
132.18,08:07:16,pre-test
131.87,08:07:17,pre-test
131.58,08:07:18,pre-test
131.32,08:07:19,pre-test
131.07,08:07:20,pre-test
130.85,08:07:21,pre-test
130.53,08:07:22,pre-test
130.28,08:07:23,pre-test
129.98,08:07:24,pre-test
129.73,08:07:25,pre-test
129.68,08:07:26,pre-test
129.62,08:07:27,pre-test
129.6,08:07:28,pre-test
129.72,08:07:29,pre-test
129.8,08:07:30,pre-test
129.88,08:07:31,pre-test
129.98,08:07:32,pre-test
130.12,08:07:33,pre-test
130.25,08:07:34,pre-test
130.37,08:07:35,pre-test
130.53,08:07:36,pre-test
130.72,08:07:37,pre-test
130.93,08:07:38,pre-test
131.27,08:07:39,pre-test
131.63,08:07:40,pre-test
132.08,08:07:41,pre-test
132.47,08:07:42,pre-test
132.87,08:07:43,pre-test
133.25,08:07:44,pre-test
133.65,08:07:45,pre-test
134.02,08:07:46,pre-test
134.32,08:07:47,pre-test
134.72,08:07:48,pre-test
135.07,08:07:49,pre-test
135.42,08:07:50,pre-test
135.77,08:07:51,pre-test
136.13,08:07:52,pre-test
136.53,08:07:53,pre-test
136.93,08:07:54,pre-test
137.32,08:07:55,pre-test
137.7,08:07:56,pre-test
138.3,08:07:57,pre-test
138.78,08:07:58,pre-test
139.35,08:07:59,pre-test
139.87,08:08:00,pre-test
140.18,08:08:01,pre-test
140.53,08:08:02,pre-test
140.85,08:08:03,pre-test
141.15,08:08:04,pre-test
141.47,08:08:05,pre-test
141.85,08:08:06,pre-test
142.23,08:08:07,pre-test
142.52,08:08:08,pre-test
142.8,08:08:09,pre-test
143.08,08:08:10,pre-test
143.35,08:08:11,pre-test
143.68,08:08:12,pre-test
144.02,08:08:13,pre-test
144.33,08:08:14,pre-test
144.7,08:08:15,pre-test
145.1,08:08:16,pre-test
145.55,08:08:17,pre-test
145.95,08:08:18,pre-test
146.37,08:08:19,pre-test
146.82,08:08:20,pre-test
147.23,08:08:21,pre-test
147.72,08:08:22,pre-test
148.18,08:08:23,pre-test
148.72,08:08:24,pre-test
149.22,08:08:25,pre-test
149.73,08:08:26,pre-test
150.27,08:08:27,pre-test
150.77,08:08:28,pre-test
151.12,08:08:29,pre-test
151.52,08:08:30,pre-test
151.95,08:08:31,pre-test
152.35,08:08:32,pre-test
152.73,08:08:33,pre-test
153.12,08:08:34,pre-test
153.5,08:08:35,pre-test
153.88,08:08:36,pre-test
154.32,08:08:37,pre-test
154.75,08:08:38,pre-test
155.22,08:08:39,pre-test
155.67,08:08:40,pre-test
156.17,08:08:41,pre-test
156.72,08:08:42,pre-test
157.27,08:08:43,pre-test
157.77,08:08:44,pre-test
158.27,08:08:45,pre-test
158.8,08:08:46,pre-test
159.37,08:08:47,pre-test
159.82,08:08:48,pre-test
160.13,08:08:49,pre-test
160.48,08:08:50,pre-test
160.82,08:08:51,pre-test
161.17,08:08:52,pre-test
161.48,08:08:53,pre-test
161.78,08:08:54,pre-test
162.03,08:08:55,pre-test
162.27,08:08:56,pre-test
162.43,08:08:57,pre-test
162.7,08:08:58,pre-test
162.92,08:08:59,pre-test
163.18,08:09:00,pre-test
163.68,08:09:01,pre-test
164.15,08:09:02,pre-test
164.65,08:09:03,pre-test
165.12,08:09:04,pre-test
165.57,08:09:05,pre-test
166.0,08:09:06,pre-test
166.43,08:09:07,pre-test
166.92,08:09:08,pre-test
167.37,08:09:09,pre-test
167.8,08:09:10,pre-test
168.28,08:09:11,pre-test
168.4,08:09:12,pre-test
168.53,08:09:13,pre-test
168.72,08:09:14,pre-test
169.0,08:09:15,pre-test
169.28,08:09:16,pre-test
169.62,08:09:17,pre-test
169.92,08:09:18,pre-test
170.27,08:09:19,pre-test
170.57,08:09:20,pre-test
170.85,08:09:21,pre-test
171.03,08:09:22,pre-test
171.2,08:09:23,pre-test
171.32,08:09:24,pre-test
171.43,08:09:25,pre-test
171.55,08:09:26,pre-test
171.8,08:09:27,pre-test
172.05,08:09:28,pre-test
172.25,08:09:29,pre-test
172.42,08:09:30,pre-test
172.58,08:09:31,pre-test
172.7,08:09:32,pre-test
172.87,08:09:33,pre-test
173.0,08:09:34,pre-test
173.15,08:09:35,pre-test
173.08,08:09:36,pre-test
172.93,08:09:37,pre-test
172.83,08:09:38,pre-test
172.72,08:09:39,pre-test
172.63,08:09:40,pre-test
172.47,08:09:41,pre-test
172.25,08:09:42,pre-test
172.02,08:09:43,pre-test
171.7,08:09:44,pre-test
171.35,08:09:45,pre-test
171.12,08:09:46,pre-test
170.9,08:09:47,pre-test
170.7,08:09:48,pre-test
170.57,08:09:49,pre-test
170.43,08:09:50,pre-test
170.28,08:09:51,pre-test
170.1,08:09:52,pre-test
169.93,08:09:53,pre-test
169.8,08:09:54,pre-test
169.73,08:09:55,pre-test
169.68,08:09:56,pre-test
169.68,08:09:57,pre-test
169.68,08:09:58,pre-test
169.7,08:09:59,pre-test
169.72,08:10:00,pre-test
169.73,08:10:01,pre-test
169.7,08:10:02,pre-test
169.67,08:10:03,pre-test
169.67,08:10:04,pre-test
169.85,08:10:05,pre-test
170.05,08:10:06,pre-test
170.28,08:10:07,pre-test
170.53,08:10:08,pre-test
170.82,08:10:09,pre-test
171.23,08:10:10,pre-test
171.55,08:10:11,pre-test
172.18,08:10:12,pre-test
172.78,08:10:13,pre-test
173.32,08:10:14,pre-test
173.75,08:10:15,pre-test
174.22,08:10:16,pre-test
174.63,08:10:17,pre-test
175.07,08:10:18,pre-test
175.42,08:10:19,pre-test
175.8,08:10:20,pre-test
176.22,08:10:21,pre-test
176.68,08:10:22,pre-test
177.1,08:10:23,pre-test
177.55,08:10:24,pre-test
177.95,08:10:25,pre-test
178.38,08:10:26,pre-test
178.63,08:10:27,pre-test
178.9,08:10:28,pre-test
179.23,08:10:29,pre-test
179.55,08:10:30,pre-test
179.92,08:10:31,pre-test
180.35,08:10:32,pre-test
180.67,08:10:33,pre-test
180.77,08:10:34,pre-test
180.87,08:10:35,pre-test
181.18,08:10:36,pre-test
181.45,08:10:37,pre-test
181.68,08:10:38,pre-test
181.68,08:10:39,pre-test
181.65,08:10:40,pre-test
181.62,08:10:41,pre-test
181.62,08:10:42,pre-test
181.6,08:10:43,pre-test
181.63,08:10:44,pre-test
181.7,08:10:45,pre-test
181.68,08:10:46,pre-test
181.65,08:10:47,pre-test
181.62,08:10:48,pre-test
181.57,08:10:49,pre-test
181.5,08:10:50,pre-test
181.43,08:10:51,pre-test
181.38,08:10:52,pre-test
181.32,08:10:53,pre-test
181.18,08:10:54,pre-test
181.02,08:10:55,pre-test
180.82,08:10:56,pre-test
180.57,08:10:57,pre-test
180.32,08:10:58,pre-test
180.2,08:10:59,pre-test
180.07,08:11:00,pre-test
179.92,08:11:01,pre-test
179.93,08:11:02,pre-test
179.92,08:11:03,pre-test
179.92,08:11:04,pre-test
179.75,08:11:05,pre-test
179.58,08:11:06,pre-test
179.38,08:11:07,pre-test
179.17,08:11:08,pre-test
178.93,08:11:09,pre-test
178.55,08:11:10,pre-test
178.18,08:11:11,pre-test
177.8,08:11:12,pre-test
177.38,08:11:13,pre-test
177.02,08:11:14,pre-test
176.58,08:11:15,pre-test
176.12,08:11:16,pre-test
175.63,08:11:17,pre-test
175.18,08:11:18,pre-test
174.72,08:11:19,pre-test
174.25,08:11:20,pre-test
173.77,08:11:21,pre-test
173.27,08:11:22,pre-test
172.8,08:11:23,pre-test
172.28,08:11:24,pre-test
171.68,08:11:25,pre-test
171.03,08:11:26,pre-test
170.43,08:11:27,pre-test
169.82,08:11:28,pre-test
169.22,08:11:29,pre-test
168.62,08:11:30,pre-test
167.98,08:11:31,pre-test
167.32,08:11:32,pre-test
166.7,08:11:33,pre-test
166.32,08:11:34,pre-test
165.92,08:11:35,pre-test
165.55,08:11:36,pre-test
165.25,08:11:37,pre-test
164.93,08:11:38,pre-test
164.9,08:11:39,pre-test
164.9,08:11:40,pre-test
164.88,08:11:41,pre-test
164.85,08:11:42,pre-test
164.83,08:11:43,pre-test
164.88,08:11:44,pre-test
164.93,08:11:45,pre-test
164.95,08:11:46,pre-test
164.97,08:11:47,pre-test
164.98,08:11:48,pre-test
165.08,08:11:49,pre-test
165.17,08:11:50,pre-test
165.3,08:11:51,pre-test
165.42,08:11:52,pre-test
165.55,08:11:53,pre-test
165.77,08:11:54,pre-test
165.98,08:11:55,pre-test
166.58,08:11:56,pre-test
167.15,08:11:57,pre-test
167.67,08:11:58,pre-test
168.05,08:11:59,pre-test
168.45,08:12:00,pre-test
168.83,08:12:01,pre-test
