EDA,timestamp,period
0.0,08:16:24,pre-test
0.003844,08:16:24,pre-test
0.016659,08:16:24,pre-test
0.016659,08:16:24,pre-test
0.015378,08:16:25,pre-test
0.015378,08:16:25,pre-test
0.017941,08:16:25,pre-test
0.017941,08:16:25,pre-test
0.016659,08:16:26,pre-test
0.016659,08:16:26,pre-test
0.015378,08:16:26,pre-test
0.014096,08:16:26,pre-test
0.015378,08:16:27,pre-test
0.016659,08:16:27,pre-test
0.016659,08:16:27,pre-test
0.015378,08:16:27,pre-test
0.014096,08:16:28,pre-test
0.014096,08:16:28,pre-test
0.012815,08:16:28,pre-test
0.012815,08:16:28,pre-test
0.012815,08:16:29,pre-test
0.012815,08:16:29,pre-test
0.011533,08:16:29,pre-test
0.010252,08:16:29,pre-test
0.010252,08:16:30,pre-test
0.011533,08:16:30,pre-test
0.010252,08:16:30,pre-test
0.00897,08:16:30,pre-test
0.00897,08:16:31,pre-test
0.007689,08:16:31,pre-test
0.007689,08:16:31,pre-test
0.00897,08:16:31,pre-test
0.007689,08:16:32,pre-test
0.007689,08:16:32,pre-test
0.005126,08:16:32,pre-test
0.005126,08:16:32,pre-test
0.005126,08:16:33,pre-test
0.003844,08:16:33,pre-test
0.006407,08:16:33,pre-test
0.005126,08:16:33,pre-test
0.003844,08:16:34,pre-test
0.003844,08:16:34,pre-test
0.003844,08:16:34,pre-test
0.005126,08:16:34,pre-test
0.005126,08:16:35,pre-test
0.003844,08:16:35,pre-test
0.002563,08:16:35,pre-test
0.002563,08:16:35,pre-test
0.002563,08:16:36,pre-test
0.003844,08:16:36,pre-test
0.003844,08:16:36,pre-test
0.003844,08:16:36,pre-test
0.002563,08:16:37,pre-test
0.002563,08:16:37,pre-test
0.002563,08:16:37,pre-test
0.002563,08:16:37,pre-test
0.003844,08:16:38,pre-test
0.003844,08:16:38,pre-test
0.003844,08:16:38,pre-test
0.001281,08:16:38,pre-test
0.002563,08:16:39,pre-test
0.002563,08:16:39,pre-test
0.003844,08:16:39,pre-test
0.002563,08:16:39,pre-test
0.003844,08:16:40,pre-test
0.001281,08:16:40,pre-test
0.001281,08:16:40,pre-test
0.001281,08:16:40,pre-test
0.003844,08:16:41,pre-test
0.005126,08:16:41,pre-test
0.002563,08:16:41,pre-test
0.001281,08:16:41,pre-test
0.001281,08:16:42,pre-test
0.001281,08:16:42,pre-test
0.003844,08:16:42,pre-test
0.002563,08:16:42,pre-test
0.002563,08:16:43,pre-test
0.001281,08:16:43,pre-test
0.001281,08:16:43,pre-test
0.001281,08:16:43,pre-test
0.003844,08:16:44,pre-test
0.002563,08:16:44,pre-test
0.001281,08:16:44,pre-test
0.002563,08:16:44,pre-test
0.001281,08:16:45,pre-test
0.001281,08:16:45,pre-test
0.002563,08:16:45,pre-test
0.002563,08:16:45,pre-test
0.001281,08:16:46,pre-test
0.002563,08:16:46,pre-test
0.001281,08:16:46,pre-test
0.001281,08:16:46,pre-test
0.001281,08:16:47,pre-test
0.005126,08:16:47,pre-test
0.002563,08:16:47,pre-test
0.002563,08:16:47,pre-test
0.001281,08:16:48,pre-test
0.001281,08:16:48,pre-test
0.001281,08:16:48,pre-test
0.002563,08:16:48,pre-test
0.002563,08:16:49,pre-test
0.002563,08:16:49,pre-test
0.001281,08:16:49,pre-test
0.001281,08:16:49,pre-test
0.001281,08:16:50,pre-test
0.002563,08:16:50,pre-test
0.002563,08:16:50,pre-test
0.001281,08:16:50,pre-test
0.001281,08:16:51,pre-test
0.001281,08:16:51,pre-test
0.001281,08:16:51,pre-test
0.002563,08:16:51,pre-test
0.002563,08:16:52,pre-test
0.003844,08:16:52,pre-test
0.001281,08:16:52,pre-test
0.001281,08:16:52,pre-test
0.001281,08:16:53,pre-test
0.001281,08:16:53,pre-test
0.001281,08:16:53,pre-test
0.0,08:16:53,pre-test
0.003844,08:16:54,pre-test
0.0,08:16:54,pre-test
0.001281,08:16:54,pre-test
0.002563,08:16:54,pre-test
0.002563,08:16:55,pre-test
0.002563,08:16:55,pre-test
0.002563,08:16:55,pre-test
0.0,08:16:55,pre-test
0.0,08:16:56,pre-test
0.001281,08:16:56,pre-test
0.0,08:16:56,pre-test
0.0,08:16:56,pre-test
0.001281,08:16:57,pre-test
