,EDA,timestamp,period,time_seconds
0,0.0,10:29:02,in-test,0.0
1,0.003844,10:29:02,in-test,0.25
2,0.016655,10:29:02,in-test,0.5
3,0.016655,10:29:02,in-test,0.75
4,0.017936,10:29:03,in-test,1.0
5,0.016655,10:29:03,in-test,1.25
6,0.017936,10:29:03,in-test,1.5
7,0.017936,10:29:03,in-test,1.75
8,0.015374,10:29:04,in-test,2.0
9,0.016655,10:29:04,in-test,2.25
10,0.015374,10:29:04,in-test,2.5
11,0.014093,10:29:04,in-test,2.75
12,0.014093,10:29:05,in-test,3.0
13,0.011531,10:29:05,in-test,3.25
14,0.012812,10:29:05,in-test,3.5
15,0.010249,10:29:05,in-test,3.75
16,0.010249,10:29:06,in-test,4.0
17,0.010249,10:29:06,in-test,4.25
18,0.007687,10:29:06,in-test,4.5
19,0.008968,10:29:06,in-test,4.75
20,0.006406,10:29:07,in-test,5.0
21,0.007687,10:29:07,in-test,5.25
22,0.006406,10:29:07,in-test,5.5
23,0.005125,10:29:07,in-test,5.75
24,0.005125,10:29:08,in-test,6.0
25,0.003844,10:29:08,in-test,6.25
26,0.005125,10:29:08,in-test,6.5
27,0.003844,10:29:08,in-test,6.75
28,0.002562,10:29:09,in-test,7.0
29,0.003844,10:29:09,in-test,7.25
30,0.002562,10:29:09,in-test,7.5
31,0.002562,10:29:09,in-test,7.75
32,0.002562,10:29:10,in-test,8.0
33,0.001281,10:29:10,in-test,8.25
34,0.002562,10:29:10,in-test,8.5
35,0.001281,10:29:10,in-test,8.75
36,0.002562,10:29:11,in-test,9.0
37,0.002562,10:29:11,in-test,9.25
38,0.0,10:29:11,in-test,9.5
39,0.001281,10:29:11,in-test,9.75
40,0.0,10:29:12,in-test,10.0
41,0.001281,10:29:12,in-test,10.25
42,0.0,10:29:12,in-test,10.5
43,0.0,10:29:12,in-test,10.75
44,0.001281,10:29:13,in-test,11.0
45,0.0,10:29:13,in-test,11.25
46,0.001281,10:29:13,in-test,11.5
47,0.001281,10:29:13,in-test,11.75
48,0.0,10:29:14,in-test,12.0
49,0.0,10:29:14,in-test,12.25
50,0.0,10:29:14,in-test,12.5
51,0.0,10:29:14,in-test,12.75
52,0.0,10:29:15,in-test,13.0
53,0.0,10:29:15,in-test,13.25
54,0.0,10:29:15,in-test,13.5
55,0.0,10:29:15,in-test,13.75
56,0.0,10:29:16,in-test,14.0
57,0.0,10:29:16,in-test,14.25
58,0.0,10:29:16,in-test,14.5
59,0.0,10:29:16,in-test,14.75
60,0.0,10:29:17,in-test,15.0
61,0.0,10:29:17,in-test,15.25
62,0.0,10:29:17,in-test,15.5
63,0.0,10:29:17,in-test,15.75
64,0.0,10:29:18,in-test,16.0
65,0.0,10:29:18,in-test,16.25
66,0.0,10:29:18,in-test,16.5
67,0.0,10:29:18,in-test,16.75
68,0.0,10:29:19,in-test,17.0
69,0.0,10:29:19,in-test,17.25
70,0.0,10:29:19,in-test,17.5
71,0.0,10:29:19,in-test,17.75
72,0.0,10:29:20,in-test,18.0
73,0.0,10:29:20,in-test,18.25
74,0.0,10:29:20,in-test,18.5
75,0.0,10:29:20,in-test,18.75
76,0.0,10:29:21,in-test,19.0
77,0.0,10:29:21,in-test,19.25
78,0.0,10:29:21,in-test,19.5
79,0.0,10:29:21,in-test,19.75
80,0.0,10:29:22,in-test,20.0
81,0.0,10:29:22,in-test,20.25
82,0.0,10:29:22,in-test,20.5
83,0.0,10:29:22,in-test,20.75
84,0.0,10:29:23,in-test,21.0
85,0.0,10:29:23,in-test,21.25
86,0.0,10:29:23,in-test,21.5
87,0.0,10:29:23,in-test,21.75
88,0.0,10:29:24,in-test,22.0
89,0.0,10:29:24,in-test,22.25
90,0.0,10:29:24,in-test,22.5
91,0.0,10:29:24,in-test,22.75
92,0.0,10:29:25,in-test,23.0
93,0.0,10:29:25,in-test,23.25
94,0.0,10:29:25,in-test,23.5
95,0.0,10:29:25,in-test,23.75
96,0.0,10:29:26,in-test,24.0
97,0.0,10:29:26,in-test,24.25
98,0.0,10:29:26,in-test,24.5
99,0.0,10:29:26,in-test,24.75
100,0.0,10:29:27,in-test,25.0
101,0.0,10:29:27,in-test,25.25
102,0.0,10:29:27,in-test,25.5
103,0.0,10:29:27,in-test,25.75
104,0.0,10:29:28,in-test,26.0
105,0.0,10:29:28,in-test,26.25
106,0.0,10:29:28,in-test,26.5
107,0.0,10:29:28,in-test,26.75
108,0.0,10:29:29,in-test,27.0
109,0.016655,10:29:29,in-test,27.25
110,0.312607,10:29:29,in-test,27.5
111,0.295952,10:29:29,in-test,27.75
112,0.796892,10:29:30,in-test,28.0
113,0.022047,10:29:30,in-test,28.25
114,0.0,10:29:30,in-test,28.5
115,0.0,10:29:30,in-test,28.75
116,0.0,10:29:31,in-test,29.0
117,0.0,10:29:31,in-test,29.25
118,0.0,10:29:31,in-test,29.5
119,0.0,10:29:31,in-test,29.75
120,0.0,10:29:32,in-test,30.0
121,0.0,10:29:32,in-test,30.25
122,0.0,10:29:32,in-test,30.5
123,0.0,10:29:32,in-test,30.75
124,0.0,10:29:33,in-test,31.0
125,0.0,10:29:33,in-test,31.25
126,0.0,10:29:33,in-test,31.5
127,0.0,10:29:33,in-test,31.75
128,0.0,10:29:34,in-test,32.0
129,0.0,10:29:34,in-test,32.25
130,0.0,10:29:34,in-test,32.5
131,0.0,10:29:34,in-test,32.75
132,0.0,10:29:35,in-test,33.0
133,0.0,10:29:35,in-test,33.25
134,0.0,10:29:35,in-test,33.5
135,0.0,10:29:35,in-test,33.75
136,0.0,10:29:36,in-test,34.0
137,0.0,10:29:36,in-test,34.25
138,0.0,10:29:36,in-test,34.5
139,0.0,10:29:36,in-test,34.75
140,0.0,10:29:37,in-test,35.0
141,0.0,10:29:37,in-test,35.25
142,0.0,10:29:37,in-test,35.5
143,0.0,10:29:37,in-test,35.75
144,0.0,10:29:38,in-test,36.0
145,0.0,10:29:38,in-test,36.25
146,0.0,10:29:38,in-test,36.5
147,0.0,10:29:38,in-test,36.75
148,0.0,10:29:39,in-test,37.0
149,0.0,10:29:39,in-test,37.25
150,0.0,10:29:39,in-test,37.5
151,0.0,10:29:39,in-test,37.75
152,0.0,10:29:40,in-test,38.0
153,0.0,10:29:40,in-test,38.25
154,0.0,10:29:40,in-test,38.5
155,0.0,10:29:40,in-test,38.75
156,0.0,10:29:41,in-test,39.0
157,0.0,10:29:41,in-test,39.25
158,0.0,10:29:41,in-test,39.5
159,0.0,10:29:41,in-test,39.75
160,0.0,10:29:42,in-test,40.0
161,0.0,10:29:42,in-test,40.25
162,0.0,10:29:42,in-test,40.5
163,0.0,10:29:42,in-test,40.75
164,0.0,10:29:43,in-test,41.0
165,0.0,10:29:43,in-test,41.25
166,0.0,10:29:43,in-test,41.5
167,0.0,10:29:43,in-test,41.75
168,0.0,10:29:44,in-test,42.0
169,0.0,10:29:44,in-test,42.25
170,0.0,10:29:44,in-test,42.5
171,0.0,10:29:44,in-test,42.75
172,0.0,10:29:45,in-test,43.0
173,0.0,10:29:45,in-test,43.25
174,0.0,10:29:45,in-test,43.5
175,0.0,10:29:45,in-test,43.75
176,0.0,10:29:46,in-test,44.0
177,0.0,10:29:46,in-test,44.25
178,0.0,10:29:46,in-test,44.5
179,0.0,10:29:46,in-test,44.75
180,0.0,10:29:47,in-test,45.0
181,0.0,10:29:47,in-test,45.25
182,0.0,10:29:47,in-test,45.5
183,0.0,10:29:47,in-test,45.75
184,0.0,10:29:48,in-test,46.0
185,0.0,10:29:48,in-test,46.25
186,0.0,10:29:48,in-test,46.5
187,0.0,10:29:48,in-test,46.75
188,0.0,10:29:49,in-test,47.0
189,0.0,10:29:49,in-test,47.25
190,0.0,10:29:49,in-test,47.5
191,0.0,10:29:49,in-test,47.75
192,0.0,10:29:50,in-test,48.0
193,0.0,10:29:50,in-test,48.25
194,0.0,10:29:50,in-test,48.5
195,0.0,10:29:50,in-test,48.75
196,0.0,10:29:51,in-test,49.0
197,0.0,10:29:51,in-test,49.25
198,0.0,10:29:51,in-test,49.5
199,0.0,10:29:51,in-test,49.75
200,0.0,10:29:52,in-test,50.0
201,0.0,10:29:52,in-test,50.25
202,0.0,10:29:52,in-test,50.5
203,0.0,10:29:52,in-test,50.75
204,0.0,10:29:53,in-test,51.0
205,0.0,10:29:53,in-test,51.25
206,0.0,10:29:53,in-test,51.5
207,0.0,10:29:53,in-test,51.75
208,0.0,10:29:54,in-test,52.0
209,0.0,10:29:54,in-test,52.25
210,0.0,10:29:54,in-test,52.5
211,0.0,10:29:54,in-test,52.75
212,0.0,10:29:55,in-test,53.0
213,0.0,10:29:55,in-test,53.25
214,0.0,10:29:55,in-test,53.5
215,0.0,10:29:55,in-test,53.75
216,0.0,10:29:56,in-test,54.0
217,0.0,10:29:56,in-test,54.25
218,0.0,10:29:56,in-test,54.5
219,0.0,10:29:56,in-test,54.75
220,0.0,10:29:57,in-test,55.0
221,0.0,10:29:57,in-test,55.25
222,0.0,10:29:57,in-test,55.5
223,0.0,10:29:57,in-test,55.75
224,0.0,10:29:58,in-test,56.0
225,0.0,10:29:58,in-test,56.25
226,0.0,10:29:58,in-test,56.5
227,0.0,10:29:58,in-test,56.75
228,0.0,10:29:59,in-test,57.0
229,0.0,10:29:59,in-test,57.25
230,0.0,10:29:59,in-test,57.5
231,0.0,10:29:59,in-test,57.75
232,0.0,10:30:00,in-test,58.0
233,0.0,10:30:00,in-test,58.25
234,0.0,10:30:00,in-test,58.5
235,0.0,10:30:00,in-test,58.75
236,0.0,10:30:01,in-test,59.0
237,0.0,10:30:01,in-test,59.25
238,0.0,10:30:01,in-test,59.5
239,0.0,10:30:01,in-test,59.75
240,0.0,10:30:02,in-test,60.0
