HR,timestamp,period,time_seconds
116.07,08:30:55,pre-test,-300
115.28,08:30:56,pre-test,-299
114.5,08:30:57,pre-test,-298
113.73,08:30:58,pre-test,-297
113.45,08:30:59,pre-test,-296
113.6,08:31:00,pre-test,-295
112.75,08:31:01,pre-test,-294
113.07,08:31:02,pre-test,-293
112.5,08:31:03,pre-test,-292
112.18,08:31:04,pre-test,-291
113.23,08:31:05,pre-test,-290
112.68,08:31:06,pre-test,-289
110.77,08:31:07,pre-test,-288
110.83,08:31:08,pre-test,-287
109.63,08:31:09,pre-test,-286
109.78,08:31:10,pre-test,-285
108.03,08:31:11,pre-test,-284
108.28,08:31:12,pre-test,-283
106.7,08:31:13,pre-test,-282
107.22,08:31:14,pre-test,-281
106.23,08:31:15,pre-test,-280
106.58,08:31:16,pre-test,-279
105.62,08:31:17,pre-test,-278
105.97,08:31:18,pre-test,-277
105.02,08:31:19,pre-test,-276
105.3,08:31:20,pre-test,-275
104.33,08:31:21,pre-test,-274
103.7,08:31:22,pre-test,-273
103.05,08:31:23,pre-test,-272
103.72,08:31:24,pre-test,-271
102.78,08:31:25,pre-test,-270
102.63,08:31:26,pre-test,-269
102.5,08:31:27,pre-test,-268
102.4,08:31:28,pre-test,-267
102.45,08:31:29,pre-test,-266
102.53,08:31:30,pre-test,-265
101.08,08:31:31,pre-test,-264
100.15,08:31:32,pre-test,-263
100.25,08:31:33,pre-test,-262
98.72,08:31:34,pre-test,-261
98.37,08:31:35,pre-test,-260
98.02,08:31:36,pre-test,-259
97.8,08:31:37,pre-test,-258
96.42,08:31:38,pre-test,-257
95.78,08:31:39,pre-test,-256
95.53,08:31:40,pre-test,-255
95.93,08:31:41,pre-test,-254
95.37,08:31:42,pre-test,-253
96.2,08:31:43,pre-test,-252
94.97,08:31:44,pre-test,-251
95.88,08:31:45,pre-test,-250
95.07,08:31:46,pre-test,-249
93.88,08:31:47,pre-test,-248
94.58,08:31:48,pre-test,-247
93.77,08:31:49,pre-test,-246
94.57,08:31:50,pre-test,-245
95.37,08:31:51,pre-test,-244
96.08,08:31:52,pre-test,-243
96.77,08:31:53,pre-test,-242
97.45,08:31:54,pre-test,-241
98.23,08:31:55,pre-test,-240
98.53,08:31:56,pre-test,-239
98.28,08:31:57,pre-test,-238
99.02,08:31:58,pre-test,-237
98.73,08:31:59,pre-test,-236
99.77,08:32:00,pre-test,-235
99.92,08:32:01,pre-test,-234
101.17,08:32:02,pre-test,-233
100.55,08:32:03,pre-test,-232
101.0,08:32:04,pre-test,-231
100.28,08:32:05,pre-test,-230
100.35,08:32:06,pre-test,-229
101.67,08:32:07,pre-test,-228
102.87,08:32:08,pre-test,-227
103.78,08:32:09,pre-test,-226
104.53,08:32:10,pre-test,-225
105.95,08:32:11,pre-test,-224
106.55,08:32:12,pre-test,-223
107.85,08:32:13,pre-test,-222
108.4,08:32:14,pre-test,-221
109.1,08:32:15,pre-test,-220
109.78,08:32:16,pre-test,-219
110.12,08:32:17,pre-test,-218
110.4,08:32:18,pre-test,-217
110.67,08:32:19,pre-test,-216
110.93,08:32:20,pre-test,-215
111.17,08:32:21,pre-test,-214
111.35,08:32:22,pre-test,-213
111.28,08:32:23,pre-test,-212
111.17,08:32:24,pre-test,-211
111.02,08:32:25,pre-test,-210
110.85,08:32:26,pre-test,-209
110.67,08:32:27,pre-test,-208
110.8,08:32:28,pre-test,-207
110.55,08:32:29,pre-test,-206
110.27,08:32:30,pre-test,-205
110.32,08:32:31,pre-test,-204
110.63,08:32:32,pre-test,-203
111.77,08:32:33,pre-test,-202
112.13,08:32:34,pre-test,-201
112.27,08:32:35,pre-test,-200
112.35,08:32:36,pre-test,-199
112.12,08:32:37,pre-test,-198
113.7,08:32:38,pre-test,-197
113.52,08:32:39,pre-test,-196
113.83,08:32:40,pre-test,-195
112.85,08:32:41,pre-test,-194
114.23,08:32:42,pre-test,-193
113.67,08:32:43,pre-test,-192
114.87,08:32:44,pre-test,-191
114.25,08:32:45,pre-test,-190
114.93,08:32:46,pre-test,-189
116.6,08:32:47,pre-test,-188
118.13,08:32:48,pre-test,-187
119.68,08:32:49,pre-test,-186
119.85,08:32:50,pre-test,-185
