EDA,timestamp,time_seconds,period
0.001281,10:41:28,-300.0,pre-test
0.002563,10:41:29,-299.75,pre-test
0.125586,10:41:29,-299.5,pre-test
0.178126,10:41:29,-299.25,pre-test
0.003844,10:41:29,-299.0,pre-test
0.003844,10:41:30,-298.75,pre-test
0.001281,10:41:30,-298.5,pre-test
0.001281,10:41:30,-298.25,pre-test
0.001281,10:41:30,-298.0,pre-test
0.002563,10:41:31,-297.75,pre-test
0.002563,10:41:31,-297.5,pre-test
0.002563,10:41:31,-297.25,pre-test
0.001281,10:41:31,-297.0,pre-test
0.001281,10:41:32,-296.75,pre-test
0.001281,10:41:32,-296.5,pre-test
0.001281,10:41:32,-296.25,pre-test
0.002563,10:41:32,-296.0,pre-test
0.0,10:41:33,-295.75,pre-test
0.002563,10:41:33,-295.5,pre-test
0.001281,10:41:33,-295.25,pre-test
0.002563,10:41:33,-295.0,pre-test
0.002563,10:41:34,-294.75,pre-test
0.002563,10:41:34,-294.5,pre-test
0.002563,10:41:34,-294.25,pre-test
0.015378,10:41:34,-294.0,pre-test
0.82784,10:41:35,-293.75,pre-test
1.175389,10:41:35,-293.5,pre-test
0.518056,10:41:35,-293.25,pre-test
0.320707,10:41:35,-293.0,pre-test
0.0,10:41:36,-292.75,pre-test
0.0,10:41:36,-292.5,pre-test
0.470305,10:41:36,-292.25,pre-test
0.0,10:41:36,-292.0,pre-test
0.06023,10:41:37,-291.75,pre-test
0.194786,10:41:37,-291.5,pre-test
0.0,10:41:37,-291.25,pre-test
0.020504,10:41:37,-291.0,pre-test
0.0,10:41:38,-290.75,pre-test
0.001281,10:41:38,-290.5,pre-test
0.001281,10:41:38,-290.25,pre-test
0.002563,10:41:38,-290.0,pre-test
0.024348,10:41:39,-289.75,pre-test
0.001281,10:41:39,-289.5,pre-test
0.0,10:41:39,-289.25,pre-test
0.002563,10:41:39,-289.0,pre-test
0.002563,10:41:40,-288.75,pre-test
0.002563,10:41:40,-288.5,pre-test
0.002563,10:41:40,-288.25,pre-test
0.005126,10:41:40,-288.0,pre-test
0.005126,10:41:41,-287.75,pre-test
0.006407,10:41:41,-287.5,pre-test
0.003844,10:41:41,-287.25,pre-test
0.002563,10:41:41,-287.0,pre-test
