,HR,timestamp,period,time_seconds
0,95.0,08:16:44,pre-test,0
1,78.0,08:16:45,pre-test,1
2,88.0,08:16:46,pre-test,2
3,95.0,08:16:47,pre-test,3
4,85.6,08:16:48,pre-test,4
5,90.33,08:16:49,pre-test,5
6,92.29,08:16:50,pre-test,6
7,93.75,08:16:51,pre-test,7
8,94.89,08:16:52,pre-test,8
9,96.1,08:16:53,pre-test,9
10,97.0,08:16:54,pre-test,10
11,97.5,08:16:55,pre-test,11
12,97.85,08:16:56,pre-test,12
13,98.29,08:16:57,pre-test,13
14,98.6,08:16:58,pre-test,14
15,98.94,08:16:59,pre-test,15
16,99.24,08:17:00,pre-test,16
17,99.11,08:17:01,pre-test,17
18,98.84,08:17:02,pre-test,18
19,98.55,08:17:03,pre-test,19
20,98.33,08:17:04,pre-test,20
21,99.36,08:17:05,pre-test,21
22,103.3,08:17:06,pre-test,22
23,106.92,08:17:07,pre-test,23
24,111.12,08:17:08,pre-test,24
25,113.96,08:17:09,pre-test,25
26,111.56,08:17:10,pre-test,26
27,112.82,08:17:11,pre-test,27
28,110.59,08:17:12,pre-test,28
29,111.67,08:17:13,pre-test,29
30,109.65,08:17:14,pre-test,30
31,110.5,08:17:15,pre-test,31
32,112.15,08:17:16,pre-test,32
33,113.68,08:17:17,pre-test,33
34,115.14,08:17:18,pre-test,34
35,117.75,08:17:19,pre-test,35
36,119.03,08:17:20,pre-test,36
37,120.24,08:17:21,pre-test,37
38,120.28,08:17:22,pre-test,38
39,120.3,08:17:23,pre-test,39
40,120.32,08:17:24,pre-test,40
41,122.12,08:17:25,pre-test,41
42,124.12,08:17:26,pre-test,42
43,126.02,08:17:27,pre-test,43
44,127.87,08:17:28,pre-test,44
45,129.65,08:17:29,pre-test,45
46,131.36,08:17:30,pre-test,46
47,132.98,08:17:31,pre-test,47
48,134.51,08:17:32,pre-test,48
49,135.98,08:17:33,pre-test,49
50,137.43,08:17:34,pre-test,50
51,138.38,08:17:35,pre-test,51
52,139.0,08:17:36,pre-test,52
53,139.57,08:17:37,pre-test,53
54,140.15,08:17:38,pre-test,54
55,139.36,08:17:39,pre-test,55
56,138.61,08:17:40,pre-test,56
57,137.9,08:17:41,pre-test,57
58,137.2,08:17:42,pre-test,58
59,136.53,08:17:43,pre-test,59
60,136.58,08:17:44,pre-test,60
61,137.22,08:17:45,pre-test,61
62,137.1,08:17:46,pre-test,62
63,136.82,08:17:47,pre-test,63
64,137.67,08:17:48,pre-test,64
65,137.42,08:17:49,pre-test,65
66,136.88,08:17:50,pre-test,66
67,137.4,08:17:51,pre-test,67
68,136.67,08:17:52,pre-test,68
69,137.25,08:17:53,pre-test,69
70,136.77,08:17:54,pre-test,70
71,137.13,08:17:55,pre-test,71
72,136.58,08:17:56,pre-test,72
73,136.92,08:17:57,pre-test,73
74,136.6,08:17:58,pre-test,74
75,137.15,08:17:59,pre-test,75
76,137.48,08:18:00,pre-test,76
77,137.23,08:18:01,pre-test,77
78,137.75,08:18:02,pre-test,78
79,137.65,08:18:03,pre-test,79
80,138.02,08:18:04,pre-test,80
81,137.45,08:18:05,pre-test,81
82,136.4,08:18:06,pre-test,82
83,134.68,08:18:07,pre-test,83
84,133.17,08:18:08,pre-test,84
85,131.22,08:18:09,pre-test,85
86,132.45,08:18:10,pre-test,86
87,131.15,08:18:11,pre-test,87
88,132.7,08:18:12,pre-test,88
89,133.18,08:18:13,pre-test,89
90,135.23,08:18:14,pre-test,90
91,135.83,08:18:15,pre-test,91
92,136.15,08:18:16,pre-test,92
93,136.6,08:18:17,pre-test,93
94,137.07,08:18:18,pre-test,94
95,136.67,08:18:19,pre-test,95
96,137.17,08:18:20,pre-test,96
97,137.67,08:18:21,pre-test,97
98,138.88,08:18:22,pre-test,98
99,140.23,08:18:23,pre-test,99
100,141.58,08:18:24,pre-test,100
101,141.68,08:18:25,pre-test,101
102,141.58,08:18:26,pre-test,102
103,141.5,08:18:27,pre-test,103
104,141.42,08:18:28,pre-test,104
105,141.35,08:18:29,pre-test,105
106,141.27,08:18:30,pre-test,106
107,141.28,08:18:31,pre-test,107
108,141.3,08:18:32,pre-test,108
109,141.37,08:18:33,pre-test,109
110,141.4,08:18:34,pre-test,110
111,141.83,08:18:35,pre-test,111
112,142.0,08:18:36,pre-test,112
113,141.7,08:18:37,pre-test,113
114,141.37,08:18:38,pre-test,114
115,142.27,08:18:39,pre-test,115
116,143.17,08:18:40,pre-test,116
117,143.92,08:18:41,pre-test,117
118,144.67,08:18:42,pre-test,118
119,145.45,08:18:43,pre-test,119
120,146.18,08:18:44,pre-test,120
121,146.95,08:18:45,pre-test,121
122,147.67,08:18:46,pre-test,122
123,148.42,08:18:47,pre-test,123
124,149.13,08:18:48,pre-test,124
125,149.8,08:18:49,pre-test,125
126,150.93,08:18:50,pre-test,126
127,150.92,08:18:51,pre-test,127
128,152.25,08:18:52,pre-test,128
129,152.22,08:18:53,pre-test,129
130,153.2,08:18:54,pre-test,130
131,153.43,08:18:55,pre-test,131
132,153.93,08:18:56,pre-test,132
133,153.53,08:18:57,pre-test,133
134,153.8,08:18:58,pre-test,134
135,153.1,08:18:59,pre-test,135
136,152.65,08:19:00,pre-test,136
137,152.85,08:19:01,pre-test,137
138,152.28,08:19:02,pre-test,138
139,152.33,08:19:03,pre-test,139
140,151.93,08:19:04,pre-test,140
141,151.98,08:19:05,pre-test,141
142,151.33,08:19:06,pre-test,142
143,151.32,08:19:07,pre-test,143
144,150.7,08:19:08,pre-test,144
145,150.95,08:19:09,pre-test,145
146,150.22,08:19:10,pre-test,146
147,150.32,08:19:11,pre-test,147
148,149.3,08:19:12,pre-test,148
149,147.87,08:19:13,pre-test,149
150,146.48,08:19:14,pre-test,150
151,145.18,08:19:15,pre-test,151
152,143.82,08:19:16,pre-test,152
153,142.43,08:19:17,pre-test,153
154,141.05,08:19:18,pre-test,154
155,139.8,08:19:19,pre-test,155
156,138.4,08:19:20,pre-test,156
157,137.02,08:19:21,pre-test,157
158,135.7,08:19:22,pre-test,158
159,134.25,08:19:23,pre-test,159
160,132.75,08:19:24,pre-test,160
161,131.22,08:19:25,pre-test,161
162,129.68,08:19:26,pre-test,162
163,128.12,08:19:27,pre-test,163
164,126.55,08:19:28,pre-test,164
165,124.93,08:19:29,pre-test,165
166,123.33,08:19:30,pre-test,166
167,121.67,08:19:31,pre-test,167
168,120.07,08:19:32,pre-test,168
169,118.37,08:19:33,pre-test,169
170,116.65,08:19:34,pre-test,170
171,115.9,08:19:35,pre-test,171
172,115.72,08:19:36,pre-test,172
173,116.02,08:19:37,pre-test,173
174,116.77,08:19:38,pre-test,174
175,117.55,08:19:39,pre-test,175
176,118.43,08:19:40,pre-test,176
177,119.48,08:19:41,pre-test,177
178,120.53,08:19:42,pre-test,178
179,121.48,08:19:43,pre-test,179
180,122.5,08:19:44,pre-test,180
181,123.47,08:19:45,pre-test,181
182,124.43,08:19:46,pre-test,182
183,125.43,08:19:47,pre-test,183
184,126.37,08:19:48,pre-test,184
185,127.35,08:19:49,pre-test,185
186,128.3,08:19:50,pre-test,186
187,129.32,08:19:51,pre-test,187
188,130.18,08:19:52,pre-test,188
189,131.1,08:19:53,pre-test,189
190,131.92,08:19:54,pre-test,190
191,132.67,08:19:55,pre-test,191
192,134.07,08:19:56,pre-test,192
193,135.48,08:19:57,pre-test,193
194,136.85,08:19:58,pre-test,194
195,138.32,08:19:59,pre-test,195
196,139.95,08:20:00,pre-test,196
197,141.62,08:20:01,pre-test,197
198,142.35,08:20:02,pre-test,198
199,143.35,08:20:03,pre-test,199
200,144.07,08:20:04,pre-test,200
201,144.82,08:20:05,pre-test,201
202,146.0,08:20:06,pre-test,202
203,147.25,08:20:07,pre-test,203
204,148.5,08:20:08,pre-test,204
205,149.77,08:20:09,pre-test,205
206,151.08,08:20:10,pre-test,206
207,152.48,08:20:11,pre-test,207
208,153.82,08:20:12,pre-test,208
209,154.98,08:20:13,pre-test,209
210,156.12,08:20:14,pre-test,210
211,157.13,08:20:15,pre-test,211
212,158.03,08:20:16,pre-test,212
213,158.92,08:20:17,pre-test,213
214,159.78,08:20:18,pre-test,214
215,160.65,08:20:19,pre-test,215
216,161.45,08:20:20,pre-test,216
217,162.27,08:20:21,pre-test,217
218,163.0,08:20:22,pre-test,218
219,163.73,08:20:23,pre-test,219
220,164.42,08:20:24,pre-test,220
221,165.08,08:20:25,pre-test,221
222,165.75,08:20:26,pre-test,222
223,166.45,08:20:27,pre-test,223
224,167.3,08:20:28,pre-test,224
225,168.45,08:20:29,pre-test,225
226,169.52,08:20:30,pre-test,226
227,170.43,08:20:31,pre-test,227
228,170.92,08:20:32,pre-test,228
229,171.4,08:20:33,pre-test,229
230,171.95,08:20:34,pre-test,230
231,172.47,08:20:35,pre-test,231
232,172.92,08:20:36,pre-test,232
233,173.35,08:20:37,pre-test,233
234,173.05,08:20:38,pre-test,234
235,172.73,08:20:39,pre-test,235
236,172.22,08:20:40,pre-test,236
237,171.72,08:20:41,pre-test,237
238,171.22,08:20:42,pre-test,238
239,170.83,08:20:43,pre-test,239
240,170.32,08:20:44,pre-test,240
241,169.82,08:20:45,pre-test,241
242,169.33,08:20:46,pre-test,242
243,168.82,08:20:47,pre-test,243
244,168.4,08:20:48,pre-test,244
245,168.0,08:20:49,pre-test,245
246,167.73,08:20:50,pre-test,246
247,167.47,08:20:51,pre-test,247
248,167.27,08:20:52,pre-test,248
249,166.95,08:20:53,pre-test,249
250,166.77,08:20:54,pre-test,250
251,166.63,08:20:55,pre-test,251
252,166.48,08:20:56,pre-test,252
253,166.28,08:20:57,pre-test,253
254,166.13,08:20:58,pre-test,254
255,165.83,08:20:59,pre-test,255
256,165.35,08:21:00,pre-test,256
257,164.85,08:21:01,pre-test,257
258,165.35,08:21:02,pre-test,258
259,165.63,08:21:03,pre-test,259
260,166.15,08:21:04,pre-test,260
261,166.67,08:21:05,pre-test,261
262,166.75,08:21:06,pre-test,262
263,166.82,08:21:07,pre-test,263
264,166.92,08:21:08,pre-test,264
265,167.27,08:21:09,pre-test,265
266,167.6,08:21:10,pre-test,266
267,167.87,08:21:11,pre-test,267
268,168.08,08:21:12,pre-test,268
269,168.35,08:21:13,pre-test,269
270,168.58,08:21:14,pre-test,270
271,168.85,08:21:15,pre-test,271
272,169.13,08:21:16,pre-test,272
273,169.42,08:21:17,pre-test,273
274,169.7,08:21:18,pre-test,274
275,169.98,08:21:19,pre-test,275
276,170.33,08:21:20,pre-test,276
277,170.68,08:21:21,pre-test,277
278,171.0,08:21:22,pre-test,278
279,171.45,08:21:23,pre-test,279
280,172.02,08:21:24,pre-test,280
281,172.58,08:21:25,pre-test,281
282,173.12,08:21:26,pre-test,282
283,173.62,08:21:27,pre-test,283
284,173.93,08:21:28,pre-test,284
285,173.9,08:21:29,pre-test,285
286,173.87,08:21:30,pre-test,286
287,173.97,08:21:31,pre-test,287
288,174.43,08:21:32,pre-test,288
289,174.95,08:21:33,pre-test,289
290,175.43,08:21:34,pre-test,290
291,174.97,08:21:35,pre-test,291
292,174.55,08:21:36,pre-test,292
293,174.08,08:21:37,pre-test,293
294,173.93,08:21:38,pre-test,294
295,173.78,08:21:39,pre-test,295
296,173.7,08:21:40,pre-test,296
297,173.58,08:21:41,pre-test,297
298,173.45,08:21:42,pre-test,298
299,173.27,08:21:43,pre-test,299
300,172.83,08:21:44,pre-test,300
301,172.37,08:21:45,pre-test,301
302,171.88,08:21:46,pre-test,302
303,171.43,08:21:47,pre-test,303
304,171.05,08:21:48,pre-test,304
305,170.5,08:21:49,pre-test,305
306,169.8,08:21:50,pre-test,306
307,169.13,08:21:51,pre-test,307
