,EDA,timestamp,period,time_seconds
89,0.006407,08:16:56,pre-test,22.25
90,0.005126,08:16:56,pre-test,22.5
91,0.005126,08:16:56,pre-test,22.75
92,0.005126,08:16:57,pre-test,23.0
93,0.005126,08:16:57,pre-test,23.25
94,0.005126,08:16:57,pre-test,23.5
95,0.005126,08:16:57,pre-test,23.75
96,0.005126,08:16:58,pre-test,24.0
97,0.005126,08:16:58,pre-test,24.25
98,0.005126,08:16:58,pre-test,24.5
99,0.005126,08:16:58,pre-test,24.75
100,0.005126,08:16:59,pre-test,25.0
101,0.005126,08:16:59,pre-test,25.25
102,0.003844,08:16:59,pre-test,25.5
103,0.002563,08:16:59,pre-test,25.75
104,0.005126,08:17:00,pre-test,26.0
105,0.005126,08:17:00,pre-test,26.25
106,0.005126,08:17:00,pre-test,26.5
107,0.003844,08:17:00,pre-test,26.75
108,0.005126,08:17:01,pre-test,27.0
109,0.005126,08:17:01,pre-test,27.25
110,0.005126,08:17:01,pre-test,27.5
111,0.005126,08:17:01,pre-test,27.75
112,0.005126,08:17:02,pre-test,28.0
113,0.007689,08:17:02,pre-test,28.25
114,0.005126,08:17:02,pre-test,28.5
115,0.006407,08:17:02,pre-test,28.75
116,0.005126,08:17:03,pre-test,29.0
117,0.003844,08:17:03,pre-test,29.25
118,0.005126,08:17:03,pre-test,29.5
119,0.003844,08:17:03,pre-test,29.75
120,0.003844,08:17:04,pre-test,30.0
121,0.003844,08:17:04,pre-test,30.25
122,0.003844,08:17:04,pre-test,30.5
123,0.003844,08:17:04,pre-test,30.75
124,0.003844,08:17:05,pre-test,31.0
125,0.003844,08:17:05,pre-test,31.25
126,0.002563,08:17:05,pre-test,31.5
127,0.003844,08:17:05,pre-test,31.75
128,0.003844,08:17:06,pre-test,32.0
129,0.003844,08:17:06,pre-test,32.25
130,0.003844,08:17:06,pre-test,32.5
131,0.003844,08:17:06,pre-test,32.75
132,0.002563,08:17:07,pre-test,33.0
133,0.002563,08:17:07,pre-test,33.25
134,0.002563,08:17:07,pre-test,33.5
135,0.002563,08:17:07,pre-test,33.75
136,0.002563,08:17:08,pre-test,34.0
137,0.003844,08:17:08,pre-test,34.25
138,0.002563,08:17:08,pre-test,34.5
139,0.002563,08:17:08,pre-test,34.75
140,0.003844,08:17:09,pre-test,35.0
141,0.005126,08:17:09,pre-test,35.25
142,0.002563,08:17:09,pre-test,35.5
143,0.003844,08:17:09,pre-test,35.75
144,0.002563,08:17:10,pre-test,36.0
145,0.003844,08:17:10,pre-test,36.25
146,0.002563,08:17:10,pre-test,36.5
147,0.005126,08:17:10,pre-test,36.75
148,0.003844,08:17:11,pre-test,37.0
149,0.003844,08:17:11,pre-test,37.25
150,0.003844,08:17:11,pre-test,37.5
151,0.002563,08:17:11,pre-test,37.75
152,0.003844,08:17:12,pre-test,38.0
153,0.005126,08:17:12,pre-test,38.25
154,0.005126,08:17:12,pre-test,38.5
155,0.002563,08:17:12,pre-test,38.75
156,0.002563,08:17:13,pre-test,39.0
157,0.006407,08:17:13,pre-test,39.25
158,0.003844,08:17:13,pre-test,39.5
159,0.003844,08:17:13,pre-test,39.75
160,0.002563,08:17:14,pre-test,40.0
161,0.003844,08:17:14,pre-test,40.25
162,0.001281,08:17:14,pre-test,40.5
163,0.003844,08:17:14,pre-test,40.75
164,0.003844,08:17:15,pre-test,41.0
165,0.003844,08:17:15,pre-test,41.25
166,0.003844,08:17:15,pre-test,41.5
167,0.002563,08:17:15,pre-test,41.75
168,0.003844,08:17:16,pre-test,42.0
169,0.003844,08:17:16,pre-test,42.25
170,0.003844,08:17:16,pre-test,42.5
171,0.003844,08:17:16,pre-test,42.75
172,0.003844,08:17:17,pre-test,43.0
173,0.002563,08:17:17,pre-test,43.25
174,0.003844,08:17:17,pre-test,43.5
175,0.003844,08:17:17,pre-test,43.75
176,0.003844,08:17:18,pre-test,44.0
177,0.003844,08:17:18,pre-test,44.25
178,0.003844,08:17:18,pre-test,44.5
179,0.002563,08:17:18,pre-test,44.75
180,0.005126,08:17:19,pre-test,45.0
181,0.003844,08:17:19,pre-test,45.25
182,0.005126,08:17:19,pre-test,45.5
183,0.005126,08:17:19,pre-test,45.75
184,0.003844,08:17:20,pre-test,46.0
185,0.002563,08:17:20,pre-test,46.25
186,0.002563,08:17:20,pre-test,46.5
187,0.002563,08:17:20,pre-test,46.75
188,0.002563,08:17:21,pre-test,47.0
189,0.003844,08:17:21,pre-test,47.25
190,0.002563,08:17:21,pre-test,47.5
191,0.002563,08:17:21,pre-test,47.75
192,0.002563,08:17:22,pre-test,48.0
193,0.002563,08:17:22,pre-test,48.25
194,0.002563,08:17:22,pre-test,48.5
195,0.002563,08:17:22,pre-test,48.75
196,0.002563,08:17:23,pre-test,49.0
197,0.002563,08:17:23,pre-test,49.25
198,0.002563,08:17:23,pre-test,49.5
199,0.002563,08:17:23,pre-test,49.75
200,0.002563,08:17:24,pre-test,50.0
201,0.003844,08:17:24,pre-test,50.25
202,0.002563,08:17:24,pre-test,50.5
203,0.002563,08:17:24,pre-test,50.75
204,0.002563,08:17:25,pre-test,51.0
205,0.002563,08:17:25,pre-test,51.25
206,0.003844,08:17:25,pre-test,51.5
207,0.002563,08:17:25,pre-test,51.75
208,0.003844,08:17:26,pre-test,52.0
209,0.003844,08:17:26,pre-test,52.25
210,0.002563,08:17:26,pre-test,52.5
211,0.001281,08:17:26,pre-test,52.75
212,0.003844,08:17:27,pre-test,53.0
213,0.003844,08:17:27,pre-test,53.25
214,0.002563,08:17:27,pre-test,53.5
215,0.003844,08:17:27,pre-test,53.75
216,0.002563,08:17:28,pre-test,54.0
217,0.002563,08:17:28,pre-test,54.25
218,0.002563,08:17:28,pre-test,54.5
219,0.002563,08:17:28,pre-test,54.75
220,0.002563,08:17:29,pre-test,55.0
221,0.003844,08:17:29,pre-test,55.25
222,0.002563,08:17:29,pre-test,55.5
223,0.001281,08:17:29,pre-test,55.75
224,0.002563,08:17:30,pre-test,56.0
225,0.002563,08:17:30,pre-test,56.25
226,0.003844,08:17:30,pre-test,56.5
227,0.001281,08:17:30,pre-test,56.75
228,0.002563,08:17:31,pre-test,57.0
229,0.002563,08:17:31,pre-test,57.25
230,0.003844,08:17:31,pre-test,57.5
231,0.001281,08:17:31,pre-test,57.75
232,0.001281,08:17:32,pre-test,58.0
233,0.001281,08:17:32,pre-test,58.25
234,0.001281,08:17:32,pre-test,58.5
235,0.001281,08:17:32,pre-test,58.75
236,0.001281,08:17:33,pre-test,59.0
237,0.001281,08:17:33,pre-test,59.25
238,0.001281,08:17:33,pre-test,59.5
239,0.002563,08:17:33,pre-test,59.75
240,0.001281,08:17:34,pre-test,60.0
241,0.002563,08:17:34,pre-test,60.25
242,0.0,08:17:34,pre-test,60.5
243,0.001281,08:17:34,pre-test,60.75
244,0.001281,08:17:35,pre-test,61.0
245,0.002563,08:17:35,pre-test,61.25
246,0.001281,08:17:35,pre-test,61.5
247,0.001281,08:17:35,pre-test,61.75
248,0.001281,08:17:36,pre-test,62.0
249,0.001281,08:17:36,pre-test,62.25
250,0.001281,08:17:36,pre-test,62.5
251,0.001281,08:17:36,pre-test,62.75
252,0.001281,08:17:37,pre-test,63.0
253,0.001281,08:17:37,pre-test,63.25
254,0.001281,08:17:37,pre-test,63.5
255,0.002563,08:17:37,pre-test,63.75
256,0.001281,08:17:38,pre-test,64.0
257,0.002563,08:17:38,pre-test,64.25
258,0.003844,08:17:38,pre-test,64.5
259,0.003844,08:17:38,pre-test,64.75
260,0.003844,08:17:39,pre-test,65.0
261,0.002563,08:17:39,pre-test,65.25
262,0.002563,08:17:39,pre-test,65.5
263,0.001281,08:17:39,pre-test,65.75
264,0.001281,08:17:40,pre-test,66.0
265,0.001281,08:17:40,pre-test,66.25
266,0.001281,08:17:40,pre-test,66.5
267,0.002563,08:17:40,pre-test,66.75
268,0.003844,08:17:41,pre-test,67.0
269,0.003844,08:17:41,pre-test,67.25
270,0.003844,08:17:41,pre-test,67.5
271,0.002563,08:17:41,pre-test,67.75
272,0.002563,08:17:42,pre-test,68.0
273,0.002563,08:17:42,pre-test,68.25
274,0.002563,08:17:42,pre-test,68.5
275,0.002563,08:17:42,pre-test,68.75
276,0.002563,08:17:43,pre-test,69.0
277,0.002563,08:17:43,pre-test,69.25
278,0.003844,08:17:43,pre-test,69.5
279,0.002563,08:17:43,pre-test,69.75
280,0.002563,08:17:44,pre-test,70.0
281,0.002563,08:17:44,pre-test,70.25
282,0.0,08:17:44,pre-test,70.5
283,0.001281,08:17:44,pre-test,70.75
284,0.002563,08:17:45,pre-test,71.0
285,0.002563,08:17:45,pre-test,71.25
286,0.002563,08:17:45,pre-test,71.5
287,0.002563,08:17:45,pre-test,71.75
288,0.002563,08:17:46,pre-test,72.0
289,0.003844,08:17:46,pre-test,72.25
290,0.001281,08:17:46,pre-test,72.5
291,0.001281,08:17:46,pre-test,72.75
292,0.002563,08:17:47,pre-test,73.0
293,0.003844,08:17:47,pre-test,73.25
294,0.002563,08:17:47,pre-test,73.5
295,0.002563,08:17:47,pre-test,73.75
296,0.001281,08:17:48,pre-test,74.0
297,0.002563,08:17:48,pre-test,74.25
298,0.001281,08:17:48,pre-test,74.5
299,0.002563,08:17:48,pre-test,74.75
300,0.001281,08:17:49,pre-test,75.0
301,0.002563,08:17:49,pre-test,75.25
302,0.001281,08:17:49,pre-test,75.5
303,0.002563,08:17:49,pre-test,75.75
304,0.001281,08:17:50,pre-test,76.0
305,0.002563,08:17:50,pre-test,76.25
306,0.001281,08:17:50,pre-test,76.5
307,0.001281,08:17:50,pre-test,76.75
308,0.001281,08:17:51,pre-test,77.0
309,0.001281,08:17:51,pre-test,77.25
310,0.002563,08:17:51,pre-test,77.5
311,0.001281,08:17:51,pre-test,77.75
312,0.001281,08:17:52,pre-test,78.0
313,0.001281,08:17:52,pre-test,78.25
314,0.001281,08:17:52,pre-test,78.5
315,0.001281,08:17:52,pre-test,78.75
316,0.002563,08:17:53,pre-test,79.0
317,0.001281,08:17:53,pre-test,79.25
318,0.001281,08:17:53,pre-test,79.5
319,0.002563,08:17:53,pre-test,79.75
320,0.001281,08:17:54,pre-test,80.0
321,0.001281,08:17:54,pre-test,80.25
322,0.0,08:17:54,pre-test,80.5
323,0.001281,08:17:54,pre-test,80.75
324,0.001281,08:17:55,pre-test,81.0
325,0.003844,08:17:55,pre-test,81.25
326,0.002563,08:17:55,pre-test,81.5
327,0.002563,08:17:55,pre-test,81.75
328,0.002563,08:17:56,pre-test,82.0
329,0.002563,08:17:56,pre-test,82.25
330,0.003844,08:17:56,pre-test,82.5
331,0.003844,08:17:56,pre-test,82.75
332,0.002563,08:17:57,pre-test,83.0
333,0.005126,08:17:57,pre-test,83.25
334,0.003844,08:17:57,pre-test,83.5
335,0.002563,08:17:57,pre-test,83.75
336,0.002563,08:17:58,pre-test,84.0
337,0.003844,08:17:58,pre-test,84.25
338,0.002563,08:17:58,pre-test,84.5
339,0.002563,08:17:58,pre-test,84.75
340,0.002563,08:17:59,pre-test,85.0
341,0.001281,08:17:59,pre-test,85.25
342,0.003844,08:17:59,pre-test,85.5
343,0.001281,08:17:59,pre-test,85.75
344,0.003844,08:18:00,pre-test,86.0
345,0.003844,08:18:00,pre-test,86.25
346,0.002563,08:18:00,pre-test,86.5
347,0.003844,08:18:00,pre-test,86.75
348,0.003844,08:18:01,pre-test,87.0
349,0.002563,08:18:01,pre-test,87.25
350,0.003844,08:18:01,pre-test,87.5
351,0.003844,08:18:01,pre-test,87.75
352,0.002563,08:18:02,pre-test,88.0
353,0.003844,08:18:02,pre-test,88.25
354,0.003844,08:18:02,pre-test,88.5
355,0.002563,08:18:02,pre-test,88.75
356,0.002563,08:18:03,pre-test,89.0
357,0.003844,08:18:03,pre-test,89.25
358,0.002563,08:18:03,pre-test,89.5
359,0.002563,08:18:03,pre-test,89.75
360,0.002563,08:18:04,pre-test,90.0
361,0.002563,08:18:04,pre-test,90.25
362,0.002563,08:18:04,pre-test,90.5
363,0.001281,08:18:04,pre-test,90.75
364,0.002563,08:18:05,pre-test,91.0
365,0.001281,08:18:05,pre-test,91.25
366,0.001281,08:18:05,pre-test,91.5
367,0.001281,08:18:05,pre-test,91.75
368,0.002563,08:18:06,pre-test,92.0
369,0.001281,08:18:06,pre-test,92.25
370,0.001281,08:18:06,pre-test,92.5
371,0.001281,08:18:06,pre-test,92.75
372,0.001281,08:18:07,pre-test,93.0
373,0.001281,08:18:07,pre-test,93.25
374,0.002563,08:18:07,pre-test,93.5
375,0.003844,08:18:07,pre-test,93.75
376,0.002563,08:18:08,pre-test,94.0
377,0.005126,08:18:08,pre-test,94.25
378,0.003844,08:18:08,pre-test,94.5
379,0.002563,08:18:08,pre-test,94.75
380,0.002563,08:18:09,pre-test,95.0
381,0.003844,08:18:09,pre-test,95.25
382,0.002563,08:18:09,pre-test,95.5
383,0.002563,08:18:09,pre-test,95.75
384,0.002563,08:18:10,pre-test,96.0
385,0.002563,08:18:10,pre-test,96.25
386,0.002563,08:18:10,pre-test,96.5
387,0.002563,08:18:10,pre-test,96.75
388,0.002563,08:18:11,pre-test,97.0
389,0.002563,08:18:11,pre-test,97.25
390,0.001281,08:18:11,pre-test,97.5
391,0.002563,08:18:11,pre-test,97.75
392,0.002563,08:18:12,pre-test,98.0
393,0.002563,08:18:12,pre-test,98.25
394,0.002563,08:18:12,pre-test,98.5
395,0.002563,08:18:12,pre-test,98.75
396,0.0,08:18:13,pre-test,99.0
397,0.002563,08:18:13,pre-test,99.25
398,0.002563,08:18:13,pre-test,99.5
399,0.002563,08:18:13,pre-test,99.75
400,0.002563,08:18:14,pre-test,100.0
401,0.002563,08:18:14,pre-test,100.25
402,0.0,08:18:14,pre-test,100.5
403,0.002563,08:18:14,pre-test,100.75
404,0.002563,08:18:15,pre-test,101.0
405,0.001281,08:18:15,pre-test,101.25
406,0.002563,08:18:15,pre-test,101.5
407,0.001281,08:18:15,pre-test,101.75
408,0.001281,08:18:16,pre-test,102.0
409,0.001281,08:18:16,pre-test,102.25
410,0.001281,08:18:16,pre-test,102.5
411,0.001281,08:18:16,pre-test,102.75
412,0.001281,08:18:17,pre-test,103.0
413,0.002563,08:18:17,pre-test,103.25
414,0.001281,08:18:17,pre-test,103.5
415,0.002563,08:18:17,pre-test,103.75
416,0.001281,08:18:18,pre-test,104.0
417,0.001281,08:18:18,pre-test,104.25
418,0.001281,08:18:18,pre-test,104.5
419,0.001281,08:18:18,pre-test,104.75
420,0.001281,08:18:19,pre-test,105.0
421,0.002563,08:18:19,pre-test,105.25
422,0.001281,08:18:19,pre-test,105.5
423,0.001281,08:18:19,pre-test,105.75
424,0.002563,08:18:20,pre-test,106.0
425,0.005126,08:18:20,pre-test,106.25
426,0.002563,08:18:20,pre-test,106.5
427,0.002563,08:18:20,pre-test,106.75
428,0.002563,08:18:21,pre-test,107.0
429,0.002563,08:18:21,pre-test,107.25
430,0.001281,08:18:21,pre-test,107.5
431,0.001281,08:18:21,pre-test,107.75
432,0.002563,08:18:22,pre-test,108.0
433,0.002563,08:18:22,pre-test,108.25
434,0.001281,08:18:22,pre-test,108.5
435,0.003844,08:18:22,pre-test,108.75
436,0.0,08:18:23,pre-test,109.0
437,0.001281,08:18:23,pre-test,109.25
438,0.002563,08:18:23,pre-test,109.5
439,0.003844,08:18:23,pre-test,109.75
440,0.002563,08:18:24,pre-test,110.0
441,0.001281,08:18:24,pre-test,110.25
442,0.001281,08:18:24,pre-test,110.5
443,0.002563,08:18:24,pre-test,110.75
444,0.001281,08:18:25,pre-test,111.0
445,0.001281,08:18:25,pre-test,111.25
446,0.001281,08:18:25,pre-test,111.5
447,0.002563,08:18:25,pre-test,111.75
448,0.001281,08:18:26,pre-test,112.0
449,0.001281,08:18:26,pre-test,112.25
450,0.001281,08:18:26,pre-test,112.5
451,0.001281,08:18:26,pre-test,112.75
452,0.001281,08:18:27,pre-test,113.0
453,0.001281,08:18:27,pre-test,113.25
454,0.002563,08:18:27,pre-test,113.5
455,0.001281,08:18:27,pre-test,113.75
456,0.002563,08:18:28,pre-test,114.0
457,0.002563,08:18:28,pre-test,114.25
458,0.002563,08:18:28,pre-test,114.5
459,0.002563,08:18:28,pre-test,114.75
460,0.003844,08:18:29,pre-test,115.0
461,0.005126,08:18:29,pre-test,115.25
462,0.002563,08:18:29,pre-test,115.5
463,0.001281,08:18:29,pre-test,115.75
464,0.002563,08:18:30,pre-test,116.0
465,0.005126,08:18:30,pre-test,116.25
466,0.002563,08:18:30,pre-test,116.5
467,0.002563,08:18:30,pre-test,116.75
468,0.002563,08:18:31,pre-test,117.0
469,0.003844,08:18:31,pre-test,117.25
470,0.002563,08:18:31,pre-test,117.5
471,0.001281,08:18:31,pre-test,117.75
472,0.002563,08:18:32,pre-test,118.0
473,0.002563,08:18:32,pre-test,118.25
474,0.002563,08:18:32,pre-test,118.5
475,0.002563,08:18:32,pre-test,118.75
476,0.002563,08:18:33,pre-test,119.0
477,0.002563,08:18:33,pre-test,119.25
478,0.001281,08:18:33,pre-test,119.5
479,0.002563,08:18:33,pre-test,119.75
480,0.002563,08:18:34,pre-test,120.0
481,0.002563,08:18:34,pre-test,120.25
482,0.0,08:18:34,pre-test,120.5
483,0.001281,08:18:34,pre-test,120.75
484,0.001281,08:18:35,pre-test,121.0
485,0.002563,08:18:35,pre-test,121.25
486,0.002563,08:18:35,pre-test,121.5
487,0.001281,08:18:35,pre-test,121.75
488,0.001281,08:18:36,pre-test,122.0
489,0.001281,08:18:36,pre-test,122.25
490,0.001281,08:18:36,pre-test,122.5
491,0.001281,08:18:36,pre-test,122.75
492,0.001281,08:18:37,pre-test,123.0
493,0.001281,08:18:37,pre-test,123.25
494,0.001281,08:18:37,pre-test,123.5
495,0.001281,08:18:37,pre-test,123.75
496,0.001281,08:18:38,pre-test,124.0
497,0.001281,08:18:38,pre-test,124.25
498,0.001281,08:18:38,pre-test,124.5
499,0.001281,08:18:38,pre-test,124.75
500,0.001281,08:18:39,pre-test,125.0
501,0.001281,08:18:39,pre-test,125.25
502,0.001281,08:18:39,pre-test,125.5
503,0.002563,08:18:39,pre-test,125.75
504,0.001281,08:18:40,pre-test,126.0
505,0.002563,08:18:40,pre-test,126.25
506,0.002563,08:18:40,pre-test,126.5
507,0.002563,08:18:40,pre-test,126.75
508,0.001281,08:18:41,pre-test,127.0
509,0.005126,08:18:41,pre-test,127.25
510,0.002563,08:18:41,pre-test,127.5
511,0.001281,08:18:41,pre-test,127.75
512,0.003844,08:18:42,pre-test,128.0
513,0.003844,08:18:42,pre-test,128.25
514,0.002563,08:18:42,pre-test,128.5
515,0.002563,08:18:42,pre-test,128.75
516,0.002563,08:18:43,pre-test,129.0
517,0.002563,08:18:43,pre-test,129.25
518,0.001281,08:18:43,pre-test,129.5
519,0.002563,08:18:43,pre-test,129.75
520,0.002563,08:18:44,pre-test,130.0
521,0.002563,08:18:44,pre-test,130.25
522,0.002563,08:18:44,pre-test,130.5
523,0.002563,08:18:44,pre-test,130.75
524,0.001281,08:18:45,pre-test,131.0
525,0.001281,08:18:45,pre-test,131.25
526,0.002563,08:18:45,pre-test,131.5
527,0.001281,08:18:45,pre-test,131.75
528,0.001281,08:18:46,pre-test,132.0
529,0.001281,08:18:46,pre-test,132.25
530,0.001281,08:18:46,pre-test,132.5
531,0.001281,08:18:46,pre-test,132.75
532,0.001281,08:18:47,pre-test,133.0
533,0.001281,08:18:47,pre-test,133.25
534,0.001281,08:18:47,pre-test,133.5
535,0.0,08:18:47,pre-test,133.75
536,0.001281,08:18:48,pre-test,134.0
537,0.0,08:18:48,pre-test,134.25
538,0.0,08:18:48,pre-test,134.5
539,0.0,08:18:48,pre-test,134.75
540,0.0,08:18:49,pre-test,135.0
541,0.0,08:18:49,pre-test,135.25
542,0.0,08:18:49,pre-test,135.5
543,0.002563,08:18:49,pre-test,135.75
544,0.002563,08:18:50,pre-test,136.0
545,0.002563,08:18:50,pre-test,136.25
546,0.003844,08:18:50,pre-test,136.5
547,0.002563,08:18:50,pre-test,136.75
548,0.003844,08:18:51,pre-test,137.0
549,0.002563,08:18:51,pre-test,137.25
550,0.001281,08:18:51,pre-test,137.5
551,0.0,08:18:51,pre-test,137.75
552,0.001281,08:18:52,pre-test,138.0
553,0.002563,08:18:52,pre-test,138.25
554,0.001281,08:18:52,pre-test,138.5
555,0.001281,08:18:52,pre-test,138.75
556,0.002563,08:18:53,pre-test,139.0
557,0.001281,08:18:53,pre-test,139.25
558,0.001281,08:18:53,pre-test,139.5
559,0.001281,08:18:53,pre-test,139.75
560,0.0,08:18:54,pre-test,140.0
561,0.002563,08:18:54,pre-test,140.25
562,0.0,08:18:54,pre-test,140.5
563,0.001281,08:18:54,pre-test,140.75
564,0.001281,08:18:55,pre-test,141.0
565,0.0,08:18:55,pre-test,141.25
566,0.001281,08:18:55,pre-test,141.5
567,0.0,08:18:55,pre-test,141.75
568,0.0,08:18:56,pre-test,142.0
569,0.001281,08:18:56,pre-test,142.25
570,0.0,08:18:56,pre-test,142.5
571,0.0,08:18:56,pre-test,142.75
572,0.002563,08:18:57,pre-test,143.0
573,0.0,08:18:57,pre-test,143.25
574,0.0,08:18:57,pre-test,143.5
575,0.0,08:18:57,pre-test,143.75
576,0.0,08:18:58,pre-test,144.0
577,0.002563,08:18:58,pre-test,144.25
578,0.002563,08:18:58,pre-test,144.5
579,0.0,08:18:58,pre-test,144.75
580,0.001281,08:18:59,pre-test,145.0
581,0.002563,08:18:59,pre-test,145.25
582,0.001281,08:18:59,pre-test,145.5
583,0.001281,08:18:59,pre-test,145.75
584,0.001281,08:19:00,pre-test,146.0
585,0.001281,08:19:00,pre-test,146.25
586,0.0,08:19:00,pre-test,146.5
587,0.001281,08:19:00,pre-test,146.75
588,0.001281,08:19:01,pre-test,147.0
589,0.001281,08:19:01,pre-test,147.25
590,0.001281,08:19:01,pre-test,147.5
591,0.001281,08:19:01,pre-test,147.75
592,0.001281,08:19:02,pre-test,148.0
593,0.001281,08:19:02,pre-test,148.25
594,0.0,08:19:02,pre-test,148.5
595,0.0,08:19:02,pre-test,148.75
596,0.0,08:19:03,pre-test,149.0
597,0.002563,08:19:03,pre-test,149.25
598,0.0,08:19:03,pre-test,149.5
599,0.0,08:19:03,pre-test,149.75
600,0.0,08:19:04,pre-test,150.0
601,0.0,08:19:04,pre-test,150.25
602,0.001281,08:19:04,pre-test,150.5
603,0.0,08:19:04,pre-test,150.75
604,0.0,08:19:05,pre-test,151.0
605,0.001281,08:19:05,pre-test,151.25
606,0.002563,08:19:05,pre-test,151.5
607,0.003844,08:19:05,pre-test,151.75
608,0.002563,08:19:06,pre-test,152.0
609,0.002563,08:19:06,pre-test,152.25
610,0.001281,08:19:06,pre-test,152.5
611,0.002563,08:19:06,pre-test,152.75
612,0.001281,08:19:07,pre-test,153.0
613,0.001281,08:19:07,pre-test,153.25
614,0.001281,08:19:07,pre-test,153.5
615,0.002563,08:19:07,pre-test,153.75
616,0.001281,08:19:08,pre-test,154.0
617,0.0,08:19:08,pre-test,154.25
618,0.001281,08:19:08,pre-test,154.5
619,0.002563,08:19:08,pre-test,154.75
620,0.001281,08:19:09,pre-test,155.0
621,0.001281,08:19:09,pre-test,155.25
622,0.002563,08:19:09,pre-test,155.5
623,0.003844,08:19:09,pre-test,155.75
624,0.0,08:19:10,pre-test,156.0
625,0.0,08:19:10,pre-test,156.25
626,0.0,08:19:10,pre-test,156.5
627,0.0,08:19:10,pre-test,156.75
628,0.0,08:19:11,pre-test,157.0
629,0.0,08:19:11,pre-test,157.25
630,0.0,08:19:11,pre-test,157.5
631,0.0,08:19:11,pre-test,157.75
632,0.001281,08:19:12,pre-test,158.0
633,0.001281,08:19:12,pre-test,158.25
634,0.0,08:19:12,pre-test,158.5
635,0.001281,08:19:12,pre-test,158.75
