EDA,timestamp,time_seconds,period
0.05766,08:01:40,-300.0,pre-test
0.11532,08:01:40,-299.75,pre-test
0.162729,08:01:40,-299.5,pre-test
0.033315,08:01:40,-299.25,pre-test
0.017939,08:01:41,-299.0,pre-test
0.017939,08:01:41,-298.75,pre-test
0.017939,08:01:41,-298.5,pre-test
0.017939,08:01:41,-298.25,pre-test
0.017939,08:01:42,-298.0,pre-test
0.01922,08:01:42,-297.75,pre-test
0.01922,08:01:42,-297.5,pre-test
0.01922,08:01:42,-297.25,pre-test
0.01922,08:01:43,-297.0,pre-test
0.01922,08:01:43,-296.75,pre-test
0.017939,08:01:43,-296.5,pre-test
0.01922,08:01:43,-296.25,pre-test
0.01922,08:01:44,-296.0,pre-test
0.01922,08:01:44,-295.75,pre-test
0.01922,08:01:44,-295.5,pre-test
0.017939,08:01:44,-295.25,pre-test
0.017939,08:01:45,-295.0,pre-test
0.01922,08:01:45,-294.75,pre-test
0.015376,08:01:45,-294.5,pre-test
0.01922,08:01:45,-294.25,pre-test
0.020501,08:01:46,-294.0,pre-test
0.017939,08:01:46,-293.75,pre-test
0.017939,08:01:46,-293.5,pre-test
0.017939,08:01:46,-293.25,pre-test
0.01922,08:01:47,-293.0,pre-test
0.01922,08:01:47,-292.75,pre-test
0.01922,08:01:47,-292.5,pre-test
0.017939,08:01:47,-292.25,pre-test
0.017939,08:01:48,-292.0,pre-test
0.01922,08:01:48,-291.75,pre-test
0.01922,08:01:48,-291.5,pre-test
0.020501,08:01:48,-291.25,pre-test
0.017939,08:01:49,-291.0,pre-test
0.020501,08:01:49,-290.75,pre-test
0.01922,08:01:49,-290.5,pre-test
0.01922,08:01:49,-290.25,pre-test
0.01922,08:01:50,-290.0,pre-test
0.017939,08:01:50,-289.75,pre-test
0.017939,08:01:50,-289.5,pre-test
0.017939,08:01:50,-289.25,pre-test
0.01922,08:01:51,-289.0,pre-test
0.01922,08:01:51,-288.75,pre-test
0.020501,08:01:51,-288.5,pre-test
0.021783,08:01:51,-288.25,pre-test
0.017939,08:01:52,-288.0,pre-test
0.017939,08:01:52,-287.75,pre-test
0.017939,08:01:52,-287.5,pre-test
0.01922,08:01:52,-287.25,pre-test
0.01922,08:01:53,-287.0,pre-test
0.01922,08:01:53,-286.75,pre-test
0.017939,08:01:53,-286.5,pre-test
0.017939,08:01:53,-286.25,pre-test
0.017939,08:01:54,-286.0,pre-test
0.017939,08:01:54,-285.75,pre-test
0.01922,08:01:54,-285.5,pre-test
0.020501,08:01:54,-285.25,pre-test
0.017939,08:01:55,-285.0,pre-test
0.01922,08:01:55,-284.75,pre-test
0.01922,08:01:55,-284.5,pre-test
0.01922,08:01:55,-284.25,pre-test
0.01922,08:01:56,-284.0,pre-test
0.020501,08:01:56,-283.75,pre-test
0.017939,08:01:56,-283.5,pre-test
0.017939,08:01:56,-283.25,pre-test
0.020501,08:01:57,-283.0,pre-test
0.01922,08:01:57,-282.75,pre-test
0.01922,08:01:57,-282.5,pre-test
0.020501,08:01:57,-282.25,pre-test
0.020501,08:01:58,-282.0,pre-test
0.017939,08:01:58,-281.75,pre-test
