,HR,timestamp,period
1867,92.27,08:27:23,pre-test
1868,92.45,08:27:24,pre-test
1869,92.55,08:27:25,pre-test
1870,92.58,08:27:26,pre-test
1871,92.58,08:27:27,pre-test
1872,92.4,08:27:28,pre-test
1873,91.92,08:27:29,pre-test
1874,91.43,08:27:30,pre-test
1875,90.93,08:27:31,pre-test
1876,90.47,08:27:32,pre-test
1877,89.98,08:27:33,pre-test
1878,89.5,08:27:34,pre-test
1879,89.03,08:27:35,pre-test
1880,88.52,08:27:36,pre-test
1881,88.08,08:27:37,pre-test
1882,87.75,08:27:38,pre-test
1883,87.42,08:27:39,pre-test
1884,87.0,08:27:40,pre-test
1885,87.18,08:27:41,pre-test
1886,87.33,08:27:42,pre-test
1887,87.35,08:27:43,pre-test
1888,87.37,08:27:44,pre-test
1889,87.33,08:27:45,pre-test
1890,87.27,08:27:46,pre-test
1891,87.23,08:27:47,pre-test
1892,87.13,08:27:48,pre-test
1893,87.07,08:27:49,pre-test
1894,86.85,08:27:50,pre-test
1895,87.22,08:27:51,pre-test
1896,87.6,08:27:52,pre-test
1897,88.02,08:27:53,pre-test
1898,88.47,08:27:54,pre-test
1899,88.9,08:27:55,pre-test
1900,89.32,08:27:56,pre-test
1901,89.8,08:27:57,pre-test
1902,90.23,08:27:58,pre-test
1903,90.62,08:27:59,pre-test
1904,91.0,08:28:00,pre-test
1905,91.53,08:28:01,pre-test
1906,92.15,08:28:02,pre-test
1907,92.68,08:28:03,pre-test
1908,93.12,08:28:04,pre-test
1909,93.6,08:28:05,pre-test
1910,94.13,08:28:06,pre-test
1911,94.67,08:28:07,pre-test
1912,95.2,08:28:08,pre-test
1913,95.75,08:28:09,pre-test
1914,96.47,08:28:10,pre-test
1915,97.2,08:28:11,pre-test
1916,97.95,08:28:12,pre-test
1917,98.7,08:28:13,pre-test
1918,99.45,08:28:14,pre-test
1919,100.2,08:28:15,pre-test
1920,101.05,08:28:16,pre-test
1921,101.92,08:28:17,pre-test
1922,102.82,08:28:18,pre-test
1923,103.72,08:28:19,pre-test
1924,104.6,08:28:20,pre-test
1925,105.53,08:28:21,pre-test
1926,106.37,08:28:22,pre-test
1927,107.53,08:28:23,pre-test
1928,108.63,08:28:24,pre-test
1929,109.77,08:28:25,pre-test
1930,110.97,08:28:26,pre-test
1931,112.15,08:28:27,pre-test
1932,113.23,08:28:28,pre-test
1933,114.43,08:28:29,pre-test
1934,115.67,08:28:30,pre-test
1935,116.95,08:28:31,pre-test
1936,118.13,08:28:32,pre-test
1937,119.33,08:28:33,pre-test
1938,120.55,08:28:34,pre-test
1939,121.8,08:28:35,pre-test
1940,122.9,08:28:36,pre-test
1941,123.97,08:28:37,pre-test
1942,125.0,08:28:38,pre-test
1943,126.03,08:28:39,pre-test
1944,127.07,08:28:40,pre-test
1945,127.38,08:28:41,pre-test
1946,127.73,08:28:42,pre-test
1947,128.23,08:28:43,pre-test
1948,128.72,08:28:44,pre-test
1949,129.2,08:28:45,pre-test
1950,129.68,08:28:46,pre-test
1951,130.13,08:28:47,pre-test
1952,130.55,08:28:48,pre-test
1953,130.88,08:28:49,pre-test
1954,131.37,08:28:50,pre-test
1955,131.2,08:28:51,pre-test
1956,131.02,08:28:52,pre-test
1957,130.78,08:28:53,pre-test
1958,130.57,08:28:54,pre-test
1959,130.38,08:28:55,pre-test
1960,130.15,08:28:56,pre-test
1961,129.93,08:28:57,pre-test
1962,129.68,08:28:58,pre-test
1963,129.57,08:28:59,pre-test
1964,129.45,08:29:00,pre-test
1965,129.32,08:29:01,pre-test
1966,129.17,08:29:02,pre-test
1967,129.03,08:29:03,pre-test
1968,128.97,08:29:04,pre-test
1969,128.53,08:29:05,pre-test
1970,128.07,08:29:06,pre-test
1971,127.65,08:29:07,pre-test
1972,127.22,08:29:08,pre-test
1973,126.75,08:29:09,pre-test
1974,126.13,08:29:10,pre-test
1975,125.5,08:29:11,pre-test
1976,124.88,08:29:12,pre-test
1977,124.25,08:29:13,pre-test
1978,123.6,08:29:14,pre-test
1979,122.93,08:29:15,pre-test
1980,122.15,08:29:16,pre-test
1981,121.38,08:29:17,pre-test
1982,120.6,08:29:18,pre-test
1983,119.82,08:29:19,pre-test
1984,119.0,08:29:20,pre-test
1985,118.18,08:29:21,pre-test
1986,117.38,08:29:22,pre-test
1987,116.3,08:29:23,pre-test
1988,115.23,08:29:24,pre-test
1989,114.12,08:29:25,pre-test
1990,113.8,08:29:26,pre-test
1991,113.48,08:29:27,pre-test
1992,113.3,08:29:28,pre-test
1993,113.12,08:29:29,pre-test
1994,112.95,08:29:30,pre-test
1995,112.8,08:29:31,pre-test
1996,112.7,08:29:32,pre-test
1997,112.58,08:29:33,pre-test
1998,112.47,08:29:34,pre-test
1999,112.32,08:29:35,pre-test
2000,112.4,08:29:36,pre-test
2001,112.48,08:29:37,pre-test
2002,112.57,08:29:38,pre-test
2003,112.67,08:29:39,pre-test
2004,112.77,08:29:40,pre-test
2005,113.05,08:29:41,pre-test
2006,113.38,08:29:42,pre-test
2007,113.68,08:29:43,pre-test
2008,114.02,08:29:44,pre-test
2009,114.3,08:29:45,pre-test
2010,114.58,08:29:46,pre-test
2011,114.88,08:29:47,pre-test
2012,115.28,08:29:48,pre-test
2013,115.77,08:29:49,pre-test
2014,116.27,08:29:50,pre-test
2015,116.85,08:29:51,pre-test
2016,117.43,08:29:52,pre-test
2017,118.07,08:29:53,pre-test
2018,118.67,08:29:54,pre-test
2019,119.25,08:29:55,pre-test
2020,119.83,08:29:56,pre-test
2021,120.32,08:29:57,pre-test
2022,120.87,08:29:58,pre-test
2023,121.32,08:29:59,pre-test
2024,121.8,08:30:00,pre-test
2025,122.27,08:30:01,pre-test
2026,122.62,08:30:02,pre-test
2027,122.9,08:30:03,pre-test
2028,123.23,08:30:04,pre-test
2029,123.73,08:30:05,pre-test
2030,124.07,08:30:06,pre-test
2031,124.38,08:30:07,pre-test
2032,124.7,08:30:08,pre-test
2033,125.03,08:30:09,pre-test
2034,125.38,08:30:10,pre-test
2035,125.8,08:30:11,pre-test
2036,126.3,08:30:12,pre-test
2037,126.78,08:30:13,pre-test
2038,127.35,08:30:14,pre-test
2039,127.88,08:30:15,pre-test
2040,128.42,08:30:16,pre-test
2041,128.93,08:30:17,pre-test
2042,129.45,08:30:18,pre-test
2043,129.95,08:30:19,pre-test
2044,130.48,08:30:20,pre-test
2045,131.03,08:30:21,pre-test
2046,131.6,08:30:22,pre-test
2047,132.15,08:30:23,pre-test
2048,132.7,08:30:24,pre-test
2049,133.28,08:30:25,pre-test
2050,133.08,08:30:26,pre-test
2051,132.88,08:30:27,pre-test
2052,132.7,08:30:28,pre-test
2053,132.55,08:30:29,pre-test
2054,132.33,08:30:30,pre-test
2055,132.05,08:30:31,pre-test
2056,131.82,08:30:32,pre-test
2057,131.62,08:30:33,pre-test
2058,131.38,08:30:34,pre-test
2059,131.12,08:30:35,pre-test
2060,130.83,08:30:36,pre-test
2061,130.55,08:30:37,pre-test
2062,130.27,08:30:38,pre-test
2063,129.98,08:30:39,pre-test
2064,129.68,08:30:40,pre-test
2065,129.33,08:30:41,pre-test
2066,128.97,08:30:42,pre-test
2067,128.62,08:30:43,pre-test
2068,128.22,08:30:44,pre-test
2069,127.83,08:30:45,pre-test
2070,127.43,08:30:46,pre-test
2071,127.05,08:30:47,pre-test
2072,126.67,08:30:48,pre-test
2073,126.22,08:30:49,pre-test
2074,125.77,08:30:50,pre-test
2075,125.35,08:30:51,pre-test
2076,124.9,08:30:52,pre-test
2077,124.45,08:30:53,pre-test
2078,123.97,08:30:54,pre-test
2079,123.38,08:30:55,pre-test
2080,122.9,08:30:56,pre-test
2081,122.48,08:30:57,pre-test
2082,122.05,08:30:58,pre-test
2083,121.65,08:30:59,pre-test
2084,121.28,08:31:00,pre-test
2085,120.97,08:31:01,pre-test
2086,120.83,08:31:02,pre-test
2087,120.75,08:31:03,pre-test
2088,120.63,08:31:04,pre-test
2089,120.67,08:31:05,pre-test
2090,120.85,08:31:06,pre-test
2091,121.02,08:31:07,pre-test
2092,121.13,08:31:08,pre-test
2093,121.25,08:31:09,pre-test
2094,121.28,08:31:10,pre-test
2095,121.23,08:31:11,pre-test
2096,121.05,08:31:12,pre-test
2097,120.92,08:31:13,pre-test
2098,120.72,08:31:14,pre-test
2099,120.58,08:31:15,pre-test
2100,120.45,08:31:16,pre-test
2101,120.32,08:31:17,pre-test
2102,120.15,08:31:18,pre-test
2103,120.0,08:31:19,pre-test
2104,119.87,08:31:20,pre-test
2105,119.68,08:31:21,pre-test
2106,119.5,08:31:22,pre-test
2107,119.37,08:31:23,pre-test
2108,119.2,08:31:24,pre-test
2109,119.15,08:31:25,pre-test
2110,119.07,08:31:26,pre-test
2111,118.98,08:31:27,pre-test
2112,118.87,08:31:28,pre-test
2113,118.73,08:31:29,pre-test
2114,118.62,08:31:30,pre-test
2115,118.45,08:31:31,pre-test
2116,118.25,08:31:32,pre-test
2117,118.12,08:31:33,pre-test
2118,117.97,08:31:34,pre-test
2119,117.87,08:31:35,pre-test
2120,117.77,08:31:36,pre-test
2121,117.68,08:31:37,pre-test
2122,117.6,08:31:38,pre-test
2123,117.53,08:31:39,pre-test
2124,117.52,08:31:40,pre-test
2125,117.52,08:31:41,pre-test
2126,117.5,08:31:42,pre-test
2127,117.5,08:31:43,pre-test
2128,117.53,08:31:44,pre-test
2129,117.58,08:31:45,pre-test
2130,117.65,08:31:46,pre-test
2131,117.7,08:31:47,pre-test
2132,117.75,08:31:48,pre-test
2133,117.85,08:31:49,pre-test
2134,117.93,08:31:50,pre-test
2135,118.02,08:31:51,pre-test
2136,118.13,08:31:52,pre-test
2137,118.22,08:31:53,pre-test
2138,118.33,08:31:54,pre-test
2139,118.52,08:31:55,pre-test
2140,118.6,08:31:56,pre-test
2141,118.72,08:31:57,pre-test
2142,119.0,08:31:58,pre-test
2143,118.93,08:31:59,pre-test
2144,118.82,08:32:00,pre-test
2145,118.67,08:32:01,pre-test
2146,118.48,08:32:02,pre-test
2147,118.33,08:32:03,pre-test
2148,118.13,08:32:04,pre-test
2149,117.95,08:32:05,pre-test
2150,117.5,08:32:06,pre-test
2151,117.08,08:32:07,pre-test
2152,116.75,08:32:08,pre-test
2153,116.45,08:32:09,pre-test
2154,116.18,08:32:10,pre-test
2155,115.95,08:32:11,pre-test
2156,115.75,08:32:12,pre-test
2157,115.55,08:32:13,pre-test
2158,115.37,08:32:14,pre-test
2159,115.18,08:32:15,pre-test
2160,115.0,08:32:16,pre-test
2161,114.82,08:32:17,pre-test
2162,114.68,08:32:18,pre-test
2163,114.58,08:32:19,pre-test
2164,114.5,08:32:20,pre-test
2165,114.45,08:32:21,pre-test
2166,114.4,08:32:22,pre-test
2167,114.33,08:32:23,pre-test
2168,114.28,08:32:24,pre-test
2169,114.07,08:32:25,pre-test
2170,113.9,08:32:26,pre-test
2171,113.72,08:32:27,pre-test
2172,113.52,08:32:28,pre-test
2173,113.3,08:32:29,pre-test
2174,113.05,08:32:30,pre-test
2175,112.82,08:32:31,pre-test
2176,112.58,08:32:32,pre-test
2177,112.25,08:32:33,pre-test
2178,111.95,08:32:34,pre-test
2179,111.63,08:32:35,pre-test
2180,111.33,08:32:36,pre-test
2181,111.02,08:32:37,pre-test
2182,110.7,08:32:38,pre-test
2183,110.38,08:32:39,pre-test
2184,110.03,08:32:40,pre-test
2185,109.68,08:32:41,pre-test
2186,109.35,08:32:42,pre-test
2187,108.98,08:32:43,pre-test
2188,108.62,08:32:44,pre-test
2189,108.23,08:32:45,pre-test
2190,107.85,08:32:46,pre-test
2191,107.43,08:32:47,pre-test
2192,107.0,08:32:48,pre-test
2193,106.57,08:32:49,pre-test
2194,106.13,08:32:50,pre-test
2195,105.68,08:32:51,pre-test
2196,105.17,08:32:52,pre-test
2197,104.75,08:32:53,pre-test
2198,104.38,08:32:54,pre-test
2199,104.12,08:32:55,pre-test
2200,103.85,08:32:56,pre-test
2201,103.52,08:32:57,pre-test
2202,103.02,08:32:58,pre-test
2203,102.85,08:32:59,pre-test
2204,102.72,08:33:00,pre-test
2205,102.62,08:33:01,pre-test
2206,102.55,08:33:02,pre-test
2207,102.38,08:33:03,pre-test
2208,102.37,08:33:04,pre-test
2209,102.33,08:33:05,pre-test
2210,102.57,08:33:06,pre-test
2211,102.82,08:33:07,pre-test
2212,103.03,08:33:08,pre-test
2213,103.23,08:33:09,pre-test
2214,103.43,08:33:10,pre-test
2215,103.63,08:33:11,pre-test
2216,103.77,08:33:12,pre-test
2217,103.85,08:33:13,pre-test
2218,103.92,08:33:14,pre-test
2219,103.98,08:33:15,pre-test
2220,104.03,08:33:16,pre-test
2221,104.13,08:33:17,pre-test
2222,104.03,08:33:18,pre-test
2223,103.85,08:33:19,pre-test
2224,103.63,08:33:20,pre-test
2225,103.38,08:33:21,pre-test
2226,103.1,08:33:22,pre-test
2227,102.77,08:33:23,pre-test
2228,102.43,08:33:24,pre-test
2229,102.18,08:33:25,pre-test
2230,101.9,08:33:26,pre-test
2231,102.1,08:33:27,pre-test
2232,102.27,08:33:28,pre-test
2233,102.42,08:33:29,pre-test
2234,102.62,08:33:30,pre-test
2235,102.85,08:33:31,pre-test
2236,103.05,08:33:32,pre-test
2237,103.23,08:33:33,pre-test
2238,103.43,08:33:34,pre-test
2239,103.67,08:33:35,pre-test
2240,103.88,08:33:36,pre-test
2241,104.07,08:33:37,pre-test
2242,104.25,08:33:38,pre-test
2243,104.42,08:33:39,pre-test
2244,104.65,08:33:40,pre-test
2245,104.9,08:33:41,pre-test
2246,105.12,08:33:42,pre-test
2247,105.33,08:33:43,pre-test
2248,105.53,08:33:44,pre-test
2249,105.77,08:33:45,pre-test
2250,105.98,08:33:46,pre-test
2251,106.18,08:33:47,pre-test
2252,106.4,08:33:48,pre-test
2253,106.58,08:33:49,pre-test
2254,106.73,08:33:50,pre-test
2255,106.88,08:33:51,pre-test
2256,107.07,08:33:52,pre-test
2257,107.17,08:33:53,pre-test
2258,107.12,08:33:54,pre-test
2259,107.0,08:33:55,pre-test
2260,106.87,08:33:56,pre-test
2261,106.73,08:33:57,pre-test
2262,106.62,08:33:58,pre-test
2263,106.48,08:33:59,pre-test
2264,106.32,08:34:00,pre-test
2265,106.13,08:34:01,pre-test
2266,105.87,08:34:02,pre-test
2267,105.65,08:34:03,pre-test
2268,105.38,08:34:04,pre-test
2269,105.1,08:34:05,pre-test
2270,104.8,08:34:06,pre-test
2271,104.47,08:34:07,pre-test
2272,104.13,08:34:08,pre-test
2273,103.75,08:34:09,pre-test
2274,103.4,08:34:10,pre-test
2275,103.03,08:34:11,pre-test
2276,102.63,08:34:12,pre-test
2277,102.73,08:34:13,pre-test
2278,102.87,08:34:14,pre-test
2279,102.83,08:34:15,pre-test
2280,102.8,08:34:16,pre-test
2281,102.7,08:34:17,pre-test
2282,102.77,08:34:18,pre-test
2283,102.87,08:34:19,pre-test
2284,102.98,08:34:20,pre-test
2285,103.13,08:34:21,pre-test
2286,103.32,08:34:22,pre-test
2287,103.55,08:34:23,pre-test
2288,103.8,08:34:24,pre-test
2289,104.08,08:34:25,pre-test
2290,104.37,08:34:26,pre-test
2291,103.98,08:34:27,pre-test
2292,103.67,08:34:28,pre-test
2293,103.37,08:34:29,pre-test
2294,103.05,08:34:30,pre-test
2295,102.72,08:34:31,pre-test
2296,102.42,08:34:32,pre-test
2297,102.18,08:34:33,pre-test
2298,101.93,08:34:34,pre-test
2299,101.65,08:34:35,pre-test
2300,101.35,08:34:36,pre-test
2301,101.03,08:34:37,pre-test
2302,100.72,08:34:38,pre-test
2303,100.37,08:34:39,pre-test
2304,99.93,08:34:40,pre-test
2305,99.67,08:34:41,pre-test
2306,99.52,08:34:42,pre-test
2307,99.42,08:34:43,pre-test
2308,99.33,08:34:44,pre-test
2309,99.27,08:34:45,pre-test
2310,99.27,08:34:46,pre-test
2311,99.35,08:34:47,pre-test
2312,99.43,08:34:48,pre-test
2313,99.53,08:34:49,pre-test
2314,99.72,08:34:50,pre-test
2315,99.93,08:34:51,pre-test
2316,100.17,08:34:52,pre-test
2317,100.42,08:34:53,pre-test
2318,100.78,08:34:54,pre-test
2319,101.13,08:34:55,pre-test
2320,101.5,08:34:56,pre-test
2321,101.9,08:34:57,pre-test
2322,102.3,08:34:58,pre-test
2323,102.72,08:34:59,pre-test
2324,103.12,08:35:00,pre-test
2325,103.58,08:35:01,pre-test
2326,104.08,08:35:02,pre-test
2327,104.62,08:35:03,pre-test
2328,105.13,08:35:04,pre-test
2329,105.7,08:35:05,pre-test
2330,106.25,08:35:06,pre-test
2331,106.82,08:35:07,pre-test
2332,107.38,08:35:08,pre-test
2333,108.0,08:35:09,pre-test
2334,108.6,08:35:10,pre-test
2335,109.22,08:35:11,pre-test
2336,109.92,08:35:12,pre-test
2337,110.13,08:35:13,pre-test
2338,110.35,08:35:14,pre-test
2339,110.73,08:35:15,pre-test
2340,111.13,08:35:16,pre-test
2341,111.6,08:35:17,pre-test
2342,112.07,08:35:18,pre-test
2343,112.65,08:35:19,pre-test
2344,113.22,08:35:20,pre-test
2345,113.77,08:35:21,pre-test
2346,114.28,08:35:22,pre-test
2347,114.8,08:35:23,pre-test
2348,115.27,08:35:24,pre-test
2349,115.68,08:35:25,pre-test
2350,116.13,08:35:26,pre-test
2351,116.8,08:35:27,pre-test
2352,117.43,08:35:28,pre-test
2353,118.05,08:35:29,pre-test
2354,118.68,08:35:30,pre-test
2355,119.33,08:35:31,pre-test
2356,120.02,08:35:32,pre-test
2357,120.62,08:35:33,pre-test
2358,121.45,08:35:34,pre-test
2359,122.27,08:35:35,pre-test
2360,123.1,08:35:36,pre-test
2361,123.97,08:35:37,pre-test
2362,124.83,08:35:38,pre-test
2363,125.72,08:35:39,pre-test
2364,126.62,08:35:40,pre-test
2365,127.35,08:35:41,pre-test
2366,127.97,08:35:42,pre-test
2367,128.6,08:35:43,pre-test
2368,129.22,08:35:44,pre-test
2369,129.77,08:35:45,pre-test
2370,130.27,08:35:46,pre-test
2371,130.72,08:35:47,pre-test
2372,131.1,08:35:48,pre-test
2373,131.47,08:35:49,pre-test
2374,131.77,08:35:50,pre-test
2375,131.95,08:35:51,pre-test
2376,132.17,08:35:52,pre-test
2377,132.38,08:35:53,pre-test
2378,132.62,08:35:54,pre-test
2379,132.87,08:35:55,pre-test
2380,133.15,08:35:56,pre-test
2381,133.52,08:35:57,pre-test
2382,133.88,08:35:58,pre-test
2383,134.25,08:35:59,pre-test
2384,134.65,08:36:00,pre-test
2385,134.95,08:36:01,pre-test
2386,135.27,08:36:02,pre-test
2387,135.58,08:36:03,pre-test
2388,135.9,08:36:04,pre-test
2389,136.12,08:36:05,pre-test
2390,136.45,08:36:06,pre-test
2391,136.77,08:36:07,pre-test
2392,137.17,08:36:08,pre-test
2393,137.5,08:36:09,pre-test
2394,137.83,08:36:10,pre-test
2395,138.15,08:36:11,pre-test
2396,138.47,08:36:12,pre-test
2397,138.83,08:36:13,pre-test
2398,139.22,08:36:14,pre-test
2399,139.58,08:36:15,pre-test
2400,139.93,08:36:16,pre-test
2401,140.12,08:36:17,pre-test
2402,140.33,08:36:18,pre-test
2403,140.47,08:36:19,pre-test
2404,140.63,08:36:20,pre-test
2405,140.83,08:36:21,pre-test
2406,141.03,08:36:22,pre-test
2407,141.23,08:36:23,pre-test
2408,141.52,08:36:24,pre-test
2409,141.8,08:36:25,pre-test
2410,142.1,08:36:26,pre-test
2411,142.37,08:36:27,pre-test
2412,142.65,08:36:28,pre-test
2413,142.95,08:36:29,pre-test
2414,143.22,08:36:30,pre-test
2415,143.48,08:36:31,pre-test
2416,143.67,08:36:32,pre-test
2417,143.88,08:36:33,pre-test
2418,143.85,08:36:34,pre-test
2419,143.8,08:36:35,pre-test
2420,143.73,08:36:36,pre-test
2421,143.62,08:36:37,pre-test
2422,143.5,08:36:38,pre-test
2423,143.17,08:36:39,pre-test
2424,142.88,08:36:40,pre-test
2425,142.57,08:36:41,pre-test
2426,142.32,08:36:42,pre-test
2427,141.98,08:36:43,pre-test
2428,141.67,08:36:44,pre-test
2429,141.43,08:36:45,pre-test
2430,141.2,08:36:46,pre-test
2431,140.97,08:36:47,pre-test
2432,140.78,08:36:48,pre-test
2433,140.63,08:36:49,pre-test
2434,140.57,08:36:50,pre-test
2435,140.62,08:36:51,pre-test
2436,140.65,08:36:52,pre-test
2437,140.65,08:36:53,pre-test
2438,140.63,08:36:54,pre-test
2439,140.7,08:36:55,pre-test
2440,140.75,08:36:56,pre-test
2441,140.67,08:36:57,pre-test
2442,140.57,08:36:58,pre-test
2443,140.47,08:36:59,pre-test
2444,140.35,08:37:00,pre-test
2445,140.47,08:37:01,pre-test
2446,140.52,08:37:02,pre-test
2447,140.53,08:37:03,pre-test
2448,140.43,08:37:04,pre-test
2449,140.4,08:37:05,pre-test
2450,140.3,08:37:06,pre-test
2451,140.17,08:37:07,pre-test
2452,139.93,08:37:08,pre-test
2453,139.75,08:37:09,pre-test
2454,139.52,08:37:10,pre-test
2455,139.32,08:37:11,pre-test
2456,139.12,08:37:12,pre-test
2457,138.9,08:37:13,pre-test
2458,138.62,08:37:14,pre-test
2459,138.33,08:37:15,pre-test
2460,137.92,08:37:16,pre-test
2461,137.6,08:37:17,pre-test
2462,137.27,08:37:18,pre-test
2463,136.88,08:37:19,pre-test
2464,136.52,08:37:20,pre-test
2465,136.15,08:37:21,pre-test
2466,135.83,08:37:22,pre-test
2467,135.53,08:37:23,pre-test
2468,135.23,08:37:24,pre-test
2469,134.95,08:37:25,pre-test
2470,134.67,08:37:26,pre-test
2471,134.4,08:37:27,pre-test
2472,134.13,08:37:28,pre-test
2473,133.88,08:37:29,pre-test
2474,133.67,08:37:30,pre-test
2475,133.43,08:37:31,pre-test
2476,133.25,08:37:32,pre-test
2477,133.12,08:37:33,pre-test
2478,133.0,08:37:34,pre-test
2479,132.92,08:37:35,pre-test
2480,132.87,08:37:36,pre-test
2481,132.88,08:37:37,pre-test
2482,133.02,08:37:38,pre-test
2483,133.32,08:37:39,pre-test
2484,133.62,08:37:40,pre-test
2485,133.92,08:37:41,pre-test
2486,134.18,08:37:42,pre-test
2487,134.52,08:37:43,pre-test
2488,134.85,08:37:44,pre-test
2489,135.15,08:37:45,pre-test
2490,135.42,08:37:46,pre-test
2491,135.73,08:37:47,pre-test
2492,136.07,08:37:48,pre-test
2493,136.38,08:37:49,pre-test
2494,136.63,08:37:50,pre-test
2495,136.83,08:37:51,pre-test
2496,137.02,08:37:52,pre-test
2497,137.2,08:37:53,pre-test
2498,137.42,08:37:54,pre-test
2499,137.5,08:37:55,pre-test
2500,137.57,08:37:56,pre-test
2501,137.68,08:37:57,pre-test
2502,137.77,08:37:58,pre-test
2503,137.8,08:37:59,pre-test
2504,137.9,08:38:00,pre-test
2505,137.8,08:38:01,pre-test
2506,137.77,08:38:02,pre-test
2507,137.77,08:38:03,pre-test
2508,137.83,08:38:04,pre-test
2509,137.95,08:38:05,pre-test
2510,138.07,08:38:06,pre-test
2511,138.22,08:38:07,pre-test
2512,138.37,08:38:08,pre-test
2513,138.52,08:38:09,pre-test
2514,138.7,08:38:10,pre-test
2515,138.87,08:38:11,pre-test
2516,139.0,08:38:12,pre-test
2517,139.12,08:38:13,pre-test
2518,139.27,08:38:14,pre-test
2519,139.42,08:38:15,pre-test
2520,139.68,08:38:16,pre-test
2521,139.93,08:38:17,pre-test
2522,140.12,08:38:18,pre-test
2523,140.32,08:38:19,pre-test
2524,140.45,08:38:20,pre-test
2525,140.55,08:38:21,pre-test
2526,140.63,08:38:22,pre-test
2527,140.7,08:38:23,pre-test
2528,140.75,08:38:24,pre-test
2529,140.8,08:38:25,pre-test
2530,140.87,08:38:26,pre-test
2531,140.92,08:38:27,pre-test
2532,140.97,08:38:28,pre-test
2533,141.0,08:38:29,pre-test
2534,141.02,08:38:30,pre-test
2535,140.95,08:38:31,pre-test
2536,140.95,08:38:32,pre-test
2537,140.92,08:38:33,pre-test
2538,140.87,08:38:34,pre-test
2539,140.82,08:38:35,pre-test
2540,140.77,08:38:36,pre-test
2541,140.7,08:38:37,pre-test
2542,140.53,08:38:38,pre-test
2543,140.43,08:38:39,pre-test
2544,140.25,08:38:40,pre-test
2545,140.1,08:38:41,pre-test
2546,139.98,08:38:42,pre-test
2547,139.83,08:38:43,pre-test
2548,139.68,08:38:44,pre-test
2549,139.7,08:38:45,pre-test
2550,139.78,08:38:46,pre-test
2551,139.85,08:38:47,pre-test
2552,139.88,08:38:48,pre-test
2553,139.9,08:38:49,pre-test
2554,139.87,08:38:50,pre-test
2555,139.83,08:38:51,pre-test
2556,139.8,08:38:52,pre-test
2557,139.73,08:38:53,pre-test
2558,139.62,08:38:54,pre-test
2559,139.48,08:38:55,pre-test
2560,139.38,08:38:56,pre-test
2561,139.28,08:38:57,pre-test
2562,139.23,08:38:58,pre-test
2563,139.2,08:38:59,pre-test
2564,139.1,08:39:00,pre-test
2565,139.0,08:39:01,pre-test
2566,138.87,08:39:02,pre-test
2567,138.7,08:39:03,pre-test
2568,138.48,08:39:04,pre-test
2569,138.2,08:39:05,pre-test
2570,137.95,08:39:06,pre-test
2571,137.68,08:39:07,pre-test
2572,137.6,08:39:08,pre-test
2573,137.53,08:39:09,pre-test
2574,137.43,08:39:10,pre-test
2575,137.32,08:39:11,pre-test
2576,137.23,08:39:12,pre-test
2577,137.15,08:39:13,pre-test
2578,137.1,08:39:14,pre-test
2579,137.07,08:39:15,pre-test
2580,137.13,08:39:16,pre-test
2581,137.27,08:39:17,pre-test
2582,137.42,08:39:18,pre-test
2583,137.57,08:39:19,pre-test
2584,137.73,08:39:20,pre-test
2585,137.93,08:39:21,pre-test
2586,138.1,08:39:22,pre-test
2587,138.28,08:39:23,pre-test
2588,138.43,08:39:24,pre-test
2589,138.6,08:39:25,pre-test
2590,138.72,08:39:26,pre-test
2591,138.82,08:39:27,pre-test
2592,138.9,08:39:28,pre-test
2593,139.0,08:39:29,pre-test
2594,139.08,08:39:30,pre-test
2595,139.27,08:39:31,pre-test
2596,139.37,08:39:32,pre-test
2597,139.47,08:39:33,pre-test
2598,139.62,08:39:34,pre-test
2599,139.78,08:39:35,pre-test
2600,139.93,08:39:36,pre-test
2601,140.12,08:39:37,pre-test
2602,140.3,08:39:38,pre-test
2603,140.48,08:39:39,pre-test
2604,140.73,08:39:40,pre-test
2605,140.97,08:39:41,pre-test
2606,141.13,08:39:42,pre-test
2607,141.3,08:39:43,pre-test
2608,141.48,08:39:44,pre-test
2609,141.48,08:39:45,pre-test
2610,141.48,08:39:46,pre-test
2611,141.52,08:39:47,pre-test
2612,141.55,08:39:48,pre-test
2613,141.62,08:39:49,pre-test
2614,141.7,08:39:50,pre-test
2615,141.78,08:39:51,pre-test
2616,141.85,08:39:52,pre-test
2617,141.92,08:39:53,pre-test
2618,141.98,08:39:54,pre-test
2619,142.08,08:39:55,pre-test
2620,142.15,08:39:56,pre-test
2621,142.2,08:39:57,pre-test
2622,142.25,08:39:58,pre-test
2623,142.32,08:39:59,pre-test
2624,142.32,08:40:00,pre-test
2625,142.32,08:40:01,pre-test
2626,142.33,08:40:02,pre-test
2627,142.4,08:40:03,pre-test
2628,142.53,08:40:04,pre-test
2629,142.68,08:40:05,pre-test
2630,142.72,08:40:06,pre-test
2631,142.75,08:40:07,pre-test
2632,142.63,08:40:08,pre-test
2633,142.48,08:40:09,pre-test
2634,142.38,08:40:10,pre-test
2635,142.3,08:40:11,pre-test
2636,142.22,08:40:12,pre-test
2637,142.17,08:40:13,pre-test
2638,142.1,08:40:14,pre-test
2639,142.03,08:40:15,pre-test
2640,141.93,08:40:16,pre-test
2641,141.82,08:40:17,pre-test
2642,141.75,08:40:18,pre-test
2643,141.62,08:40:19,pre-test
