HR,timestamp,period,time_seconds
101.85,08:52:55,pre-test,-300
102.03,08:52:56,pre-test,-299
102.27,08:52:57,pre-test,-298
102.35,08:52:58,pre-test,-297
102.4,08:52:59,pre-test,-296
102.5,08:53:00,pre-test,-295
102.58,08:53:01,pre-test,-294
102.7,08:53:02,pre-test,-293
102.83,08:53:03,pre-test,-292
103.03,08:53:04,pre-test,-291
103.2,08:53:05,pre-test,-290
103.37,08:53:06,pre-test,-289
103.55,08:53:07,pre-test,-288
103.63,08:53:08,pre-test,-287
103.7,08:53:09,pre-test,-286
103.83,08:53:10,pre-test,-285
103.95,08:53:11,pre-test,-284
104.07,08:53:12,pre-test,-283
104.3,08:53:13,pre-test,-282
104.55,08:53:14,pre-test,-281
104.8,08:53:15,pre-test,-280
105.13,08:53:16,pre-test,-279
105.47,08:53:17,pre-test,-278
105.77,08:53:18,pre-test,-277
106.13,08:53:19,pre-test,-276
106.53,08:53:20,pre-test,-275
106.72,08:53:21,pre-test,-274
106.93,08:53:22,pre-test,-273
107.15,08:53:23,pre-test,-272
107.42,08:53:24,pre-test,-271
107.27,08:53:25,pre-test,-270
106.95,08:53:26,pre-test,-269
106.63,08:53:27,pre-test,-268
106.3,08:53:28,pre-test,-267
105.97,08:53:29,pre-test,-266
105.65,08:53:30,pre-test,-265
105.3,08:53:31,pre-test,-264
104.95,08:53:32,pre-test,-263
104.62,08:53:33,pre-test,-262
104.33,08:53:34,pre-test,-261
104.07,08:53:35,pre-test,-260
103.83,08:53:36,pre-test,-259
103.65,08:53:37,pre-test,-258
103.45,08:53:38,pre-test,-257
103.25,08:53:39,pre-test,-256
103.07,08:53:40,pre-test,-255
102.98,08:53:41,pre-test,-254
102.73,08:53:42,pre-test,-253
102.48,08:53:43,pre-test,-252
102.22,08:53:44,pre-test,-251
101.93,08:53:45,pre-test,-250
101.65,08:53:46,pre-test,-249
100.82,08:53:47,pre-test,-248
100.07,08:53:48,pre-test,-247
99.32,08:53:49,pre-test,-246
98.53,08:53:50,pre-test,-245
97.83,08:53:51,pre-test,-244
97.18,08:53:52,pre-test,-243
96.92,08:53:53,pre-test,-242
96.65,08:53:54,pre-test,-241
96.38,08:53:55,pre-test,-240
96.07,08:53:56,pre-test,-239
95.57,08:53:57,pre-test,-238
95.07,08:53:58,pre-test,-237
94.62,08:53:59,pre-test,-236
94.2,08:54:00,pre-test,-235
93.75,08:54:01,pre-test,-234
93.25,08:54:02,pre-test,-233
92.72,08:54:03,pre-test,-232
92.13,08:54:04,pre-test,-231
91.57,08:54:05,pre-test,-230
91.0,08:54:06,pre-test,-229
90.53,08:54:07,pre-test,-228
