HR,timestamp,period,time_seconds
101.55,10:41:46,pre-test,-300
100.85,10:41:47,pre-test,-299
100.2,10:41:48,pre-test,-298
99.52,10:41:49,pre-test,-297
98.85,10:41:50,pre-test,-296
98.3,10:41:51,pre-test,-295
97.73,10:41:52,pre-test,-294
97.15,10:41:53,pre-test,-293
96.67,10:41:54,pre-test,-292
96.12,10:41:55,pre-test,-291
95.55,10:41:56,pre-test,-290
94.98,10:41:57,pre-test,-289
94.43,10:41:58,pre-test,-288
93.9,10:41:59,pre-test,-287
93.32,10:42:00,pre-test,-286
92.77,10:42:01,pre-test,-285
92.23,10:42:02,pre-test,-284
91.72,10:42:03,pre-test,-283
91.45,10:42:04,pre-test,-282
91.15,10:42:05,pre-test,-281
90.8,10:42:06,pre-test,-280
90.37,10:42:07,pre-test,-279
89.93,10:42:08,pre-test,-278
89.33,10:42:09,pre-test,-277
88.78,10:42:10,pre-test,-276
88.23,10:42:11,pre-test,-275
87.98,10:42:12,pre-test,-274
87.77,10:42:13,pre-test,-273
87.55,10:42:14,pre-test,-272
87.32,10:42:15,pre-test,-271
87.1,10:42:16,pre-test,-270
86.87,10:42:17,pre-test,-269
86.62,10:42:18,pre-test,-268
86.3,10:42:19,pre-test,-267
86.05,10:42:20,pre-test,-266
85.82,10:42:21,pre-test,-265
85.58,10:42:22,pre-test,-264
85.47,10:42:23,pre-test,-263
85.42,10:42:24,pre-test,-262
85.33,10:42:25,pre-test,-261
85.28,10:42:26,pre-test,-260
85.25,10:42:27,pre-test,-259
85.23,10:42:28,pre-test,-258
85.13,10:42:29,pre-test,-257
85.03,10:42:30,pre-test,-256
85.05,10:42:31,pre-test,-255
85.05,10:42:32,pre-test,-254
85.13,10:42:33,pre-test,-253
85.08,10:42:34,pre-test,-252
84.98,10:42:35,pre-test,-251
84.97,10:42:36,pre-test,-250
84.83,10:42:37,pre-test,-249
84.63,10:42:38,pre-test,-248
84.43,10:42:39,pre-test,-247
84.23,10:42:40,pre-test,-246
84.0,10:42:41,pre-test,-245
83.73,10:42:42,pre-test,-244
83.48,10:42:43,pre-test,-243
83.15,10:42:44,pre-test,-242
82.82,10:42:45,pre-test,-241
82.5,10:42:46,pre-test,-240
82.22,10:42:47,pre-test,-239
81.93,10:42:48,pre-test,-238
81.63,10:42:49,pre-test,-237
81.3,10:42:50,pre-test,-236
80.92,10:42:51,pre-test,-235
80.55,10:42:52,pre-test,-234
80.23,10:42:53,pre-test,-233
79.82,10:42:54,pre-test,-232
79.45,10:42:55,pre-test,-231
79.07,10:42:56,pre-test,-230
78.68,10:42:57,pre-test,-229
78.3,10:42:58,pre-test,-228
77.6,10:42:59,pre-test,-227
76.93,10:43:00,pre-test,-226
76.23,10:43:01,pre-test,-225
77.15,10:43:02,pre-test,-224
76.5,10:43:03,pre-test,-223
75.83,10:43:04,pre-test,-222
75.4,10:43:05,pre-test,-221
75.02,10:43:06,pre-test,-220
74.78,10:43:07,pre-test,-219
74.6,10:43:08,pre-test,-218
74.03,10:43:09,pre-test,-217
73.78,10:43:10,pre-test,-216
73.5,10:43:11,pre-test,-215
73.5,10:43:12,pre-test,-214
73.62,10:43:13,pre-test,-213
73.43,10:43:14,pre-test,-212
74.05,10:43:15,pre-test,-211
73.83,10:43:16,pre-test,-210
74.75,10:43:17,pre-test,-209
74.62,10:43:18,pre-test,-208
75.55,10:43:19,pre-test,-207
75.9,10:43:20,pre-test,-206
76.23,10:43:21,pre-test,-205
76.53,10:43:22,pre-test,-204
76.83,10:43:23,pre-test,-203
76.42,10:43:24,pre-test,-202
77.47,10:43:25,pre-test,-201
77.65,10:43:26,pre-test,-200
78.75,10:43:27,pre-test,-199
78.9,10:43:28,pre-test,-198
79.92,10:43:29,pre-test,-197
80.07,10:43:30,pre-test,-196
80.17,10:43:31,pre-test,-195
80.13,10:43:32,pre-test,-194
80.9,10:43:33,pre-test,-193
80.92,10:43:34,pre-test,-192
81.77,10:43:35,pre-test,-191
81.77,10:43:36,pre-test,-190
82.52,10:43:37,pre-test,-189
82.57,10:43:38,pre-test,-188
