,HR,timestamp,period,time_seconds
0,49.0,07:55:35,pre-test,0
1,53.0,07:55:36,pre-test,1
2,56.67,07:55:37,pre-test,2
3,57.75,07:55:38,pre-test,3
4,58.8,07:55:39,pre-test,4
5,58.17,07:55:40,pre-test,5
6,65.57,07:55:41,pre-test,6
7,72.0,07:55:42,pre-test,7
8,77.33,07:55:43,pre-test,8
9,81.6,07:55:44,pre-test,9
10,85.0,07:55:45,pre-test,10
11,87.83,07:55:46,pre-test,11
12,90.0,07:55:47,pre-test,12
13,92.0,07:55:48,pre-test,13
14,93.2,07:55:49,pre-test,14
15,94.38,07:55:50,pre-test,15
16,95.0,07:55:51,pre-test,16
17,95.56,07:55:52,pre-test,17
18,96.05,07:55:53,pre-test,18
19,96.5,07:55:54,pre-test,19
20,97.0,07:55:55,pre-test,20
21,97.45,07:55:56,pre-test,21
22,97.83,07:55:57,pre-test,22
23,98.21,07:55:58,pre-test,23
24,98.56,07:55:59,pre-test,24
25,98.85,07:56:00,pre-test,25
26,98.96,07:56:01,pre-test,26
27,99.14,07:56:02,pre-test,27
28,99.31,07:56:03,pre-test,28
29,99.5,07:56:04,pre-test,29
30,99.74,07:56:05,pre-test,30
31,99.94,07:56:06,pre-test,31
32,100.15,07:56:07,pre-test,32
33,100.35,07:56:08,pre-test,33
34,100.57,07:56:09,pre-test,34
35,100.78,07:56:10,pre-test,35
36,100.97,07:56:11,pre-test,36
37,101.18,07:56:12,pre-test,37
38,101.38,07:56:13,pre-test,38
39,101.57,07:56:14,pre-test,39
40,101.76,07:56:15,pre-test,40
41,101.93,07:56:16,pre-test,41
42,102.09,07:56:17,pre-test,42
43,102.23,07:56:18,pre-test,43
44,102.42,07:56:19,pre-test,44
45,102.59,07:56:20,pre-test,45
46,102.74,07:56:21,pre-test,46
47,102.96,07:56:22,pre-test,47
48,103.12,07:56:23,pre-test,48
49,103.26,07:56:24,pre-test,49
50,103.39,07:56:25,pre-test,50
51,103.5,07:56:26,pre-test,51
52,103.57,07:56:27,pre-test,52
53,103.59,07:56:28,pre-test,53
54,103.56,07:56:29,pre-test,54
55,103.57,07:56:30,pre-test,55
56,103.56,07:56:31,pre-test,56
57,103.55,07:56:32,pre-test,57
58,103.53,07:56:33,pre-test,58
59,103.5,07:56:34,pre-test,59
60,104.37,07:56:35,pre-test,60
61,105.07,07:56:36,pre-test,61
62,105.63,07:56:37,pre-test,62
63,106.25,07:56:38,pre-test,63
64,106.82,07:56:39,pre-test,64
65,107.52,07:56:40,pre-test,65
66,107.33,07:56:41,pre-test,66
67,107.02,07:56:42,pre-test,67
68,106.63,07:56:43,pre-test,68
69,106.27,07:56:44,pre-test,69
70,105.95,07:56:45,pre-test,70
71,105.63,07:56:46,pre-test,71
72,105.42,07:56:47,pre-test,72
73,105.18,07:56:48,pre-test,73
74,105.05,07:56:49,pre-test,74
75,104.9,07:56:50,pre-test,75
76,104.9,07:56:51,pre-test,76
77,104.85,07:56:52,pre-test,77
78,104.78,07:56:53,pre-test,78
79,104.73,07:56:54,pre-test,79
80,104.65,07:56:55,pre-test,80
81,104.55,07:56:56,pre-test,81
82,104.42,07:56:57,pre-test,82
83,104.35,07:56:58,pre-test,83
84,104.27,07:56:59,pre-test,84
85,104.22,07:57:00,pre-test,85
86,104.22,07:57:01,pre-test,86
87,104.2,07:57:02,pre-test,87
88,104.18,07:57:03,pre-test,88
89,104.15,07:57:04,pre-test,89
90,104.1,07:57:05,pre-test,90
91,104.03,07:57:06,pre-test,91
92,103.93,07:57:07,pre-test,92
93,103.87,07:57:08,pre-test,93
94,103.78,07:57:09,pre-test,94
95,103.73,07:57:10,pre-test,95
96,103.83,07:57:11,pre-test,96
97,103.98,07:57:12,pre-test,97
98,104.15,07:57:13,pre-test,98
99,104.3,07:57:14,pre-test,99
100,104.43,07:57:15,pre-test,100
101,104.7,07:57:16,pre-test,101
102,104.9,07:57:17,pre-test,102
103,105.12,07:57:18,pre-test,103
104,105.28,07:57:19,pre-test,104
105,105.45,07:57:20,pre-test,105
106,105.62,07:57:21,pre-test,106
107,105.73,07:57:22,pre-test,107
108,105.98,07:57:23,pre-test,108
109,106.28,07:57:24,pre-test,109
110,106.73,07:57:25,pre-test,110
111,107.22,07:57:26,pre-test,111
112,107.75,07:57:27,pre-test,112
113,108.32,07:57:28,pre-test,113
114,108.95,07:57:29,pre-test,114
115,109.52,07:57:30,pre-test,115
116,110.1,07:57:31,pre-test,116
117,110.65,07:57:32,pre-test,117
118,111.37,07:57:33,pre-test,118
119,112.05,07:57:34,pre-test,119
