TEMP,timestamp,period,time_seconds
21.13,10:40:01,pre-test,-300.0
21.13,10:40:01,pre-test,-299.75
21.13,10:40:01,pre-test,-299.5
21.13,10:40:01,pre-test,-299.25
21.39,10:40:02,pre-test,-299.0
21.39,10:40:02,pre-test,-298.75
21.39,10:40:02,pre-test,-298.5
21.39,10:40:02,pre-test,-298.25
21.51,10:40:03,pre-test,-298.0
21.51,10:40:03,pre-test,-297.75
21.51,10:40:03,pre-test,-297.5
21.51,10:40:03,pre-test,-297.25
21.19,10:40:04,pre-test,-297.0
21.19,10:40:04,pre-test,-296.75
21.19,10:40:04,pre-test,-296.5
21.19,10:40:04,pre-test,-296.25
21.15,10:40:05,pre-test,-296.0
21.15,10:40:05,pre-test,-295.75
21.15,10:40:05,pre-test,-295.5
21.15,10:40:05,pre-test,-295.25
21.05,10:40:06,pre-test,-295.0
21.05,10:40:06,pre-test,-294.75
21.05,10:40:06,pre-test,-294.5
21.05,10:40:06,pre-test,-294.25
21.07,10:40:07,pre-test,-294.0
21.07,10:40:07,pre-test,-293.75
21.07,10:40:07,pre-test,-293.5
21.07,10:40:07,pre-test,-293.25
21.05,10:40:08,pre-test,-293.0
21.05,10:40:08,pre-test,-292.75
21.05,10:40:08,pre-test,-292.5
21.05,10:40:08,pre-test,-292.25
21.09,10:40:09,pre-test,-292.0
21.09,10:40:09,pre-test,-291.75
21.09,10:40:09,pre-test,-291.5
21.09,10:40:09,pre-test,-291.25
21.05,10:40:10,pre-test,-291.0
21.05,10:40:10,pre-test,-290.75
21.05,10:40:10,pre-test,-290.5
21.05,10:40:10,pre-test,-290.25
21.03,10:40:11,pre-test,-290.0
21.03,10:40:11,pre-test,-289.75
21.03,10:40:11,pre-test,-289.5
21.03,10:40:11,pre-test,-289.25
21.07,10:40:12,pre-test,-289.0
21.07,10:40:12,pre-test,-288.75
21.07,10:40:12,pre-test,-288.5
21.07,10:40:12,pre-test,-288.25
21.11,10:40:13,pre-test,-288.0
21.11,10:40:13,pre-test,-287.75
21.11,10:40:13,pre-test,-287.5
21.11,10:40:13,pre-test,-287.25
21.09,10:40:14,pre-test,-287.0
21.09,10:40:14,pre-test,-286.75
21.09,10:40:14,pre-test,-286.5
21.09,10:40:14,pre-test,-286.25
21.09,10:40:15,pre-test,-286.0
21.09,10:40:15,pre-test,-285.75
21.09,10:40:15,pre-test,-285.5
21.09,10:40:15,pre-test,-285.25
21.09,10:40:16,pre-test,-285.0
21.09,10:40:16,pre-test,-284.75
21.09,10:40:16,pre-test,-284.5
21.09,10:40:16,pre-test,-284.25
21.09,10:40:17,pre-test,-284.0
21.09,10:40:17,pre-test,-283.75
21.09,10:40:17,pre-test,-283.5
21.09,10:40:17,pre-test,-283.25
21.09,10:40:18,pre-test,-283.0
21.09,10:40:18,pre-test,-282.75
21.09,10:40:18,pre-test,-282.5
21.09,10:40:18,pre-test,-282.25
21.07,10:40:19,pre-test,-282.0
21.07,10:40:19,pre-test,-281.75
21.07,10:40:19,pre-test,-281.5
21.07,10:40:19,pre-test,-281.25
21.09,10:40:20,pre-test,-281.0
21.09,10:40:20,pre-test,-280.75
21.09,10:40:20,pre-test,-280.5
21.09,10:40:20,pre-test,-280.25
21.11,10:40:21,pre-test,-280.0
21.11,10:40:21,pre-test,-279.75
21.11,10:40:21,pre-test,-279.5
21.11,10:40:21,pre-test,-279.25
21.11,10:40:22,pre-test,-279.0
21.11,10:40:22,pre-test,-278.75
21.11,10:40:22,pre-test,-278.5
21.11,10:40:22,pre-test,-278.25
21.09,10:40:23,pre-test,-278.0
21.09,10:40:23,pre-test,-277.75
21.09,10:40:23,pre-test,-277.5
21.09,10:40:23,pre-test,-277.25
