HR,timestamp,period,time_seconds
112.58,10:48:01,pre-test,-300
112.28,10:48:02,pre-test,-299
112.02,10:48:03,pre-test,-298
111.73,10:48:04,pre-test,-297
111.45,10:48:05,pre-test,-296
111.85,10:48:06,pre-test,-295
112.3,10:48:07,pre-test,-294
112.77,10:48:08,pre-test,-293
113.28,10:48:09,pre-test,-292
113.77,10:48:10,pre-test,-291
114.25,10:48:11,pre-test,-290
114.68,10:48:12,pre-test,-289
115.1,10:48:13,pre-test,-288
115.5,10:48:14,pre-test,-287
115.97,10:48:15,pre-test,-286
116.38,10:48:16,pre-test,-285
116.38,10:48:17,pre-test,-284
115.97,10:48:18,pre-test,-283
115.47,10:48:19,pre-test,-282
115.32,10:48:20,pre-test,-281
115.2,10:48:21,pre-test,-280
114.68,10:48:22,pre-test,-279
115.0,10:48:23,pre-test,-278
115.3,10:48:24,pre-test,-277
115.63,10:48:25,pre-test,-276
115.93,10:48:26,pre-test,-275
116.23,10:48:27,pre-test,-274
116.55,10:48:28,pre-test,-273
116.88,10:48:29,pre-test,-272
116.52,10:48:30,pre-test,-271
116.07,10:48:31,pre-test,-270
116.15,10:48:32,pre-test,-269
116.3,10:48:33,pre-test,-268
116.45,10:48:34,pre-test,-267
116.57,10:48:35,pre-test,-266
116.72,10:48:36,pre-test,-265
116.88,10:48:37,pre-test,-264
117.08,10:48:38,pre-test,-263
117.27,10:48:39,pre-test,-262
117.5,10:48:40,pre-test,-261
117.7,10:48:41,pre-test,-260
117.88,10:48:42,pre-test,-259
118.1,10:48:43,pre-test,-258
118.33,10:48:44,pre-test,-257
118.62,10:48:45,pre-test,-256
118.77,10:48:46,pre-test,-255
118.8,10:48:47,pre-test,-254
118.75,10:48:48,pre-test,-253
118.33,10:48:49,pre-test,-252
117.93,10:48:50,pre-test,-251
117.53,10:48:51,pre-test,-250
117.15,10:48:52,pre-test,-249
116.77,10:48:53,pre-test,-248
116.35,10:48:54,pre-test,-247
115.98,10:48:55,pre-test,-246
115.62,10:48:56,pre-test,-245
115.48,10:48:57,pre-test,-244
115.38,10:48:58,pre-test,-243
115.3,10:48:59,pre-test,-242
115.28,10:49:00,pre-test,-241
115.28,10:49:01,pre-test,-240
115.27,10:49:02,pre-test,-239
115.22,10:49:03,pre-test,-238
115.1,10:49:04,pre-test,-237
114.98,10:49:05,pre-test,-236
114.88,10:49:06,pre-test,-235
114.77,10:49:07,pre-test,-234
114.6,10:49:08,pre-test,-233
114.43,10:49:09,pre-test,-232
114.12,10:49:10,pre-test,-231
113.77,10:49:11,pre-test,-230
113.4,10:49:12,pre-test,-229
113.0,10:49:13,pre-test,-228
112.62,10:49:14,pre-test,-227
112.25,10:49:15,pre-test,-226
111.93,10:49:16,pre-test,-225
111.77,10:49:17,pre-test,-224
111.62,10:49:18,pre-test,-223
111.58,10:49:19,pre-test,-222
111.6,10:49:20,pre-test,-221
111.63,10:49:21,pre-test,-220
111.68,10:49:22,pre-test,-219
111.75,10:49:23,pre-test,-218
111.85,10:49:24,pre-test,-217
111.98,10:49:25,pre-test,-216
112.15,10:49:26,pre-test,-215
112.32,10:49:27,pre-test,-214
112.45,10:49:28,pre-test,-213
112.55,10:49:29,pre-test,-212
112.62,10:49:30,pre-test,-211
112.68,10:49:31,pre-test,-210
112.72,10:49:32,pre-test,-209
112.7,10:49:33,pre-test,-208
112.7,10:49:34,pre-test,-207
112.73,10:49:35,pre-test,-206
112.77,10:49:36,pre-test,-205
112.85,10:49:37,pre-test,-204
112.95,10:49:38,pre-test,-203
113.08,10:49:39,pre-test,-202
113.17,10:49:40,pre-test,-201
113.32,10:49:41,pre-test,-200
113.48,10:49:42,pre-test,-199
113.62,10:49:43,pre-test,-198
113.7,10:49:44,pre-test,-197
113.72,10:49:45,pre-test,-196
113.68,10:49:46,pre-test,-195
113.62,10:49:47,pre-test,-194
113.58,10:49:48,pre-test,-193
113.48,10:49:49,pre-test,-192
113.42,10:49:50,pre-test,-191
113.32,10:49:51,pre-test,-190
113.2,10:49:52,pre-test,-189
113.08,10:49:53,pre-test,-188
112.97,10:49:54,pre-test,-187
112.88,10:49:55,pre-test,-186
112.7,10:49:56,pre-test,-185
112.5,10:49:57,pre-test,-184
112.53,10:49:58,pre-test,-183
112.6,10:49:59,pre-test,-182
112.6,10:50:00,pre-test,-181
112.62,10:50:01,pre-test,-180
112.65,10:50:02,pre-test,-179
112.73,10:50:03,pre-test,-178
112.9,10:50:04,pre-test,-177
113.07,10:50:05,pre-test,-176
113.25,10:50:06,pre-test,-175
113.45,10:50:07,pre-test,-174
113.73,10:50:08,pre-test,-173
114.0,10:50:09,pre-test,-172
114.23,10:50:10,pre-test,-171
114.47,10:50:11,pre-test,-170
114.7,10:50:12,pre-test,-169
115.12,10:50:13,pre-test,-168
115.62,10:50:14,pre-test,-167
116.1,10:50:15,pre-test,-166
116.6,10:50:16,pre-test,-165
117.1,10:50:17,pre-test,-164
117.6,10:50:18,pre-test,-163
118.07,10:50:19,pre-test,-162
118.53,10:50:20,pre-test,-161
118.97,10:50:21,pre-test,-160
119.37,10:50:22,pre-test,-159
119.8,10:50:23,pre-test,-158
120.2,10:50:24,pre-test,-157
120.62,10:50:25,pre-test,-156
121.03,10:50:26,pre-test,-155
121.48,10:50:27,pre-test,-154
122.0,10:50:28,pre-test,-153
122.53,10:50:29,pre-test,-152
123.08,10:50:30,pre-test,-151
123.4,10:50:31,pre-test,-150
123.72,10:50:32,pre-test,-149
124.08,10:50:33,pre-test,-148
124.38,10:50:34,pre-test,-147
124.68,10:50:35,pre-test,-146
125.0,10:50:36,pre-test,-145
125.27,10:50:37,pre-test,-144
125.5,10:50:38,pre-test,-143
125.72,10:50:39,pre-test,-142
126.0,10:50:40,pre-test,-141
126.28,10:50:41,pre-test,-140
126.53,10:50:42,pre-test,-139
126.8,10:50:43,pre-test,-138
126.93,10:50:44,pre-test,-137
127.1,10:50:45,pre-test,-136
127.27,10:50:46,pre-test,-135
127.43,10:50:47,pre-test,-134
127.62,10:50:48,pre-test,-133
127.87,10:50:49,pre-test,-132
128.08,10:50:50,pre-test,-131
128.33,10:50:51,pre-test,-130
128.62,10:50:52,pre-test,-129
128.9,10:50:53,pre-test,-128
129.2,10:50:54,pre-test,-127
129.47,10:50:55,pre-test,-126
129.83,10:50:56,pre-test,-125
130.17,10:50:57,pre-test,-124
130.25,10:50:58,pre-test,-123
130.33,10:50:59,pre-test,-122
130.42,10:51:00,pre-test,-121
130.5,10:51:01,pre-test,-120
130.58,10:51:02,pre-test,-119
130.6,10:51:03,pre-test,-118
130.65,10:51:04,pre-test,-117
130.75,10:51:05,pre-test,-116
130.83,10:51:06,pre-test,-115
130.93,10:51:07,pre-test,-114
130.98,10:51:08,pre-test,-113
131.05,10:51:09,pre-test,-112
131.13,10:51:10,pre-test,-111
131.25,10:51:11,pre-test,-110
131.38,10:51:12,pre-test,-109
131.38,10:51:13,pre-test,-108
131.28,10:51:14,pre-test,-107
131.2,10:51:15,pre-test,-106
131.08,10:51:16,pre-test,-105
130.93,10:51:17,pre-test,-104
130.77,10:51:18,pre-test,-103
130.58,10:51:19,pre-test,-102
130.33,10:51:20,pre-test,-101
130.07,10:51:21,pre-test,-100
129.82,10:51:22,pre-test,-99
129.53,10:51:23,pre-test,-98
129.27,10:51:24,pre-test,-97
128.98,10:51:25,pre-test,-96
128.72,10:51:26,pre-test,-95
128.45,10:51:27,pre-test,-94
128.1,10:51:28,pre-test,-93
127.77,10:51:29,pre-test,-92
127.47,10:51:30,pre-test,-91
127.4,10:51:31,pre-test,-90
127.35,10:51:32,pre-test,-89
127.22,10:51:33,pre-test,-88
127.13,10:51:34,pre-test,-87
127.05,10:51:35,pre-test,-86
126.97,10:51:36,pre-test,-85
126.88,10:51:37,pre-test,-84
126.78,10:51:38,pre-test,-83
126.73,10:51:39,pre-test,-82
126.62,10:51:40,pre-test,-81
126.58,10:51:41,pre-test,-80
126.57,10:51:42,pre-test,-79
126.58,10:51:43,pre-test,-78
126.78,10:51:44,pre-test,-77
126.97,10:51:45,pre-test,-76
127.15,10:51:46,pre-test,-75
127.32,10:51:47,pre-test,-74
127.47,10:51:48,pre-test,-73
127.57,10:51:49,pre-test,-72
127.65,10:51:50,pre-test,-71
127.72,10:51:51,pre-test,-70
127.72,10:51:52,pre-test,-69
127.72,10:51:53,pre-test,-68
127.67,10:51:54,pre-test,-67
127.58,10:51:55,pre-test,-66
127.5,10:51:56,pre-test,-65
127.3,10:51:57,pre-test,-64
127.05,10:51:58,pre-test,-63
126.83,10:51:59,pre-test,-62
126.6,10:52:00,pre-test,-61
126.35,10:52:01,pre-test,-60
126.45,10:52:02,pre-test,-59
126.58,10:52:03,pre-test,-58
126.65,10:52:04,pre-test,-57
126.68,10:52:05,pre-test,-56
126.68,10:52:06,pre-test,-55
126.63,10:52:07,pre-test,-54
126.55,10:52:08,pre-test,-53
126.23,10:52:09,pre-test,-52
125.83,10:52:10,pre-test,-51
125.42,10:52:11,pre-test,-50
124.95,10:52:12,pre-test,-49
124.48,10:52:13,pre-test,-48
124.02,10:52:14,pre-test,-47
123.52,10:52:15,pre-test,-46
