HR,timestamp,period,time_seconds
136.02,08:33:19,pre-test,-300
135.78,08:33:20,pre-test,-299
135.7,08:33:21,pre-test,-298
134.48,08:33:22,pre-test,-297
134.72,08:33:23,pre-test,-296
133.42,08:33:24,pre-test,-295
133.3,08:33:25,pre-test,-294
133.17,08:33:26,pre-test,-293
133.43,08:33:27,pre-test,-292
132.13,08:33:28,pre-test,-291
132.37,08:33:29,pre-test,-290
131.13,08:33:30,pre-test,-289
131.27,08:33:31,pre-test,-288
130.0,08:33:32,pre-test,-287
129.08,08:33:33,pre-test,-286
128.12,08:33:34,pre-test,-285
127.18,08:33:35,pre-test,-284
126.25,08:33:36,pre-test,-283
126.15,08:33:37,pre-test,-282
124.85,08:33:38,pre-test,-281
125.1,08:33:39,pre-test,-280
123.73,08:33:40,pre-test,-279
123.67,08:33:41,pre-test,-278
122.22,08:33:42,pre-test,-277
122.42,08:33:43,pre-test,-276
121.17,08:33:44,pre-test,-275
118.88,08:33:45,pre-test,-274
118.8,08:33:46,pre-test,-273
117.7,08:33:47,pre-test,-272
116.63,08:33:48,pre-test,-271
116.55,08:33:49,pre-test,-270
115.63,08:33:50,pre-test,-269
115.5,08:33:51,pre-test,-268
114.62,08:33:52,pre-test,-267
114.5,08:33:53,pre-test,-266
113.63,08:33:54,pre-test,-265
111.63,08:33:55,pre-test,-264
109.82,08:33:56,pre-test,-263
107.95,08:33:57,pre-test,-262
106.1,08:33:58,pre-test,-261
104.3,08:33:59,pre-test,-260
104.0,08:34:00,pre-test,-259
103.7,08:34:01,pre-test,-258
101.8,08:34:02,pre-test,-257
99.82,08:34:03,pre-test,-256
98.1,08:34:04,pre-test,-255
98.08,08:34:05,pre-test,-254
96.17,08:34:06,pre-test,-253
94.33,08:34:07,pre-test,-252
93.78,08:34:08,pre-test,-251
93.85,08:34:09,pre-test,-250
93.37,08:34:10,pre-test,-249
91.53,08:34:11,pre-test,-248
89.68,08:34:12,pre-test,-247
89.17,08:34:13,pre-test,-246
90.15,08:34:14,pre-test,-245
89.78,08:34:15,pre-test,-244
89.28,08:34:16,pre-test,-243
89.38,08:34:17,pre-test,-242
90.25,08:34:18,pre-test,-241
91.18,08:34:19,pre-test,-240
91.68,08:34:20,pre-test,-239
92.2,08:34:21,pre-test,-238
92.65,08:34:22,pre-test,-237
93.12,08:34:23,pre-test,-236
93.47,08:34:24,pre-test,-235
93.73,08:34:25,pre-test,-234
93.92,08:34:26,pre-test,-233
94.08,08:34:27,pre-test,-232
94.28,08:34:28,pre-test,-231
94.43,08:34:29,pre-test,-230
94.53,08:34:30,pre-test,-229
94.68,08:34:31,pre-test,-228
94.88,08:34:32,pre-test,-227
95.12,08:34:33,pre-test,-226
95.4,08:34:34,pre-test,-225
95.68,08:34:35,pre-test,-224
95.98,08:34:36,pre-test,-223
96.27,08:34:37,pre-test,-222
96.45,08:34:38,pre-test,-221
96.6,08:34:39,pre-test,-220
96.82,08:34:40,pre-test,-219
97.05,08:34:41,pre-test,-218
97.42,08:34:42,pre-test,-217
97.73,08:34:43,pre-test,-216
98.08,08:34:44,pre-test,-215
98.4,08:34:45,pre-test,-214
98.6,08:34:46,pre-test,-213
98.9,08:34:47,pre-test,-212
99.18,08:34:48,pre-test,-211
99.42,08:34:49,pre-test,-210
99.63,08:34:50,pre-test,-209
99.88,08:34:51,pre-test,-208
100.13,08:34:52,pre-test,-207
100.35,08:34:53,pre-test,-206
100.55,08:34:54,pre-test,-205
100.6,08:34:55,pre-test,-204
100.47,08:34:56,pre-test,-203
100.32,08:34:57,pre-test,-202
100.13,08:34:58,pre-test,-201
99.97,08:34:59,pre-test,-200
99.8,08:35:00,pre-test,-199
99.55,08:35:01,pre-test,-198
99.35,08:35:02,pre-test,-197
99.25,08:35:03,pre-test,-196
99.08,08:35:04,pre-test,-195
98.93,08:35:05,pre-test,-194
98.83,08:35:06,pre-test,-193
98.72,08:35:07,pre-test,-192
98.55,08:35:08,pre-test,-191
98.37,08:35:09,pre-test,-190
98.2,08:35:10,pre-test,-189
98.02,08:35:11,pre-test,-188
97.88,08:35:12,pre-test,-187
97.72,08:35:13,pre-test,-186
97.48,08:35:14,pre-test,-185
97.27,08:35:15,pre-test,-184
97.1,08:35:16,pre-test,-183
96.85,08:35:17,pre-test,-182
96.58,08:35:18,pre-test,-181
96.28,08:35:19,pre-test,-180
95.92,08:35:20,pre-test,-179
95.52,08:35:21,pre-test,-178
95.18,08:35:22,pre-test,-177
94.9,08:35:23,pre-test,-176
94.72,08:35:24,pre-test,-175
94.57,08:35:25,pre-test,-174
94.5,08:35:26,pre-test,-173
94.43,08:35:27,pre-test,-172
94.47,08:35:28,pre-test,-171
94.52,08:35:29,pre-test,-170
94.52,08:35:30,pre-test,-169
94.45,08:35:31,pre-test,-168
94.42,08:35:32,pre-test,-167
94.33,08:35:33,pre-test,-166
94.22,08:35:34,pre-test,-165
94.15,08:35:35,pre-test,-164
94.1,08:35:36,pre-test,-163
94.15,08:35:37,pre-test,-162
94.38,08:35:38,pre-test,-161
94.28,08:35:39,pre-test,-160
94.15,08:35:40,pre-test,-159
94.07,08:35:41,pre-test,-158
93.92,08:35:42,pre-test,-157
93.77,08:35:43,pre-test,-156
93.62,08:35:44,pre-test,-155
93.38,08:35:45,pre-test,-154
93.15,08:35:46,pre-test,-153
92.87,08:35:47,pre-test,-152
92.58,08:35:48,pre-test,-151
92.28,08:35:49,pre-test,-150
92.1,08:35:50,pre-test,-149
91.9,08:35:51,pre-test,-148
91.7,08:35:52,pre-test,-147
91.52,08:35:53,pre-test,-146
91.28,08:35:54,pre-test,-145
91.05,08:35:55,pre-test,-144
90.88,08:35:56,pre-test,-143
90.7,08:35:57,pre-test,-142
90.58,08:35:58,pre-test,-141
90.45,08:35:59,pre-test,-140
90.33,08:36:00,pre-test,-139
90.3,08:36:01,pre-test,-138
90.27,08:36:02,pre-test,-137
90.17,08:36:03,pre-test,-136
90.0,08:36:04,pre-test,-135
89.83,08:36:05,pre-test,-134
89.62,08:36:06,pre-test,-133
89.37,08:36:07,pre-test,-132
89.1,08:36:08,pre-test,-131
88.78,08:36:09,pre-test,-130
88.52,08:36:10,pre-test,-129
88.28,08:36:11,pre-test,-128
88.03,08:36:12,pre-test,-127
87.77,08:36:13,pre-test,-126
87.53,08:36:14,pre-test,-125
87.27,08:36:15,pre-test,-124
86.95,08:36:16,pre-test,-123
86.72,08:36:17,pre-test,-122
86.43,08:36:18,pre-test,-121
86.17,08:36:19,pre-test,-120
85.93,08:36:20,pre-test,-119
85.65,08:36:21,pre-test,-118
85.33,08:36:22,pre-test,-117
85.02,08:36:23,pre-test,-116
84.7,08:36:24,pre-test,-115
84.42,08:36:25,pre-test,-114
84.15,08:36:26,pre-test,-113
83.88,08:36:27,pre-test,-112
83.48,08:36:28,pre-test,-111
83.08,08:36:29,pre-test,-110
82.6,08:36:30,pre-test,-109
82.17,08:36:31,pre-test,-108
81.68,08:36:32,pre-test,-107
81.22,08:36:33,pre-test,-106
80.75,08:36:34,pre-test,-105
80.27,08:36:35,pre-test,-104
79.78,08:36:36,pre-test,-103
79.3,08:36:37,pre-test,-102
78.73,08:36:38,pre-test,-101
78.52,08:36:39,pre-test,-100
78.33,08:36:40,pre-test,-99
78.15,08:36:41,pre-test,-98
78.0,08:36:42,pre-test,-97
77.82,08:36:43,pre-test,-96
77.63,08:36:44,pre-test,-95
77.55,08:36:45,pre-test,-94
77.52,08:36:46,pre-test,-93
77.57,08:36:47,pre-test,-92
77.62,08:36:48,pre-test,-91
77.68,08:36:49,pre-test,-90
77.68,08:36:50,pre-test,-89
77.68,08:36:51,pre-test,-88
77.65,08:36:52,pre-test,-87
77.6,08:36:53,pre-test,-86
77.55,08:36:54,pre-test,-85
77.47,08:36:55,pre-test,-84
77.38,08:36:56,pre-test,-83
77.3,08:36:57,pre-test,-82
77.18,08:36:58,pre-test,-81
77.07,08:36:59,pre-test,-80
76.92,08:37:00,pre-test,-79
76.83,08:37:01,pre-test,-78
76.73,08:37:02,pre-test,-77
76.67,08:37:03,pre-test,-76
76.7,08:37:04,pre-test,-75
76.77,08:37:05,pre-test,-74
76.85,08:37:06,pre-test,-73
76.98,08:37:07,pre-test,-72
77.15,08:37:08,pre-test,-71
77.32,08:37:09,pre-test,-70
77.43,08:37:10,pre-test,-69
77.55,08:37:11,pre-test,-68
77.67,08:37:12,pre-test,-67
77.8,08:37:13,pre-test,-66
77.9,08:37:14,pre-test,-65
78.03,08:37:15,pre-test,-64
78.15,08:37:16,pre-test,-63
78.23,08:37:17,pre-test,-62
78.33,08:37:18,pre-test,-61
78.38,08:37:19,pre-test,-60
78.43,08:37:20,pre-test,-59
78.58,08:37:21,pre-test,-58
78.72,08:37:22,pre-test,-57
78.85,08:37:23,pre-test,-56
78.98,08:37:24,pre-test,-55
79.15,08:37:25,pre-test,-54
79.32,08:37:26,pre-test,-53
79.48,08:37:27,pre-test,-52
79.73,08:37:28,pre-test,-51
79.93,08:37:29,pre-test,-50
80.23,08:37:30,pre-test,-49
80.52,08:37:31,pre-test,-48
80.78,08:37:32,pre-test,-47
81.07,08:37:33,pre-test,-46
81.37,08:37:34,pre-test,-45
81.68,08:37:35,pre-test,-44
82.0,08:37:36,pre-test,-43
82.3,08:37:37,pre-test,-42
82.55,08:37:38,pre-test,-41
82.78,08:37:39,pre-test,-40
83.0,08:37:40,pre-test,-39
83.22,08:37:41,pre-test,-38
83.38,08:37:42,pre-test,-37
83.53,08:37:43,pre-test,-36
83.67,08:37:44,pre-test,-35
83.8,08:37:45,pre-test,-34
83.9,08:37:46,pre-test,-33
83.93,08:37:47,pre-test,-32
83.95,08:37:48,pre-test,-31
83.88,08:37:49,pre-test,-30
83.83,08:37:50,pre-test,-29
83.75,08:37:51,pre-test,-28
83.7,08:37:52,pre-test,-27
83.67,08:37:53,pre-test,-26
83.65,08:37:54,pre-test,-25
83.62,08:37:55,pre-test,-24
83.57,08:37:56,pre-test,-23
83.5,08:37:57,pre-test,-22
83.45,08:37:58,pre-test,-21
83.37,08:37:59,pre-test,-20
83.33,08:38:00,pre-test,-19
83.27,08:38:01,pre-test,-18
83.18,08:38:02,pre-test,-17
83.05,08:38:03,pre-test,-16
82.88,08:38:04,pre-test,-15
82.72,08:38:05,pre-test,-14
82.53,08:38:06,pre-test,-13
82.37,08:38:07,pre-test,-12
82.18,08:38:08,pre-test,-11
82.0,08:38:09,pre-test,-10
81.85,08:38:10,pre-test,-9
81.75,08:38:11,pre-test,-8
81.63,08:38:12,pre-test,-7
81.53,08:38:13,pre-test,-6
81.47,08:38:14,pre-test,-5
81.4,08:38:15,pre-test,-4
81.45,08:38:16,pre-test,-3
81.48,08:38:17,pre-test,-2
81.5,08:38:18,pre-test,-1
81.58,08:38:19,in-test,0
81.62,08:38:20,in-test,1
81.65,08:38:21,in-test,2
81.65,08:38:22,in-test,3
81.58,08:38:23,in-test,4
81.5,08:38:24,in-test,5
81.4,08:38:25,in-test,6
81.32,08:38:26,in-test,7
81.25,08:38:27,in-test,8
81.17,08:38:28,in-test,9
81.17,08:38:29,in-test,10
81.23,08:38:30,in-test,11
81.25,08:38:31,in-test,12
81.32,08:38:32,in-test,13
81.4,08:38:33,in-test,14
81.42,08:38:34,in-test,15
81.38,08:38:35,in-test,16
81.3,08:38:36,in-test,17
81.17,08:38:37,in-test,18
81.05,08:38:38,in-test,19
80.95,08:38:39,in-test,20
80.73,08:38:40,in-test,21
80.53,08:38:41,in-test,22
80.3,08:38:42,in-test,23
80.1,08:38:43,in-test,24
79.88,08:38:44,in-test,25
79.65,08:38:45,in-test,26
79.42,08:38:46,in-test,27
79.13,08:38:47,in-test,28
78.88,08:38:48,in-test,29
78.7,08:38:49,in-test,30
78.52,08:38:50,in-test,31
78.38,08:38:51,in-test,32
78.23,08:38:52,in-test,33
78.1,08:38:53,in-test,34
77.97,08:38:54,in-test,35
77.83,08:38:55,in-test,36
77.75,08:38:56,in-test,37
77.67,08:38:57,in-test,38
77.65,08:38:58,in-test,39
77.63,08:38:59,in-test,40
77.52,08:39:00,in-test,41
77.38,08:39:01,in-test,42
77.23,08:39:02,in-test,43
77.18,08:39:03,in-test,44
77.18,08:39:04,in-test,45
77.15,08:39:05,in-test,46
77.12,08:39:06,in-test,47
77.05,08:39:07,in-test,48
76.97,08:39:08,in-test,49
76.87,08:39:09,in-test,50
76.85,08:39:10,in-test,51
76.8,08:39:11,in-test,52
76.73,08:39:12,in-test,53
76.65,08:39:13,in-test,54
76.53,08:39:14,in-test,55
76.38,08:39:15,in-test,56
76.1,08:39:16,in-test,57
75.78,08:39:17,in-test,58
75.62,08:39:18,in-test,59
75.4,08:39:19,in-test,60
75.25,08:39:20,in-test,61
75.08,08:39:21,in-test,62
74.93,08:39:22,in-test,63
74.8,08:39:23,in-test,64
74.68,08:39:24,in-test,65
74.53,08:39:25,in-test,66
74.33,08:39:26,in-test,67
74.07,08:39:27,in-test,68
73.77,08:39:28,in-test,69
73.43,08:39:29,in-test,70
73.08,08:39:30,in-test,71
72.73,08:39:31,in-test,72
72.35,08:39:32,in-test,73
