EDA,timestamp,time_seconds,period
0.0,08:33:19,-300.0,pre-test
0.0,08:33:20,-299.75,pre-test
0.161428,08:33:20,-299.5,pre-test
0.0,08:33:20,-299.25,pre-test
0.0,08:33:20,-299.0,pre-test
0.0,08:33:21,-298.75,pre-test
0.0,08:33:21,-298.5,pre-test
0.0,08:33:21,-298.25,pre-test
0.0,08:33:21,-298.0,pre-test
0.0,08:33:22,-297.75,pre-test
0.0,08:33:22,-297.5,pre-test
0.0,08:33:22,-297.25,pre-test
0.0,08:33:22,-297.0,pre-test
0.0,08:33:23,-296.75,pre-test
0.0,08:33:23,-296.5,pre-test
0.0,08:33:23,-296.25,pre-test
0.0,08:33:23,-296.0,pre-test
0.0,08:33:24,-295.75,pre-test
0.416382,08:33:24,-295.5,pre-test
0.0,08:33:24,-295.25,pre-test
0.0,08:33:24,-295.0,pre-test
0.0,08:33:25,-294.75,pre-test
0.0,08:33:25,-294.5,pre-test
0.0,08:33:25,-294.25,pre-test
0.262641,08:33:25,-294.0,pre-test
0.436881,08:33:26,-293.75,pre-test
0.215238,08:33:26,-293.5,pre-test
0.0,08:33:26,-293.25,pre-test
0.471473,08:33:26,-293.0,pre-test
0.832765,08:33:27,-292.75,pre-test
1.180231,08:33:27,-292.5,pre-test
1.618462,08:33:27,-292.25,pre-test
0.842168,08:33:27,-292.0,pre-test
0.321911,08:33:28,-291.75,pre-test
1.080299,08:33:28,-291.5,pre-test
0.32063,08:33:28,-291.25,pre-test
0.0,08:33:28,-291.0,pre-test
0.0,08:33:29,-290.75,pre-test
0.0,08:33:29,-290.5,pre-test
0.0,08:33:29,-290.25,pre-test
0.0,08:33:29,-290.0,pre-test
0.0,08:33:30,-289.75,pre-test
0.813547,08:33:30,-289.5,pre-test
0.095074,08:33:30,-289.25,pre-test
0.0,08:33:30,-289.0,pre-test
0.832765,08:33:31,-288.75,pre-test
0.132228,08:33:31,-288.5,pre-test
0.0,08:33:31,-288.25,pre-test
0.825078,08:33:31,-288.0,pre-test
0.169382,08:33:32,-287.75,pre-test
1.076455,08:33:32,-287.5,pre-test
0.624269,08:33:32,-287.25,pre-test
0.32063,08:33:32,-287.0,pre-test
0.0,08:33:33,-286.75,pre-test
0.038435,08:33:33,-286.5,pre-test
0.0,08:33:33,-286.25,pre-test
0.3267,08:33:33,-286.0,pre-test
0.251111,08:33:34,-285.75,pre-test
0.28314,08:33:34,-285.5,pre-test
0.035873,08:33:34,-285.25,pre-test
0.0,08:33:34,-285.0,pre-test
0.180646,08:33:35,-284.75,pre-test
0.0,08:33:35,-284.5,pre-test
0.0,08:33:35,-284.25,pre-test
0.0,08:33:35,-284.0,pre-test
0.046122,08:33:36,-283.75,pre-test
0.0,08:33:36,-283.5,pre-test
0.0,08:33:36,-283.25,pre-test
0.340793,08:33:36,-283.0,pre-test
0.257517,08:33:37,-282.75,pre-test
0.56628,08:33:37,-282.5,pre-test
0.60984,08:33:37,-282.25,pre-test
0.711053,08:33:37,-282.0,pre-test
0.551173,08:33:38,-281.75,pre-test
0.55886,08:33:38,-281.5,pre-test
0.676728,08:33:38,-281.25,pre-test
0.680572,08:33:38,-281.0,pre-test
0.7331,08:33:39,-280.75,pre-test
0.770254,08:33:39,-280.5,pre-test
0.809971,08:33:39,-280.25,pre-test
0.676728,08:33:39,-280.0,pre-test
0.0,08:33:40,-279.75,pre-test
0.216519,08:33:40,-279.5,pre-test
0.657244,08:33:40,-279.25,pre-test
0.667493,08:33:40,-279.0,pre-test
0.832765,08:33:41,-278.75,pre-test
0.886841,08:33:41,-278.5,pre-test
0.594733,08:33:41,-278.25,pre-test
0.840719,08:33:41,-278.0,pre-test
0.908621,08:33:42,-277.75,pre-test
0.913746,08:33:42,-277.5,pre-test
0.964993,08:33:42,-277.25,pre-test
0.979086,08:33:42,-277.0,pre-test
1.055956,08:33:43,-276.75,pre-test
1.12649,08:33:43,-276.5,pre-test
0.48334,08:33:43,-276.25,pre-test
0.383408,08:33:43,-276.0,pre-test
0.569109,08:33:44,-275.75,pre-test
0.817658,08:33:44,-275.5,pre-test
1.062362,08:33:44,-275.25,pre-test
1.212329,08:33:44,-275.0,pre-test
0.769042,08:33:45,-274.75,pre-test
0.555085,08:33:45,-274.5,pre-test
0.33088,08:33:45,-274.25,pre-test
0.460209,08:33:45,-274.0,pre-test
0.219348,08:33:46,-273.75,pre-test
0.375652,08:33:46,-273.5,pre-test
0.133509,08:33:46,-273.25,pre-test
0.326967,08:33:46,-273.0,pre-test
0.342341,08:33:47,-272.75,pre-test
0.401275,08:33:47,-272.5,pre-test
0.434586,08:33:47,-272.25,pre-test
0.312874,08:33:47,-272.0,pre-test
0.0,08:33:48,-271.75,pre-test
0.329262,08:33:48,-271.5,pre-test
0.695679,08:33:48,-271.25,pre-test
0.697227,08:33:48,-271.0,pre-test
0.512738,08:33:49,-270.75,pre-test
0.626762,08:33:49,-270.5,pre-test
0.697227,08:33:49,-270.25,pre-test
0.704914,08:33:49,-270.0,pre-test
0.594733,08:33:50,-269.75,pre-test
0.766411,08:33:50,-269.5,pre-test
0.610107,08:33:50,-269.25,pre-test
0.653667,08:33:50,-269.0,pre-test
0.726694,08:33:51,-268.75,pre-test
0.75488,08:33:51,-268.5,pre-test
0.579359,08:33:51,-268.25,pre-test
0.53708,08:33:51,-268.0,pre-test
0.503769,08:33:52,-267.75,pre-test
0.502488,08:33:52,-267.5,pre-test
0.635731,08:33:52,-267.25,pre-test
0.725413,08:33:52,-267.0,pre-test
0.738225,08:33:53,-266.75,pre-test
0.42818,08:33:53,-266.5,pre-test
0.588327,08:33:53,-266.25,pre-test
0.635731,08:33:53,-266.0,pre-test
0.671604,08:33:54,-265.75,pre-test
0.587046,08:33:54,-265.5,pre-test
0.494801,08:33:54,-265.25,pre-test
0.49352,08:33:54,-265.0,pre-test
0.458928,08:33:55,-264.75,pre-test
0.585765,08:33:55,-264.5,pre-test
0.4064,08:33:55,-264.25,pre-test
0.530674,08:33:55,-264.0,pre-test
0.516581,08:33:56,-263.75,pre-test
0.448679,08:33:56,-263.5,pre-test
0.6242,08:33:56,-263.25,pre-test
0.593452,08:33:56,-263.0,pre-test
0.288532,08:33:57,-262.75,pre-test
0.225754,08:33:57,-262.5,pre-test
0.216786,08:33:57,-262.25,pre-test
0.494801,08:33:57,-262.0,pre-test
0.447398,08:33:58,-261.75,pre-test
0.68954,08:33:58,-261.5,pre-test
0.724132,08:33:58,-261.25,pre-test
0.771535,08:33:58,-261.0,pre-test
0.779222,08:33:59,-260.75,pre-test
0.829188,08:33:59,-260.5,pre-test
0.831751,08:33:59,-260.25,pre-test
0.825345,08:33:59,-260.0,pre-test
0.843281,08:34:00,-259.75,pre-test
0.857374,08:34:00,-259.5,pre-test
0.839438,08:34:00,-259.25,pre-test
0.877873,08:34:00,-259.0,pre-test
0.762567,08:34:01,-258.75,pre-test
0.649823,08:34:01,-258.5,pre-test
0.084825,08:34:01,-258.25,pre-test
0.039983,08:34:01,-258.0,pre-test
0.189881,08:34:02,-257.75,pre-test
0.142477,08:34:02,-257.5,pre-test
0.264189,08:34:02,-257.25,pre-test
0.593452,08:34:02,-257.0,pre-test
0.66776,08:34:03,-256.75,pre-test
0.721569,08:34:03,-256.5,pre-test
0.756161,08:34:03,-256.25,pre-test
0.662635,08:34:03,-256.0,pre-test
0.652386,08:34:04,-255.75,pre-test
0.662635,08:34:04,-255.5,pre-test
0.760005,08:34:04,-255.25,pre-test
0.813814,08:34:04,-255.0,pre-test
0.768973,08:34:05,-254.75,pre-test
0.763848,08:34:05,-254.5,pre-test
0.756161,08:34:05,-254.25,pre-test
0.752318,08:34:05,-254.0,pre-test
0.756161,08:34:06,-253.75,pre-test
0.765129,08:34:06,-253.5,pre-test
0.777941,08:34:06,-253.25,pre-test
0.742068,08:34:06,-253.0,pre-test
0.350028,08:34:07,-252.75,pre-test
0.738225,08:34:07,-252.5,pre-test
0.503769,08:34:07,-252.25,pre-test
0.793315,08:34:07,-252.0,pre-test
0.875311,08:34:08,-251.75,pre-test
0.979086,08:34:08,-251.5,pre-test
0.923995,08:34:08,-251.25,pre-test
0.952181,08:34:08,-251.0,pre-test
0.959868,08:34:09,-250.75,pre-test
0.922714,08:34:09,-250.5,pre-test
1.018802,08:34:09,-250.25,pre-test
0.889473,08:34:09,-250.0,pre-test
0.94072,08:34:10,-249.75,pre-test
0.857443,08:34:10,-249.5,pre-test
0.833101,08:34:10,-249.25,pre-test
0.829257,08:34:10,-249.0,pre-test
0.812602,08:34:11,-248.75,pre-test
0.806196,08:34:11,-248.5,pre-test
0.749824,08:34:11,-248.25,pre-test
0.849756,08:34:11,-248.0,pre-test
0.857443,08:34:12,-247.75,pre-test
0.683203,08:34:12,-247.5,pre-test
0.327036,08:34:12,-247.25,pre-test
0.704914,08:34:12,-247.0,pre-test
0.060482,08:34:13,-246.75,pre-test
0.75488,08:34:13,-246.5,pre-test
0.795878,08:34:13,-246.25,pre-test
0.903497,08:34:13,-246.0,pre-test
1.002147,08:34:14,-245.75,pre-test
0.935526,08:34:14,-245.5,pre-test
1.002147,08:34:14,-245.25,pre-test
0.840719,08:34:14,-245.0,pre-test
0.854812,08:34:15,-244.75,pre-test
0.893247,08:34:15,-244.5,pre-test
0.949619,08:34:15,-244.25,pre-test
0.943213,08:34:15,-244.0,pre-test
0.931682,08:34:16,-243.75,pre-test
0.931682,08:34:16,-243.5,pre-test
0.935526,08:34:16,-243.25,pre-test
0.935526,08:34:16,-243.0,pre-test
0.935526,08:34:17,-242.75,pre-test
0.932964,08:34:17,-242.5,pre-test
0.930401,08:34:17,-242.25,pre-test
0.934245,08:34:17,-242.0,pre-test
0.956025,08:34:18,-241.75,pre-test
0.925277,08:34:18,-241.5,pre-test
0.925277,08:34:18,-241.25,pre-test
0.854812,08:34:18,-241.0,pre-test
0.767692,08:34:19,-240.75,pre-test
0.993179,08:34:19,-240.5,pre-test
0.926558,08:34:19,-240.25,pre-test
0.940651,08:34:19,-240.0,pre-test
0.991898,08:34:20,-239.75,pre-test
0.850968,08:34:20,-239.5,pre-test
0.824064,08:34:20,-239.25,pre-test
0.826626,08:34:20,-239.0,pre-test
0.865061,08:34:21,-238.75,pre-test
0.930401,08:34:21,-238.5,pre-test
0.977805,08:34:21,-238.25,pre-test
0.989335,08:34:21,-238.0,pre-test
0.997022,08:34:22,-237.75,pre-test
1.008553,08:34:22,-237.5,pre-test
0.99446,08:34:22,-237.25,pre-test
0.9509,08:34:22,-237.0,pre-test
0.957306,08:34:23,-236.75,pre-test
0.970118,08:34:23,-236.5,pre-test
0.999585,08:34:23,-236.25,pre-test
1.011115,08:34:23,-236.0,pre-test
1.025208,08:34:24,-235.75,pre-test
0.963781,08:34:24,-235.5,pre-test
0.993248,08:34:24,-235.25,pre-test
1.018872,08:34:24,-235.0,pre-test
1.025277,08:34:25,-234.75,pre-test
1.031683,08:34:25,-234.5,pre-test
0.976593,08:34:25,-234.25,pre-test
0.979155,08:34:25,-234.0,pre-test
0.45131,08:34:26,-233.75,pre-test
0.780504,08:34:26,-233.5,pre-test
1.169981,08:34:26,-233.25,pre-test
1.131615,08:34:26,-233.0,pre-test
1.108554,08:34:27,-232.75,pre-test
0.514088,08:34:27,-232.5,pre-test
0.321911,08:34:27,-232.25,pre-test
0.535799,08:34:27,-232.0,pre-test
1.017521,08:34:28,-231.75,pre-test
1.047057,08:34:28,-231.5,pre-test
0.911253,08:34:28,-231.25,pre-test
1.079087,08:34:28,-231.0,pre-test
0.953532,08:34:29,-230.75,pre-test
0.884348,08:34:29,-230.5,pre-test
0.909971,08:34:29,-230.25,pre-test
0.911253,08:34:29,-230.0,pre-test
0.934314,08:34:30,-229.75,pre-test
0.90869,08:34:30,-229.5,pre-test
0.906128,08:34:30,-229.25,pre-test
0.89716,08:34:30,-229.0,pre-test
0.881786,08:34:31,-228.75,pre-test
0.876661,08:34:31,-228.5,pre-test
0.879223,08:34:31,-228.25,pre-test
0.874099,08:34:31,-228.0,pre-test
0.862568,08:34:32,-227.75,pre-test
0.694734,08:34:32,-227.5,pre-test
0.547398,08:34:32,-227.25,pre-test
0.499995,08:34:32,-227.0,pre-test
0.460278,08:34:33,-226.75,pre-test
0.795878,08:34:33,-226.5,pre-test
0.845844,08:34:33,-226.25,pre-test
0.839438,08:34:33,-226.0,pre-test
0.852249,08:34:34,-225.75,pre-test
0.842,08:34:34,-225.5,pre-test
0.785628,08:34:34,-225.25,pre-test
0.939369,08:34:34,-225.0,pre-test
0.956025,08:34:35,-224.75,pre-test
0.959868,08:34:35,-224.5,pre-test
0.966274,08:34:35,-224.25,pre-test
0.976524,08:34:35,-224.0,pre-test
0.995741,08:34:36,-223.75,pre-test
1.003428,08:34:36,-223.5,pre-test
1.009834,08:34:36,-223.25,pre-test
1.022646,08:34:36,-223.0,pre-test
0.975311,08:34:37,-222.75,pre-test
0.970187,08:34:37,-222.5,pre-test
0.975311,08:34:37,-222.25,pre-test
