,EDA,timestamp,period,time_seconds
0,0.0,10:29:07,in-test,0.0
1,0.001281,10:29:07,in-test,0.25
2,0.014095,10:29:07,in-test,0.5
3,0.016657,10:29:07,in-test,0.75
4,0.017939,10:29:08,in-test,1.0
5,0.015376,10:29:08,in-test,1.25
6,0.017939,10:29:08,in-test,1.5
7,0.016657,10:29:08,in-test,1.75
8,0.017939,10:29:09,in-test,2.0
9,0.015376,10:29:09,in-test,2.25
10,0.017939,10:29:09,in-test,2.5
11,0.016657,10:29:09,in-test,2.75
12,0.017939,10:29:10,in-test,3.0
13,0.017939,10:29:10,in-test,3.25
14,0.016657,10:29:10,in-test,3.5
15,0.017939,10:29:10,in-test,3.75
16,0.016657,10:29:11,in-test,4.0
17,0.017939,10:29:11,in-test,4.25
18,0.016657,10:29:11,in-test,4.5
19,0.017939,10:29:11,in-test,4.75
20,0.016657,10:29:12,in-test,5.0
21,0.017939,10:29:12,in-test,5.25
22,0.016657,10:29:12,in-test,5.5
23,0.01922,10:29:12,in-test,5.75
24,0.016657,10:29:13,in-test,6.0
25,0.017939,10:29:13,in-test,6.25
26,0.016657,10:29:13,in-test,6.5
27,0.017939,10:29:13,in-test,6.75
28,0.01922,10:29:14,in-test,7.0
29,0.017939,10:29:14,in-test,7.25
30,0.017939,10:29:14,in-test,7.5
31,0.016657,10:29:14,in-test,7.75
32,0.017939,10:29:15,in-test,8.0
33,0.016657,10:29:15,in-test,8.25
34,0.017939,10:29:15,in-test,8.5
35,0.016657,10:29:15,in-test,8.75
36,0.01922,10:29:16,in-test,9.0
37,0.016657,10:29:16,in-test,9.25
38,0.017939,10:29:16,in-test,9.5
39,0.016657,10:29:16,in-test,9.75
40,0.017939,10:29:17,in-test,10.0
41,0.016657,10:29:17,in-test,10.25
42,0.017939,10:29:17,in-test,10.5
43,0.017939,10:29:17,in-test,10.75
44,0.017939,10:29:18,in-test,11.0
45,0.016657,10:29:18,in-test,11.25
46,0.016657,10:29:18,in-test,11.5
47,0.016657,10:29:18,in-test,11.75
48,0.017939,10:29:19,in-test,12.0
49,0.017939,10:29:19,in-test,12.25
50,0.016657,10:29:19,in-test,12.5
51,0.017939,10:29:19,in-test,12.75
52,0.017939,10:29:20,in-test,13.0
53,0.017939,10:29:20,in-test,13.25
54,0.016657,10:29:20,in-test,13.5
55,0.017939,10:29:20,in-test,13.75
56,0.016657,10:29:21,in-test,14.0
57,0.017939,10:29:21,in-test,14.25
58,0.016657,10:29:21,in-test,14.5
59,0.017939,10:29:21,in-test,14.75
60,0.016657,10:29:22,in-test,15.0
61,0.017939,10:29:22,in-test,15.25
62,0.016657,10:29:22,in-test,15.5
63,0.017939,10:29:22,in-test,15.75
64,0.016657,10:29:23,in-test,16.0
65,0.017939,10:29:23,in-test,16.25
66,0.016657,10:29:23,in-test,16.5
67,0.017939,10:29:23,in-test,16.75
68,0.017939,10:29:24,in-test,17.0
69,0.017939,10:29:24,in-test,17.25
70,0.017939,10:29:24,in-test,17.5
71,0.015376,10:29:24,in-test,17.75
72,0.021783,10:29:25,in-test,18.0
73,0.20245,10:29:25,in-test,18.25
74,0.388243,10:29:25,in-test,18.5
75,0.03844,10:29:25,in-test,18.75
76,0.014095,10:29:26,in-test,19.0
77,0.025627,10:29:26,in-test,19.25
78,0.016657,10:29:26,in-test,19.5
79,0.016657,10:29:26,in-test,19.75
80,0.017939,10:29:27,in-test,20.0
81,0.015376,10:29:27,in-test,20.25
82,0.014095,10:29:27,in-test,20.5
83,0.015376,10:29:27,in-test,20.75
84,0.016657,10:29:28,in-test,21.0
85,0.016657,10:29:28,in-test,21.25
86,0.016657,10:29:28,in-test,21.5
87,0.01922,10:29:28,in-test,21.75
88,0.016657,10:29:29,in-test,22.0
89,0.015376,10:29:29,in-test,22.25
90,0.015376,10:29:29,in-test,22.5
91,0.016657,10:29:29,in-test,22.75
92,0.01922,10:29:30,in-test,23.0
93,0.014095,10:29:30,in-test,23.25
94,0.015376,10:29:30,in-test,23.5
95,0.016657,10:29:30,in-test,23.75
96,0.016657,10:29:31,in-test,24.0
97,0.016657,10:29:31,in-test,24.25
98,0.015376,10:29:31,in-test,24.5
99,0.016657,10:29:31,in-test,24.75
100,0.015376,10:29:32,in-test,25.0
101,0.015376,10:29:32,in-test,25.25
102,0.015376,10:29:32,in-test,25.5
103,0.015376,10:29:32,in-test,25.75
104,0.016657,10:29:33,in-test,26.0
105,0.016657,10:29:33,in-test,26.25
106,0.014095,10:29:33,in-test,26.5
107,0.015376,10:29:33,in-test,26.75
108,0.016657,10:29:34,in-test,27.0
109,0.015376,10:29:34,in-test,27.25
110,0.014095,10:29:34,in-test,27.5
111,0.014095,10:29:34,in-test,27.75
112,0.016657,10:29:35,in-test,28.0
113,0.015376,10:29:35,in-test,28.25
114,0.014095,10:29:35,in-test,28.5
115,0.015376,10:29:35,in-test,28.75
116,0.016657,10:29:36,in-test,29.0
117,0.015376,10:29:36,in-test,29.25
118,0.015376,10:29:36,in-test,29.5
119,0.015376,10:29:36,in-test,29.75
120,0.014095,10:29:37,in-test,30.0
121,0.015376,10:29:37,in-test,30.25
122,0.014095,10:29:37,in-test,30.5
123,0.014095,10:29:37,in-test,30.75
124,0.015376,10:29:38,in-test,31.0
125,0.015376,10:29:38,in-test,31.25
126,0.015376,10:29:38,in-test,31.5
127,0.015376,10:29:38,in-test,31.75
128,0.016657,10:29:39,in-test,32.0
129,0.015376,10:29:39,in-test,32.25
130,0.014095,10:29:39,in-test,32.5
131,0.017939,10:29:39,in-test,32.75
132,0.014095,10:29:40,in-test,33.0
133,0.015376,10:29:40,in-test,33.25
134,0.016657,10:29:40,in-test,33.5
135,0.015376,10:29:40,in-test,33.75
136,0.017939,10:29:41,in-test,34.0
137,0.016657,10:29:41,in-test,34.25
138,0.014095,10:29:41,in-test,34.5
139,0.014095,10:29:41,in-test,34.75
140,0.014095,10:29:42,in-test,35.0
141,0.014095,10:29:42,in-test,35.25
142,0.014095,10:29:42,in-test,35.5
143,0.012813,10:29:42,in-test,35.75
144,0.012813,10:29:43,in-test,36.0
145,0.014095,10:29:43,in-test,36.25
146,0.015376,10:29:43,in-test,36.5
147,0.012813,10:29:43,in-test,36.75
148,0.012813,10:29:44,in-test,37.0
149,0.014095,10:29:44,in-test,37.25
150,0.014095,10:29:44,in-test,37.5
151,0.014095,10:29:44,in-test,37.75
152,0.015376,10:29:45,in-test,38.0
153,0.014095,10:29:45,in-test,38.25
154,0.015376,10:29:45,in-test,38.5
155,0.012813,10:29:45,in-test,38.75
156,0.014095,10:29:46,in-test,39.0
157,0.014095,10:29:46,in-test,39.25
158,0.014095,10:29:46,in-test,39.5
159,0.014095,10:29:46,in-test,39.75
160,0.012813,10:29:47,in-test,40.0
161,0.014095,10:29:47,in-test,40.25
162,0.012813,10:29:47,in-test,40.5
163,0.014095,10:29:47,in-test,40.75
164,0.012813,10:29:48,in-test,41.0
165,0.014095,10:29:48,in-test,41.25
166,0.014095,10:29:48,in-test,41.5
167,0.014095,10:29:48,in-test,41.75
168,0.014095,10:29:49,in-test,42.0
169,0.014095,10:29:49,in-test,42.25
170,0.015376,10:29:49,in-test,42.5
171,0.014095,10:29:49,in-test,42.75
172,0.011532,10:29:50,in-test,43.0
173,0.014095,10:29:50,in-test,43.25
174,0.015376,10:29:50,in-test,43.5
175,0.011532,10:29:50,in-test,43.75
176,0.012813,10:29:51,in-test,44.0
177,0.012813,10:29:51,in-test,44.25
178,0.014095,10:29:51,in-test,44.5
179,0.014095,10:29:51,in-test,44.75
180,0.014095,10:29:52,in-test,45.0
181,0.015376,10:29:52,in-test,45.25
182,0.014095,10:29:52,in-test,45.5
183,0.012813,10:29:52,in-test,45.75
184,0.014095,10:29:53,in-test,46.0
185,0.012813,10:29:53,in-test,46.25
186,0.012813,10:29:53,in-test,46.5
187,0.012813,10:29:53,in-test,46.75
188,0.015376,10:29:54,in-test,47.0
189,0.012813,10:29:54,in-test,47.25
190,0.014095,10:29:54,in-test,47.5
191,0.014095,10:29:54,in-test,47.75
192,0.014095,10:29:55,in-test,48.0
193,0.014095,10:29:55,in-test,48.25
194,0.012813,10:29:55,in-test,48.5
195,0.012813,10:29:55,in-test,48.75
196,0.012813,10:29:56,in-test,49.0
197,0.014095,10:29:56,in-test,49.25
198,0.012813,10:29:56,in-test,49.5
199,0.014095,10:29:56,in-test,49.75
200,0.014095,10:29:57,in-test,50.0
201,0.014095,10:29:57,in-test,50.25
202,0.011532,10:29:57,in-test,50.5
203,0.011532,10:29:57,in-test,50.75
204,0.012813,10:29:58,in-test,51.0
205,0.015376,10:29:58,in-test,51.25
206,0.014095,10:29:58,in-test,51.5
207,0.014095,10:29:58,in-test,51.75
208,0.012813,10:29:59,in-test,52.0
209,0.012813,10:29:59,in-test,52.25
210,0.014095,10:29:59,in-test,52.5
211,0.012813,10:29:59,in-test,52.75
212,0.014095,10:30:00,in-test,53.0
213,0.012813,10:30:00,in-test,53.25
214,0.012813,10:30:00,in-test,53.5
215,0.012813,10:30:00,in-test,53.75
216,0.014095,10:30:01,in-test,54.0
217,0.012813,10:30:01,in-test,54.25
218,0.014095,10:30:01,in-test,54.5
219,0.012813,10:30:01,in-test,54.75
220,0.014095,10:30:02,in-test,55.0
221,0.012813,10:30:02,in-test,55.25
222,0.014095,10:30:02,in-test,55.5
223,0.011532,10:30:02,in-test,55.75
224,0.014095,10:30:03,in-test,56.0
225,0.014095,10:30:03,in-test,56.25
226,0.012813,10:30:03,in-test,56.5
227,0.014095,10:30:03,in-test,56.75
228,0.014095,10:30:04,in-test,57.0
229,0.012813,10:30:04,in-test,57.25
230,0.011532,10:30:04,in-test,57.5
231,0.014095,10:30:04,in-test,57.75
232,0.012813,10:30:05,in-test,58.0
233,0.014095,10:30:05,in-test,58.25
234,0.014095,10:30:05,in-test,58.5
235,0.014095,10:30:05,in-test,58.75
236,0.011532,10:30:06,in-test,59.0
237,0.012813,10:30:06,in-test,59.25
238,0.011532,10:30:06,in-test,59.5
239,0.012813,10:30:06,in-test,59.75
240,0.011532,10:30:07,in-test,60.0
241,0.014095,10:30:07,in-test,60.25
242,0.014095,10:30:07,in-test,60.5
243,0.012813,10:30:07,in-test,60.75
244,0.015376,10:30:08,in-test,61.0
245,0.012813,10:30:08,in-test,61.25
246,0.012813,10:30:08,in-test,61.5
247,0.012813,10:30:08,in-test,61.75
248,0.014095,10:30:09,in-test,62.0
249,0.012813,10:30:09,in-test,62.25
250,0.012813,10:30:09,in-test,62.5
251,0.011532,10:30:09,in-test,62.75
252,0.014095,10:30:10,in-test,63.0
253,0.011532,10:30:10,in-test,63.25
254,0.014095,10:30:10,in-test,63.5
255,0.012813,10:30:10,in-test,63.75
256,0.014095,10:30:11,in-test,64.0
257,0.012813,10:30:11,in-test,64.25
258,0.012813,10:30:11,in-test,64.5
259,0.012813,10:30:11,in-test,64.75
260,0.015376,10:30:12,in-test,65.0
261,0.014095,10:30:12,in-test,65.25
262,0.012813,10:30:12,in-test,65.5
263,0.014095,10:30:12,in-test,65.75
264,0.012813,10:30:13,in-test,66.0
265,0.014095,10:30:13,in-test,66.25
266,0.011532,10:30:13,in-test,66.5
267,0.012813,10:30:13,in-test,66.75
268,0.014095,10:30:14,in-test,67.0
269,0.014095,10:30:14,in-test,67.25
270,0.012813,10:30:14,in-test,67.5
271,0.012813,10:30:14,in-test,67.75
272,0.012813,10:30:15,in-test,68.0
273,0.012813,10:30:15,in-test,68.25
274,0.014095,10:30:15,in-test,68.5
275,0.012813,10:30:15,in-test,68.75
276,0.012813,10:30:16,in-test,69.0
277,0.015376,10:30:16,in-test,69.25
278,0.016657,10:30:16,in-test,69.5
279,0.012813,10:30:16,in-test,69.75
280,0.012813,10:30:17,in-test,70.0
281,0.012813,10:30:17,in-test,70.25
282,0.014095,10:30:17,in-test,70.5
283,0.014095,10:30:17,in-test,70.75
284,0.014095,10:30:18,in-test,71.0
285,0.011532,10:30:18,in-test,71.25
286,0.012813,10:30:18,in-test,71.5
287,0.012813,10:30:18,in-test,71.75
288,0.014095,10:30:19,in-test,72.0
289,0.011532,10:30:19,in-test,72.25
290,0.010251,10:30:19,in-test,72.5
291,0.014095,10:30:19,in-test,72.75
292,0.014095,10:30:20,in-test,73.0
293,0.012813,10:30:20,in-test,73.25
294,0.014095,10:30:20,in-test,73.5
295,0.015376,10:30:20,in-test,73.75
296,0.014095,10:30:21,in-test,74.0
297,0.014095,10:30:21,in-test,74.25
298,0.012813,10:30:21,in-test,74.5
299,0.014095,10:30:21,in-test,74.75
300,0.014095,10:30:22,in-test,75.0
301,0.016657,10:30:22,in-test,75.25
302,0.010251,10:30:22,in-test,75.5
303,0.012813,10:30:22,in-test,75.75
304,0.012813,10:30:23,in-test,76.0
305,0.012813,10:30:23,in-test,76.25
306,0.015376,10:30:23,in-test,76.5
307,0.014095,10:30:23,in-test,76.75
308,0.011532,10:30:24,in-test,77.0
309,0.015376,10:30:24,in-test,77.25
310,0.011532,10:30:24,in-test,77.5
311,0.014095,10:30:24,in-test,77.75
312,0.014095,10:30:25,in-test,78.0
313,0.012813,10:30:25,in-test,78.25
314,0.012813,10:30:25,in-test,78.5
315,0.011532,10:30:25,in-test,78.75
316,0.012813,10:30:26,in-test,79.0
317,0.012813,10:30:26,in-test,79.25
318,0.011532,10:30:26,in-test,79.5
319,0.011532,10:30:26,in-test,79.75
320,0.012813,10:30:27,in-test,80.0
321,0.011532,10:30:27,in-test,80.25
322,0.012813,10:30:27,in-test,80.5
323,0.011532,10:30:27,in-test,80.75
324,0.012813,10:30:28,in-test,81.0
325,0.011532,10:30:28,in-test,81.25
326,0.012813,10:30:28,in-test,81.5
327,0.012813,10:30:28,in-test,81.75
328,0.011532,10:30:29,in-test,82.0
329,0.011532,10:30:29,in-test,82.25
330,0.011532,10:30:29,in-test,82.5
331,0.012813,10:30:29,in-test,82.75
332,0.011532,10:30:30,in-test,83.0
333,0.014095,10:30:30,in-test,83.25
334,0.011532,10:30:30,in-test,83.5
335,0.012813,10:30:30,in-test,83.75
336,0.011532,10:30:31,in-test,84.0
337,0.012813,10:30:31,in-test,84.25
338,0.011532,10:30:31,in-test,84.5
339,0.012813,10:30:31,in-test,84.75
340,0.012813,10:30:32,in-test,85.0
341,0.012813,10:30:32,in-test,85.25
342,0.014095,10:30:32,in-test,85.5
343,0.014095,10:30:32,in-test,85.75
344,0.012813,10:30:33,in-test,86.0
345,0.012813,10:30:33,in-test,86.25
346,0.011532,10:30:33,in-test,86.5
347,0.014095,10:30:33,in-test,86.75
348,0.015376,10:30:34,in-test,87.0
349,0.012813,10:30:34,in-test,87.25
350,0.014095,10:30:34,in-test,87.5
351,0.014095,10:30:34,in-test,87.75
352,0.012813,10:30:35,in-test,88.0
353,0.012813,10:30:35,in-test,88.25
354,0.012813,10:30:35,in-test,88.5
355,0.012813,10:30:35,in-test,88.75
356,0.012813,10:30:36,in-test,89.0
357,0.011532,10:30:36,in-test,89.25
358,0.012813,10:30:36,in-test,89.5
359,0.011532,10:30:36,in-test,89.75
360,0.012813,10:30:37,in-test,90.0
361,0.012813,10:30:37,in-test,90.25
362,0.014095,10:30:37,in-test,90.5
363,0.011532,10:30:37,in-test,90.75
364,0.012813,10:30:38,in-test,91.0
365,0.012813,10:30:38,in-test,91.25
366,0.014095,10:30:38,in-test,91.5
367,0.011532,10:30:38,in-test,91.75
368,0.012813,10:30:39,in-test,92.0
369,0.012813,10:30:39,in-test,92.25
370,0.011532,10:30:39,in-test,92.5
371,0.012813,10:30:39,in-test,92.75
372,0.012813,10:30:40,in-test,93.0
373,0.011532,10:30:40,in-test,93.25
374,0.011532,10:30:40,in-test,93.5
375,0.012813,10:30:40,in-test,93.75
376,0.012813,10:30:41,in-test,94.0
377,0.014095,10:30:41,in-test,94.25
378,0.012813,10:30:41,in-test,94.5
379,0.014095,10:30:41,in-test,94.75
380,0.012813,10:30:42,in-test,95.0
381,0.012813,10:30:42,in-test,95.25
382,0.012813,10:30:42,in-test,95.5
383,0.012813,10:30:42,in-test,95.75
384,0.012813,10:30:43,in-test,96.0
385,0.011532,10:30:43,in-test,96.25
386,0.014095,10:30:43,in-test,96.5
387,0.014095,10:30:43,in-test,96.75
388,0.014095,10:30:44,in-test,97.0
389,0.012813,10:30:44,in-test,97.25
390,0.014095,10:30:44,in-test,97.5
391,0.011532,10:30:44,in-test,97.75
392,0.011532,10:30:45,in-test,98.0
393,0.012813,10:30:45,in-test,98.25
394,0.014095,10:30:45,in-test,98.5
395,0.011532,10:30:45,in-test,98.75
396,0.012813,10:30:46,in-test,99.0
397,0.012813,10:30:46,in-test,99.25
398,0.011532,10:30:46,in-test,99.5
399,0.011532,10:30:46,in-test,99.75
400,0.011532,10:30:47,in-test,100.0
401,0.012813,10:30:47,in-test,100.25
402,0.010251,10:30:47,in-test,100.5
403,0.014095,10:30:47,in-test,100.75
404,0.012813,10:30:48,in-test,101.0
405,0.012813,10:30:48,in-test,101.25
406,0.014095,10:30:48,in-test,101.5
407,0.011532,10:30:48,in-test,101.75
408,0.011532,10:30:49,in-test,102.0
409,0.012813,10:30:49,in-test,102.25
410,0.014095,10:30:49,in-test,102.5
411,0.012813,10:30:49,in-test,102.75
412,0.012813,10:30:50,in-test,103.0
413,0.012813,10:30:50,in-test,103.25
414,0.011532,10:30:50,in-test,103.5
415,0.012813,10:30:50,in-test,103.75
416,0.014095,10:30:51,in-test,104.0
417,0.014095,10:30:51,in-test,104.25
418,0.010251,10:30:51,in-test,104.5
419,0.015376,10:30:51,in-test,104.75
420,0.011532,10:30:52,in-test,105.0
421,0.011532,10:30:52,in-test,105.25
422,0.011532,10:30:52,in-test,105.5
423,0.011532,10:30:52,in-test,105.75
424,0.011532,10:30:53,in-test,106.0
425,0.011532,10:30:53,in-test,106.25
426,0.011532,10:30:53,in-test,106.5
427,0.011532,10:30:53,in-test,106.75
428,0.012813,10:30:54,in-test,107.0
429,0.010251,10:30:54,in-test,107.25
430,0.012813,10:30:54,in-test,107.5
431,0.012813,10:30:54,in-test,107.75
432,0.011532,10:30:55,in-test,108.0
433,0.011532,10:30:55,in-test,108.25
434,0.012813,10:30:55,in-test,108.5
435,0.010251,10:30:55,in-test,108.75
436,0.014095,10:30:56,in-test,109.0
437,0.011532,10:30:56,in-test,109.25
438,0.014095,10:30:56,in-test,109.5
439,0.015376,10:30:56,in-test,109.75
440,0.012813,10:30:57,in-test,110.0
