time_seconds,EDA_min,EDA_max
-249.75,0.0,1.017935
-249.5,0.0,2.091819
-249.25,0.0,2.57642
-249.0,0.0,2.384346
-248.75,0.0,1.776922
-248.5,0.0,1.284683
-248.25,0.0,0.812484
-248.0,0.0,1.055893
-247.75,0.0,0.401203
-247.5,0.0,0.402484
-247.25,0.0,0.64715
-247.0,0.0,0.417855
-246.75,0.0,0.833996
-246.5,0.0,0.421698
-246.25,0.0,0.42426
-246.0,0.0,0.82784
-245.75,0.0,1.175389
-245.5,0.0,0.488099
-245.25,0.0,0.618771
-245.0,0.0,0.508597
-244.75,0.0,0.378146
-244.5,0.0,0.38455
-244.25,0.0,0.381988
-244.0,0.0,0.380708
-243.75,0.0,0.593292
-243.5,0.0,0.494624
-243.25,0.0,0.676584
-243.0,0.0,0.635845
-242.75,0.0,0.533333
-242.5,0.0,0.523081
-242.25,0.0,0.625594
-242.0,0.0,0.651222
-241.75,0.0,0.438509
-241.5,0.0,0.487202
-241.25,0.0,0.511549
-241.0,0.0,0.572824
-240.75,0.0,0.511549
-240.5,0.0,0.462688
-240.25,0.0,0.752232
-240.0,0.0,0.862707
-239.75,0.0,0.697395
-239.5,0.0,0.636897
-239.25,0.0,0.522892
-239.0,0.0,0.488307
-238.75,0.0,0.421698
-238.5,0.0,0.452441
-238.25,0.0,0.618771
-238.0,0.0,0.832715
-237.75,0.0,0.966216
-237.5,0.0,0.725369
-237.25,0.0,0.731687
-237.0,0.0,0.758586
-236.75,0.0,0.808884
-236.5,0.0,0.846972
-236.25,0.0,0.839286
-236.0,0.0,0.868748
-235.75,0.0,0.980603
-235.5,0.0,0.957248
-235.25,0.0,0.87131
-235.0,0.0,0.967788
-234.75,0.0,0.991838
-234.5,0.0,1.089202
-234.25,0.0,1.175389
-234.0,0.0,1.613726
-233.75,0.0,1.337804
-233.5,0.0,0.826993
-233.25,0.0,0.73681
-233.0,0.0,1.197243
-232.75,0.0,0.712472
-232.5,0.0,0.717596
-232.25,0.0,0.730406
-232.0,0.0,0.724001
-231.75,0.0,0.715034
-231.5,0.0,0.739684
-231.25,0.0,0.699663
-231.0,0.0,0.665077
-230.75,0.0,0.698676
-230.5,0.0,0.75378
-230.25,0.0,0.674044
-230.0,0.0,0.66892
-229.75,0.0,0.671482
-229.5,0.0,0.393517
-229.25,0.0,0.558759
-229.0,0.0,0.720158
-228.75,0.0,0.74962
-228.5,0.0,0.758586
-228.25,0.0,0.747058
-228.0,0.0,0.739372
-227.75,0.0,0.743215
-227.5,0.0,0.735529
-227.25,0.0,0.740653
-227.0,0.0,0.764991
-226.75,0.0,0.725282
-226.5,0.0,0.700944
-226.25,0.0,0.743215
-226.0,0.0,0.747058
-225.75,0.0,0.745777
-225.5,0.0,0.740653
-225.25,0.0,0.730406
-225.0,0.0,0.73681
-224.75,0.0,0.739372
-224.5,0.0,0.734248
-224.25,0.0,0.74962
-224.0,0.0,0.766272
-223.75,0.0,0.938314
-223.5,0.0,0.830669
-223.25,0.0,0.773958
-223.0,0.0,0.772677
-222.75,0.0,0.772677
-222.5,0.0,0.768834
-222.25,0.0,0.771396
-222.0,0.0,0.759867
-221.75,0.0,0.756025
-221.5,0.0,0.753463
-221.25,0.0,0.750901
-221.0,0.0,0.74962
-220.75,0.0,0.756025
-220.5,0.0,0.764991
-220.25,0.0,0.781643
-220.0,0.0,0.797015
-219.75,0.0,0.812386
-219.5,0.0,0.814948
-219.25,0.0,0.822634
-219.0,0.0,0.834162
-218.75,0.0,0.836724
-218.5,0.0,0.84441
-218.25,0.0,0.826477
-218.0,0.0,0.859885
-217.75,0.0,0.809824
-217.5,0.0,0.835443
-217.25,0.0,0.854657
-217.0,0.0,1.023865
-216.75,0.0,1.203289
-216.5,0.0,0.84441
-216.25,0.0,0.812386
-216.0,0.0,0.81751
-215.75,0.0,0.822634
-215.5,0.0,0.829038
-215.25,0.0,0.835443
-215.0,0.0,0.8316
-214.75,0.0,0.8585
-214.5,0.0,0.878995
-214.25,0.0,0.870029
-214.0,0.0,0.859781
-213.75,0.0,0.857219
-213.5,0.0,0.840567
-213.25,0.0,0.826477
-213.0,0.0,0.830319
-212.75,0.0,0.827757
-212.5,0.0,0.830319
-212.25,0.0,0.822634
-212.0,0.0,0.809824
-211.75,0.0,0.812386
-211.5,0.0,0.800858
-211.25,0.0,0.799577
-211.0,0.0,0.791891
-210.75,0.0,0.800858
-210.5,0.0,0.802139
-210.25,0.0,0.799577
-210.0,0.0,0.8047
-209.75,0.0,0.805981
-209.5,0.0,0.813667
-209.25,0.0,0.799577
-209.0,0.0,0.795734
-208.75,0.0,0.794453
-208.5,0.0,0.797015
-208.25,0.0,0.798296
-208.0,0.0,0.799577
-207.75,0.0,0.795734
-207.5,0.0,0.79061
-207.25,0.0,0.79061
-207.0,0.0,0.789329
-206.75,0.0,0.786767
-206.5,0.0,0.784205
-206.25,0.0,0.77652
-206.0,0.0,0.775239
-205.75,0.0,0.766272
-205.5,0.0,0.772677
-205.25,0.0,0.814948
-205.0,0.0,0.816229
-204.75,0.0,0.816229
-204.5,0.0,0.81751
-204.25,0.0,0.813667
-204.0,0.0,0.822634
-203.75,0.0,0.829038
-203.5,0.0,0.832881
-203.25,0.0,0.8316
-203.0,0.0,0.829038
-202.75,0.0,0.826477
-202.5,0.0,0.825196
-202.25,0.0,0.820072
-202.0,0.0,0.821353
-201.75,0.0,0.793172
-201.5,0.0,0.808543
-201.25,0.0,0.745777
-201.0,0.0,0.773958
-200.75,0.0,0.8047
-200.5,0.0,0.81751
-200.25,0.0,0.820072
-200.0,0.0,0.809824
-199.75,0.0,0.773958
-199.5,0.0,0.793172
-199.25,0.0,0.8047
-199.0,0.0,0.80342
-198.75,0.0,0.799577
-198.5,0.0,0.799577
-198.25,0.0,0.793172
-198.0,0.0,0.789329
-197.75,0.0,0.772677
-197.5,0.0,0.766272
-197.25,0.0,0.764991
-197.0,0.0,0.764991
-196.75,0.0,0.764991
-196.5,0.0,0.766272
-196.25,0.0,0.822466
-196.0,0.0,1.18016
-195.75,0.0,1.453103
-195.5,0.0,1.618365
-195.25,0.0,0.802403
-195.0,0.0,0.784205
-194.75,0.0,0.731687
-194.5,0.0,0.73681
-194.25,0.0,0.785486
-194.0,0.0,0.761148
-193.75,0.0,0.793172
-193.5,0.0,0.782924
-193.25,0.0,0.784205
-193.0,0.0,0.785486
-192.75,0.0,0.786767
-192.5,0.0,0.771396
-192.25,0.0,0.76371
-192.0,0.0,0.754744
-191.75,0.0,0.754744
-191.5,0.0,0.753463
-191.25,0.0,0.748339
-191.0,0.0,0.757306
-190.75,0.0,0.756025
-190.5,0.0,0.784205
-190.25,0.0,0.762429
-190.0,0.0,0.715034
-189.75,0.0,0.77652
-189.5,0.0,0.789329
-189.25,0.0,0.775239
-189.0,0.0,0.761148
-188.75,0.0,0.758586
-188.5,0.0,0.775239
-188.25,0.0,0.77652
-188.0,0.0,0.781643
-187.75,0.0,0.788048
-187.5,0.0,0.784205
-187.25,0.0,0.789329
-187.0,0.0,0.784205
-186.75,0.0,0.785486
-186.5,0.0,0.782924
-186.25,0.0,0.789329
-186.0,0.0,0.79061
-185.75,0.0,0.775239
-185.5,0.0,0.788048
-185.25,0.0,0.748339
-185.0,0.0,0.739372
-184.75,0.0,0.786767
-184.5,0.0,0.79061
-184.25,0.0,0.784205
-184.0,0.0,0.800858
-183.75,0.0,0.807262
-183.5,0.0,0.81751
-183.25,0.0,0.822634
-183.0,0.0,0.826477
-182.75,0.0,0.822634
-182.5,0.0,0.818791
-182.25,0.0,0.818791
-182.0,0.0,0.829038
-181.75,0.0,0.812386
-181.5,0.0,0.8047
-181.25,0.0,0.805981
-181.0,0.0,0.812386
-180.75,0.0,0.813667
-180.5,0.0,0.84441
-180.25,0.0,0.84441
-180.0,0.0,0.835443
-179.75,0.0,0.832881
-179.5,0.0,0.835443
-179.25,0.0,0.836724
-179.0,0.0,0.836724
-178.75,0.0,0.846972
-178.5,0.0,0.855938
-178.25,0.0,0.87131
-178.0,0.0,0.89949
-177.75,0.0,0.900771
-177.5,0.0,0.903333
-177.25,0.0,0.9123
-177.0,0.0,0.904614
-176.75,0.0,0.902052
-176.5,0.0,0.896929
-176.25,0.0,0.882838
-176.0,0.0,0.9123
-175.75,0.0,0.914862
-175.5,0.0,0.916143
-175.25,0.0,0.918705
-175.0,0.0,0.927671
-174.75,0.0,0.904614
-174.5,0.0,0.904614
-174.25,0.0,0.927671
-174.0,0.0,0.925109
-173.75,0.0,0.932795
-173.5,0.0,0.934076
-173.25,0.0,0.932795
-173.0,0.0,0.940481
-172.75,0.0,0.940481
-172.5,0.0,0.940481
-172.25,0.0,0.935357
-172.0,0.0,0.934076
-171.75,0.0,0.932795
-171.5,0.0,0.909738
-171.25,0.0,0.919986
-171.0,0.0,0.928952
-170.75,0.0,0.922547
-170.5,0.0,0.921266
-170.25,0.0,0.922547
-170.0,0.0,0.917424
-169.75,0.0,0.913581
-169.5,0.0,0.913581
-169.25,0.0,0.904614
-169.0,0.0,0.902052
-168.75,0.0,0.895648
-168.5,0.0,0.891805
-168.25,0.0,0.893086
-168.0,0.0,0.887962
-167.75,0.0,0.889243
-167.5,0.0,0.890524
-167.25,0.0,0.895648
-167.0,0.0,0.884119
-166.75,0.0,0.884119
-166.5,0.0,0.887962
-166.25,0.0,0.878995
-166.0,0.0,0.877714
-165.75,0.0,0.870029
-165.5,0.0,0.873872
-165.25,0.0,0.872591
-165.0,0.0,0.867467
-164.75,0.0,0.864905
-164.5,0.0,0.861062
-164.25,0.0,0.859781
-164.0,0.0,0.857219
-163.75,0.0,0.857219
-163.5,0.0,0.854657
-163.25,0.0,0.864905
-163.0,0.0,0.853376
-162.75,0.0,0.853376
-162.5,0.0,0.853376
-162.25,0.0,0.850815
-162.0,0.0,0.850815
-161.75,0.0,0.850815
-161.5,0.0,0.850815
-161.25,0.0,0.84441
-161.0,0.0,0.849534
-160.75,0.0,0.8585
-160.5,0.0,0.861062
-160.25,0.0,0.859781
-160.0,0.0,0.861062
-159.75,0.0,0.8585
-159.5,0.0,0.859781
-159.25,0.0,0.8585
-159.0,0.0,0.853376
-158.75,0.0,0.855938
-158.5,0.0,0.852095
-158.25,0.0,0.853376
-158.0,0.0,0.852095
-157.75,0.0,0.854657
-157.5,0.0,0.853376
-157.25,0.0,0.852095
-157.0,0.0,0.849534
-156.75,0.0,0.853376
-156.5,0.0,0.855938
-156.25,0.0,0.859781
-156.0,0.0,0.861062
-155.75,0.0,0.861062
-155.5,0.0,0.861062
-155.25,0.0,0.863624
-155.0,0.0,0.861062
-154.75,0.0,0.8585
-154.5,0.0,0.8585
-154.25,0.0,0.857219
-154.0,0.0,0.857219
-153.75,0.0,0.855938
-153.5,0.0,0.854657
-153.25,0.0,0.852095
-153.0,0.0,0.857219
-152.75,0.0,0.855938
-152.5,0.0,0.853376
-152.25,0.0,0.853376
-152.0,0.0,0.853376
-151.75,0.0,0.850815
-151.5,0.0,0.853376
-151.25,0.0,0.849534
-151.0,0.0,0.840567
-150.75,0.0,0.840567
-150.5,0.0,0.843129
-150.25,0.0,0.841848
-150.0,0.0,0.848253
-149.75,0.0,0.852095
-149.5,0.0,0.846972
-149.25,0.0,0.84441
-149.0,0.0,0.849534
-148.75,0.0,0.845691
-148.5,0.0,0.84441
-148.25,0.0,0.848253
-148.0,0.0,0.845691
-147.75,0.0,0.849534
-147.5,0.0,0.852095
-147.25,0.0,0.850815
-147.0,0.0,0.850815
-146.75,0.0,0.849534
-146.5,0.0,0.852095
-146.25,0.0,0.850815
-146.0,0.0,0.849534
-145.75,0.0,0.845691
-145.5,0.0,0.849534
-145.25,0.0,0.848253
-145.0,0.0,0.846972
-144.75,0.0,0.84441
-144.5,0.0,0.845691
-144.25,0.0,0.846972
-144.0,0.0,0.845691
-143.75,0.0,0.845691
-143.5,0.0,0.839286
-143.25,0.0,0.836724
-143.0,0.0,0.838005
-142.75,0.0,0.838005
-142.5,0.0,0.835443
-142.25,0.0,0.835443
-142.0,0.0,0.834162
-141.75,0.0,0.832881
-141.5,0.0,0.832881
-141.25,0.0,0.8316
-141.0,0.0,0.829038
-140.75,0.0,0.838005
-140.5,0.0,0.838005
-140.25,0.0,0.838005
-140.0,0.0,0.834162
-139.75,0.0,0.829038
-139.5,0.0,0.830319
-139.25,0.0,0.830319
-139.0,0.0,0.836724
-138.75,0.0,0.830319
-138.5,0.0,0.830319
-138.25,0.0,0.8316
-138.0,0.0,0.830319
-137.75,0.0,0.835443
-137.5,0.0,0.830319
-137.25,0.0,0.838005
-137.0,0.0,0.836724
-136.75,0.0,0.832881
-136.5,0.0,0.834162
-136.25,0.0,0.834162
-136.0,0.0,0.832881
-135.75,0.0,0.832881
-135.5,0.0,0.8316
-135.25,0.0,0.827757
-135.0,0.0,0.829038
-134.75,0.0,0.829038
-134.5,0.0,0.827757
-134.25,0.0,0.829038
-134.0,0.0,0.834162
-133.75,0.0,0.8316
-133.5,0.0,0.835443
-133.25,0.0,0.835443
-133.0,0.0,1.174037
-132.75,0.0,1.271493
-132.5,0.0,0.8316
-132.25,0.0,0.830319
-132.0,0.0,0.830319
-131.75,0.0,0.823915
-131.5,0.0,1.09459
-131.25,0.0,0.890915
-131.0,0.0,1.372724
-130.75,0.0,1.256116
-130.5,0.0,1.303528
-130.25,0.0,1.416292
-130.0,0.0,0.808543
-129.75,0.0,0.811105
-129.5,0.0,0.81751
-129.25,0.0,0.821353
-129.0,0.0,0.825196
-128.75,0.0,0.827757
-128.5,0.0,0.830319
-128.25,0.0,0.8316
-128.0,0.0,0.834162
-127.75,0.0,0.832881
-127.5,0.0,0.8316
-127.25,0.0,0.829038
-127.0,0.0,0.826477
-126.75,0.0,0.823915
-126.5,0.0,0.825196
-126.25,0.0,0.81751
-126.0,0.0,0.81751
-125.75,0.0,0.816229
-125.5,0.0,0.813667
-125.25,0.0,0.813667
-125.0,0.0,0.811105
-124.75,0.0,0.809824
-124.5,0.0,0.809824
-124.25,0.0,0.8047
-124.0,0.0,0.808543
-123.75,0.0,0.80342
-123.5,0.0,0.805981
-123.25,0.0,0.80342
-123.0,0.0,0.805981
-122.75,0.0,0.805981
-122.5,0.0,0.820072
-122.25,0.0,0.813667
-122.0,0.0,0.830319
-121.75,0.0,0.836724
-121.5,0.0,0.839286
-121.25,0.0,0.845691
-121.0,0.0,0.855938
-120.75,0.0,0.861062
-120.5,0.0,0.8585
-120.25,0.0,0.855938
-120.0,0.0,0.848253
-119.75,0.0,0.845691
-119.5,0.0,0.845691
-119.25,0.0,0.846972
-119.0,0.0,0.845691
-118.75,0.0,0.84441
-118.5,0.0,0.84441
-118.25,0.0,0.843129
-118.0,0.0,0.84441
-117.75,0.0,0.839286
-117.5,0.0,0.838005
-117.25,0.0,0.839286
-117.0,0.0,0.838005
-116.75,0.0,0.836724
-116.5,0.0,0.840567
-116.25,0.0,0.839286
-116.0,0.0,0.840567
-115.75,0.0,0.843129
-115.5,0.0,0.846972
-115.25,0.0,0.849534
-115.0,0.0,0.850815
-114.75,0.0,0.850815
-114.5,0.0,0.852095
-114.25,0.0,0.853376
-114.0,0.0,0.850815
-113.75,0.0,0.850815
-113.5,0.0,0.848253
-113.25,0.0,0.849534
-113.0,0.0,0.845691
-112.75,0.0,0.845691
-112.5,0.0,0.846972
-112.25,0.0,0.846972
-112.0,0.0,0.846972
-111.75,0.0,0.845691
-111.5,0.0,0.845691
-111.25,0.0,0.841848
-111.0,0.0,0.840567
-110.75,0.0,0.843129
-110.5,0.0,0.840567
-110.25,0.0,0.846972
-110.0,0.0,0.840567
-109.75,0.0,0.839286
-109.5,0.0,0.840567
-109.25,0.0,0.838005
-109.0,0.0,0.836724
-108.75,0.0,0.839286
-108.5,0.0,0.838005
-108.25,0.0,0.841848
-108.0,0.0,0.835443
-107.75,0.0,0.834162
-107.5,0.0,0.834162
-107.25,0.0,0.8316
-107.0,0.0,0.830319
-106.75,0.0,0.832881
-106.5,0.0,0.836724
-106.25,0.0,0.830319
-106.0,0.0,0.832881
-105.75,0.0,0.830319
-105.5,0.0,0.829038
-105.25,0.0,0.830319
-105.0,0.0,0.8316
-104.75,0.0,0.829038
-104.5,0.0,0.827757
-104.25,0.0,0.826477
-104.0,0.0,0.829038
-103.75,0.0,0.829038
-103.5,0.0,0.8316
-103.25,0.0,0.827757
-103.0,0.0,0.825196
-102.75,0.0,0.823915
-102.5,0.0,0.827757
-102.25,0.0,0.826477
-102.0,0.0,0.826477
-101.75,0.0,0.826477
-101.5,0.0,0.826477
-101.25,0.0,0.829038
-101.0,0.0,0.829038
-100.75,0.0,0.834162
-100.5,0.0,0.8316
-100.25,0.0,0.826477
-100.0,0.0,0.830319
-99.75,0.0,0.829038
-99.5,0.0,0.827757
-99.25,0.0,0.826477
-99.0,0.0,0.826477
-98.75,0.0,0.825196
-98.5,0.0,0.827757
-98.25,0.0,0.832881
-98.0,0.0,0.825196
-97.75,0.0,0.825196
-97.5,0.0,0.823915
-97.25,0.0,0.827757
-97.0,0.0,0.822634
-96.75,0.0,0.820072
-96.5,0.0,0.821353
-96.25,0.0,0.822634
-96.0,0.0,0.823915
-95.75,0.0,0.818791
-95.5,0.0,0.820072
-95.25,0.0,0.818791
-95.0,0.0,0.821353
-94.75,0.0,0.816229
-94.5,0.0,0.818791
-94.25,0.0,0.818791
-94.0,0.0,0.818791
-93.75,0.0,0.818791
-93.5,0.0,0.820072
-93.25,0.0,0.820072
-93.0,0.0,0.821353
-92.75,0.0,0.821353
-92.5,0.0,0.822634
-92.25,0.0,0.823915
-92.0,0.0,0.823915
-91.75,0.0,0.81751
-91.5,0.0,0.816229
-91.25,0.0,0.814948
-91.0,0.0,0.81751
-90.75,0.0,0.816229
-90.5,0.0,0.814948
-90.25,0.0,0.814948
-90.0,0.0,0.814948
-89.75,0.0,0.814948
-89.5,0.0,0.814948
-89.25,0.0,0.816229
-89.0,0.0,0.81751
-88.75,0.0,0.81751
-88.5,0.0,0.814948
-88.25,0.0,0.812386
-88.0,0.0,0.811105
-87.75,0.0,0.816229
-87.5,0.0,0.813667
-87.25,0.0,0.813667
-87.0,0.0,0.814948
-86.75,0.0,0.820072
-86.5,0.0,0.813667
-86.25,0.0,0.812386
-86.0,0.0,0.813667
-85.75,0.0,0.811105
-85.5,0.0,0.812386
-85.25,0.0,0.812386
-85.0,0.0,0.813667
-84.75,0.0,0.813667
-84.5,0.0,0.814948
-84.25,0.0,0.813667
-84.0,0.0,0.816229
-83.75,0.0,0.813667
-83.5,0.0,0.81751
-83.25,0.0,0.821353
-83.0,0.0,0.822634
-82.75,0.0,0.825196
-82.5,0.0,0.830319
-82.25,0.0,0.827757
-82.0,0.0,0.830319
-81.75,0.0,0.826477
-81.5,0.0,0.826477
-81.25,0.0,0.829038
-81.0,0.0,0.825196
-80.75,0.0,0.826477
-80.5,0.0,0.825196
-80.25,0.0,0.826477
-80.0,0.0,0.821353
-79.75,0.0,0.825196
-79.5,0.0,0.832881
-79.25,0.0,0.839286
-79.0,0.0,0.846972
-78.75,0.0,0.861062
-78.5,0.0,0.864905
-78.25,0.0,0.863624
-78.0,0.0,0.862343
-77.75,0.0,0.861062
-77.5,0.0,0.859781
-77.25,0.0,0.855938
-77.0,0.0,0.852095
-76.75,0.0,0.846972
-76.5,0.0,0.84441
-76.25,0.0,0.846972
-76.0,0.0,0.840567
-75.75,0.0,0.839286
-75.5,0.0,0.836724
-75.25,0.0,0.834162
-75.0,0.0,0.832881
-74.75,0.0,0.8316
-74.5,0.0,0.8316
-74.25,0.0,0.830319
-74.0,0.0,0.827757
-73.75,0.0,0.829038
-73.5,0.0,0.827757
-73.25,0.0,0.829038
-73.0,0.0,0.830319
-72.75,0.0,0.834162
-72.5,0.0,0.832881
-72.25,0.0,0.825196
-72.0,0.0,0.823915
-71.75,0.0,0.825196
-71.5,0.0,0.829038
-71.25,0.0,0.825196
-71.0,0.0,0.825196
-70.75,0.0,0.825196
-70.5,0.0,0.826477
-70.25,0.0,0.826477
-70.0,0.0,0.825196
-69.75,0.0,0.825196
-69.5,0.0,0.823915
-69.25,0.0,0.821353
-69.0,0.0,0.820072
-68.75,0.0,0.825196
-68.5,0.0,0.822634
-68.25,0.0,0.825196
-68.0,0.0,0.821353
-67.75,0.0,0.825196
-67.5,0.0,0.825196
-67.25,0.0,0.823915
-67.0,0.0,0.822634
-66.75,0.0,0.822634
-66.5,0.0,0.826477
-66.25,0.0,0.820072
-66.0,0.0,0.821353
-65.75,0.0,0.820072
-65.5,0.0,0.818791
-65.25,0.0,0.81751
-65.0,0.0,0.818791
-64.75,0.0,0.81751
-64.5,0.0,0.816229
-64.25,0.0,0.814948
-64.0,0.0,0.813667
-63.75,0.0,0.816229
-63.5,0.0,0.812386
-63.25,0.0,0.813667
-63.0,0.0,0.813667
-62.75,0.0,0.816229
-62.5,0.0,0.812386
-62.25,0.0,0.813667
-62.0,0.0,0.81751
-61.75,0.0,0.814948
-61.5,0.0,0.811105
-61.25,0.0,0.811105
-61.0,0.0,0.811105
-60.75,0.0,0.813667
-60.5,0.0,0.813667
-60.25,0.0,0.812386
-60.0,0.0,0.8047
-59.75,0.0,0.805981
-59.5,0.0,0.8047
-59.25,0.0,0.805981
-59.0,0.0,0.8047
-58.75,0.0,0.8047
-58.5,0.0,0.80342
-58.25,0.0,0.802139
-58.0,0.0,0.80342
-57.75,0.0,0.80342
-57.5,0.0,0.80342
-57.25,0.0,0.80342
-57.0,0.0,0.800858
-56.75,0.0,0.799577
-56.5,0.0,0.802139
-56.25,0.0,0.800858
-56.0,0.0,0.798296
-55.75,0.0,0.802139
-55.5,0.0,0.799577
-55.25,0.0,0.799577
-55.0,0.0,0.802139
-54.75,0.0,0.805981
-54.5,0.0,0.800858
-54.25,0.0,0.802139
-54.0,0.0,0.80342
-53.75,0.0,0.802139
-53.5,0.0,0.802139
-53.25,0.0,0.802139
-53.0,0.0,0.800858
-52.75,0.0,0.802139
-52.5,0.0,0.800858
-52.25,0.0,0.8047
-52.0,0.0,0.8047
-51.75,0.0,0.802139
-51.5,0.0,0.808543
-51.25,0.0,0.800858
-51.0,0.0,0.800858
