time_seconds,HR_min,HR_max
-46,73.52,148.72
-45,73.5,150.25
-44,73.4,150.17
-43,73.3,150.25
-42,73.22,152.92
-41,73.13,152.62
-40,73.07,152.7
-39,72.97,150.93
-38,72.85,148.65
-37,72.72,149.15
-36,72.6,151.0
-35,72.57,152.23
-34,72.5,154.05
-33,72.33,155.82
-32,72.17,155.82
-31,72.08,155.82
-30,72.02,156.12
-29,71.93,156.27
-28,71.83,156.42
-27,71.7,156.43
-26,71.58,156.45
-25,71.42,156.48
-24,71.37,156.43
-23,71.48,156.37
-22,71.58,156.3
-21,71.8,156.18
-20,72.07,156.02
-19,72.18,155.45
-18,72.23,154.88
-17,72.22,156.05
-16,72.22,157.17
-15,72.25,156.77
-14,72.23,155.5
-13,72.2,155.17
-12,72.18,156.33
-11,71.9,157.47
-10,71.68,158.53
-9,72.05,159.65
-8,72.4,160.78
-7,72.55,159.33
-6,72.7,158.93
-5,72.88,157.5
-4,73.33,157.2
-3,73.73,155.75
-2,74.08,155.42
-1,74.33,155.38
0,74.42,156.53
1,74.5,157.65
2,74.62,158.72
3,74.7,159.78
4,74.73,160.82
5,74.78,161.48
6,74.85,162.13
7,74.98,161.07
8,75.07,159.95
9,75.13,158.88
10,75.3,158.88
11,75.55,157.8
12,75.73,156.73
13,75.8,155.67
14,75.8,154.57
15,75.82,153.38
16,75.6,152.3
17,75.45,151.08
18,75.45,149.43
19,75.55,149.35
20,75.82,147.37
21,76.05,149.03
22,76.3,151.23
23,76.12,152.65
24,75.95,152.65
25,75.88,153.25
26,75.9,153.25
27,75.88,153.25
28,76.15,153.17
29,76.77,153.22
30,77.4,154.78
31,78.0,156.28
32,78.38,157.8
33,78.23,158.2
34,78.1,158.62
35,77.97,159.02
36,77.83,159.52
37,77.75,160.03
38,77.67,160.52
39,77.65,161.02
40,77.63,161.55
41,77.52,162.08
42,77.38,162.65
43,77.23,161.48
44,77.18,160.42
45,77.18,160.83
46,77.15,162.12
47,77.12,162.47
48,77.05,161.3
49,76.97,160.17
50,76.87,159.1
51,76.85,157.93
52,76.8,156.8
53,76.73,158.23
54,76.65,158.67
55,76.53,160.12
56,76.38,160.43
57,76.1,161.88
58,75.78,162.23
59,75.62,162.28
60,75.4,161.15
61,75.25,160.03
62,75.08,158.97
63,74.93,157.87
64,74.8,156.82
65,74.68,156.85
66,74.53,156.83
67,74.33,156.85
68,74.07,156.87
69,73.77,156.87
70,73.43,156.88
71,73.08,156.92
72,72.73,156.95
73,72.35,156.98
74,71.92,156.78
75,71.57,156.78
76,71.22,156.77
77,70.9,156.82
78,70.38,157.3
79,69.87,157.8
80,69.37,158.62
81,69.0,157.55
82,68.58,156.47
83,68.22,155.6
84,67.85,155.88
85,67.48,156.12
86,67.13,156.33
87,66.85,156.55
88,66.62,156.88
89,66.38,157.33
90,66.17,157.77
91,65.97,158.17
92,65.75,158.53
93,65.77,158.93
94,65.85,159.62
95,65.93,160.27
96,66.07,160.92
97,66.2,161.62
98,66.35,162.28
99,66.47,162.8
100,66.62,163.32
101,66.82,163.72
102,67.03,164.38
103,67.3,165.05
104,67.53,165.75
105,67.7,166.22
106,67.85,166.05
107,68.0,165.83
108,68.15,165.53
109,68.33,165.25
110,68.42,164.93
111,68.42,164.58
112,68.8,164.15
113,69.2,163.7
114,69.77,163.1
115,70.3,162.53
116,70.97,161.98
117,71.65,161.4
118,72.38,160.82
119,73.02,160.13
120,73.55,159.47
121,74.22,158.87
122,74.65,158.23
123,74.53,157.58
124,74.42,156.88
125,74.28,156.15
126,74.13,155.33
127,74.0,154.53
128,73.92,153.65
129,73.9,152.77
130,73.88,151.85
131,73.87,150.97
132,73.9,150.1
133,73.95,149.28
134,73.97,148.5
135,73.97,147.7
136,74.02,146.9
137,74.07,146.1
138,74.1,145.72
139,74.12,145.73
140,74.23,145.77
141,74.48,145.78
142,74.73,145.78
143,74.92,145.77
144,75.07,145.8
145,75.25,145.8
146,75.43,145.8
147,75.65,145.77
148,75.87,145.75
149,76.08,145.68
150,76.3,145.65
151,76.23,145.62
152,76.0,145.63
153,75.8,145.67
154,75.57,145.68
155,75.85,145.75
156,76.13,145.82
157,76.38,145.88
158,76.6,145.97
159,76.85,145.62
160,77.08,145.08
161,77.32,144.5
162,77.58,143.98
163,77.87,143.45
164,78.13,142.9
165,78.07,142.33
166,78.02,141.77
167,77.98,140.85
168,77.93,139.97
169,77.92,139.08
170,77.93,138.15
171,77.92,137.2
172,77.88,137.05
173,77.83,137.05
174,77.57,137.07
175,77.32,137.1
176,76.93,137.13
177,76.58,137.13
178,76.35,137.12
179,75.97,137.1
180,75.6,137.1
181,75.18,137.13
182,74.85,137.13
183,74.47,137.08
184,74.08,137.05
185,73.82,137.02
186,73.57,137.02
187,73.33,137.07
188,73.02,137.08
189,72.72,137.12
190,72.43,137.15
191,71.97,137.18
192,71.53,137.22
193,71.52,137.23
194,71.45,137.2
195,71.32,137.15
196,71.17,137.12
197,71.08,137.1
198,70.92,137.1
199,70.82,137.1
200,70.72,137.08
201,70.65,137.07
202,70.57,137.05
203,70.53,137.07
204,70.45,137.05
205,70.45,137.07
206,70.47,137.07
207,70.48,137.07
208,70.45,137.08
209,70.42,137.15
210,70.38,137.18
211,70.33,137.18
212,70.17,137.2
213,70.0,137.22
214,69.82,137.22
215,69.68,137.22
216,69.58,137.17
217,69.52,137.1
218,69.65,137.45
219,69.85,137.88
220,69.97,138.33
221,70.13,138.8
222,70.37,139.3
223,70.7,139.82
224,71.02,140.35
225,71.28,140.85
226,71.48,141.37
227,71.72,142.0
228,71.98,142.92
229,72.32,143.82
230,72.55,144.78
231,72.77,145.75
232,72.93,145.92
233,73.15,145.9
234,73.37,145.87
235,73.52,145.83
236,73.63,145.78
237,73.7,145.77
238,73.68,145.72
239,73.88,145.67
240,74.45,145.57
241,75.0,145.43
242,75.53,145.32
243,76.18,145.22
244,76.77,145.15
245,76.77,145.07
246,76.77,145.05
247,76.8,144.98
248,76.83,144.95
249,76.88,144.9
250,76.95,144.88
251,76.98,144.87
252,77.05,144.83
253,77.1,144.82
254,77.15,144.83
255,77.2,144.82
256,77.17,144.82
257,77.1,144.82
258,77.07,144.83
259,76.93,144.83
260,76.68,144.87
261,76.45,144.92
262,76.25,144.98
263,75.95,144.98
264,75.63,145.0
265,75.27,144.97
266,75.12,144.97
267,74.97,144.97
268,74.85,144.95
269,74.78,144.88
270,74.67,144.85
271,74.53,144.85
272,74.4,144.85
273,74.25,144.87
274,74.08,144.9
275,74.02,144.92
276,73.95,144.97
277,73.85,145.02
278,73.78,145.08
279,73.7,145.13
280,73.58,145.15
281,73.4,145.17
282,73.17,145.17
283,72.93,145.13
284,72.7,145.13
285,72.58,145.12
286,72.52,145.07
287,72.58,145.02
288,72.65,144.97
289,72.65,144.95
290,72.58,144.9
291,72.52,144.92
292,72.4,144.92
293,72.33,144.9
294,72.23,144.73
295,72.28,144.38
296,72.32,143.98
297,72.15,143.57
298,71.98,143.18
299,71.8,142.65
300,71.58,142.55
301,71.33,142.57
302,71.12,142.58
303,71.03,142.62
304,70.97,142.62
305,70.88,142.63
306,70.78,142.6
307,70.67,142.57
308,70.55,142.5
309,70.42,142.47
310,70.13,142.48
311,69.87,142.48
312,69.65,142.47
313,69.43,142.45
314,69.22,142.4
315,69.02,142.35
316,68.85,142.27
317,68.72,142.18
318,68.63,142.13
319,68.6,142.08
320,68.62,142.1
321,68.65,142.15
322,69.07,142.22
323,69.53,142.28
324,69.98,142.33
325,70.5,142.35
326,70.77,142.33
327,70.97,142.23
328,71.22,142.15
329,71.4,142.1
330,71.63,142.05
331,71.83,142.0
332,72.02,141.98
333,72.22,142.05
334,72.47,142.03
335,72.58,142.02
336,72.7,141.8
337,72.82,141.47
338,72.93,141.13
339,73.12,140.83
340,73.32,140.65
341,73.57,140.42
342,73.87,140.15
343,74.2,139.9
344,74.55,139.63
345,74.77,139.33
346,74.93,138.98
347,75.1,138.62
348,75.33,138.23
349,75.57,137.82
350,75.73,137.38
351,75.9,136.92
352,76.07,136.47
353,76.03,136.0
354,76.05,135.55
355,76.42,135.02
356,76.83,134.47
357,77.23,133.9
358,77.63,133.32
359,78.05,132.73
360,78.47,132.08
361,79.0,131.4
362,79.5,130.53
363,79.93,129.6
364,80.35,128.55
365,80.8,130.62
366,81.32,132.6
367,81.82,134.48
368,82.37,135.2
369,82.93,136.0
370,83.55,135.98
371,84.2,136.85
372,84.35,136.47
373,84.42,137.3
374,84.47,136.8
375,84.58,138.83
376,84.62,139.43
377,83.93,140.2
378,83.18,139.67
379,82.45,140.37
380,81.73,139.37
381,80.98,141.62
382,80.38,142.57
383,79.77,142.45
384,79.18,142.23
385,78.68,143.78
386,78.42,142.78
387,78.27,142.53
388,78.12,143.32
389,77.92,144.58
390,77.72,145.87
391,77.48,146.3
392,77.3,146.02
393,77.48,146.45
394,77.67,146.5
395,77.87,146.62
396,78.07,146.67
397,78.17,146.32
398,78.33,146.35
399,78.47,146.38
400,78.75,146.95
401,79.02,146.12
402,79.28,145.95
403,79.5,144.9
404,79.63,143.85
405,79.55,142.97
406,79.45,142.28
407,79.43,141.43
408,79.43,140.52
409,79.43,140.42
410,79.52,140.32
411,79.6,138.35
412,79.48,137.68
413,79.4,137.48
414,79.38,136.77
415,79.43,135.52
416,79.65,133.5
417,79.75,132.37
418,79.72,132.52
419,79.68,132.7
420,79.7,132.92
421,79.7,134.15
422,79.78,135.5
423,79.88,136.83
424,79.95,136.9
425,79.98,136.85
426,80.18,135.15
427,80.53,133.47
428,80.92,132.97
429,81.25,132.65
430,81.6,132.33
431,81.98,132.0
432,82.33,131.72
433,82.65,131.47
434,82.67,131.28
435,82.73,129.88
436,82.98,128.92
437,83.23,129.53
438,83.48,130.08
439,83.7,130.63
440,83.88,131.22
441,84.1,131.8
442,84.15,132.37
443,84.23,132.9
444,84.28,133.25
445,84.25,133.57
446,84.13,133.87
447,83.97,134.13
448,83.72,134.4
449,83.52,134.65
450,83.32,134.83
451,83.17,135.18
452,83.03,135.77
453,83.03,136.3
454,83.07,136.8
455,83.22,137.22
456,83.42,137.62
457,83.7,138.05
458,83.9,138.5
459,84.1,138.92
460,84.28,139.33
461,84.28,139.75
462,84.32,140.2
463,84.37,140.62
464,84.48,140.92
465,84.65,141.13
466,84.57,141.43
467,84.5,141.75
468,84.48,142.08
469,84.45,142.43
470,84.33,142.77
471,84.12,142.85
472,83.67,142.98
473,83.4,143.13
474,83.08,143.3
475,82.78,143.47
476,82.5,143.58
477,82.18,143.67
478,81.83,143.65
479,81.53,143.65
480,81.25,143.65
481,80.97,143.65
482,80.68,143.63
483,80.38,143.63
484,80.03,143.63
485,79.58,143.67
486,79.18,143.72
487,78.83,143.78
488,78.52,143.85
489,78.25,143.93
490,77.78,143.93
491,77.4,143.93
492,77.02,143.93
493,76.65,143.92
494,76.28,143.87
495,75.9,143.83
496,75.55,143.83
497,75.18,143.82
498,74.85,143.82
499,74.53,143.82
500,74.22,143.8
501,74.03,143.78
502,73.92,143.8
503,74.05,143.85
504,74.2,144.08
505,74.33,144.37
506,74.47,144.6
507,74.6,144.9
508,74.67,145.18
509,74.73,145.47
510,74.78,145.8
511,74.8,145.97
512,74.43,145.95
513,73.7,145.97
514,73.02,145.98
515,72.28,146.0
516,71.5,146.03
517,70.75,145.9
518,70.28,145.75
519,70.07,145.62
520,69.65,145.47
521,69.22,145.35
522,68.78,145.33
523,68.37,145.32
524,67.97,145.25
525,67.75,145.25
526,67.47,145.28
527,67.18,145.32
528,66.9,145.3
529,66.62,145.28
530,66.67,145.25
531,66.72,145.23
532,66.73,145.2
533,66.75,145.17
534,66.8,145.02
535,66.83,144.83
536,66.97,144.7
537,67.07,144.58
538,67.12,144.43
539,67.12,144.23
540,67.1,144.0
541,66.92,143.8
542,66.75,143.62
543,66.55,143.42
544,66.28,143.22
545,66.08,142.98
546,65.82,142.78
547,65.55,142.58
548,65.25,142.37
549,64.97,142.13
550,64.7,141.9
551,64.37,141.7
552,64.07,141.52
553,63.72,141.37
554,63.37,141.2
555,63.0,141.23
556,62.73,141.28
557,62.55,141.32
558,62.38,141.37
559,62.22,141.38
560,62.07,141.37
561,61.95,141.37
562,62.0,141.38
563,62.18,141.33
564,62.4,141.28
565,62.58,141.23
566,62.78,141.23
567,62.97,141.23
568,63.22,141.28
569,63.5,141.3
570,63.8,141.28
571,64.05,141.3
572,64.3,141.32
573,64.5,141.35
574,64.65,141.33
575,64.82,141.35
576,65.0,141.35
577,65.2,141.48
578,65.13,141.63
579,64.95,141.78
580,64.95,141.93
581,64.98,142.03
582,65.15,142.0
583,65.27,142.0
584,65.4,141.97
585,65.45,141.88
586,65.57,141.75
587,65.73,141.57
588,65.88,141.42
589,66.05,141.3
590,65.9,141.22
591,65.83,141.23
592,65.8,141.22
593,65.73,141.2
594,65.65,141.28
595,65.62,141.42
596,65.52,141.55
597,65.48,141.7
598,65.45,141.85
599,65.53,142.05
600,65.62,142.28
601,65.83,142.52
602,66.07,142.7
603,66.32,142.93
604,66.6,143.15
605,66.92,143.37
606,67.48,143.55
607,68.0,143.73
608,68.57,143.93
609,69.12,144.15
610,69.67,144.35
611,70.25,144.5
612,70.87,144.65
613,71.52,144.82
614,72.18,145.02
615,72.83,145.0
616,73.47,144.95
617,74.1,144.9
618,74.7,144.83
619,75.27,144.65
620,75.82,144.5
621,75.82,144.35
622,75.82,144.18
623,75.82,144.05
624,75.75,143.95
625,75.67,143.87
626,75.6,143.83
627,75.55,143.8
628,75.5,143.78
629,75.45,143.38
630,75.47,142.9
631,75.47,142.38
632,75.48,141.72
633,75.5,141.07
634,75.47,140.52
635,75.28,139.9
636,75.12,139.28
637,74.95,138.68
638,74.73,138.1
639,74.55,137.48
640,74.45,136.85
641,74.37,136.33
642,74.25,135.87
643,74.13,135.35
644,74.05,134.9
645,73.98,134.57
646,73.95,134.6
647,73.9,135.07
648,73.82,134.48
649,73.78,133.72
650,73.83,133.45
651,73.88,133.12
652,74.05,132.82
653,74.25,132.53
654,74.43,132.18
655,74.47,131.78
656,74.65,131.37
657,74.82,130.9
658,74.98,130.45
659,74.93,130.0
660,74.87,129.52
661,74.9,128.98
662,74.87,128.5
663,74.87,127.95
664,74.95,127.42
665,75.13,126.92
666,75.47,126.43
667,75.7,125.93
668,75.95,125.42
669,76.28,124.9
670,76.53,124.42
671,76.8,124.47
672,77.1,124.55
673,77.38,124.57
674,77.63,124.63
675,77.85,124.62
676,78.07,124.57
677,78.18,124.47
678,78.33,124.28
679,78.45,124.08
680,78.58,123.83
681,78.7,123.55
682,78.85,123.17
683,78.72,122.73
684,78.27,122.22
685,77.95,121.67
686,77.6,121.12
687,77.3,120.6
688,77.0,120.08
689,76.73,119.52
690,76.83,118.97
691,76.93,118.43
692,77.02,117.77
693,77.13,117.12
694,77.28,116.7
695,77.4,117.53
696,77.5,118.4
697,77.63,119.27
698,77.82,120.12
699,78.02,120.13
700,78.23,120.13
701,78.53,120.12
702,78.83,119.05
703,79.17,119.72
704,79.18,120.33
705,78.82,120.88
706,78.85,121.47
707,78.85,122.07
708,78.78,122.7
709,78.87,123.55
710,79.07,124.4
711,79.32,125.28
712,79.52,126.18
713,79.68,127.07
714,79.82,127.93
715,79.95,128.87
716,80.07,129.4
717,80.13,129.93
718,80.15,130.47
719,80.18,131.02
720,80.23,131.55
721,80.12,131.25
722,79.53,131.12
723,79.03,131.03
724,78.43,130.98
725,77.87,130.9
726,77.32,130.83
727,76.7,130.75
728,75.95,130.67
729,75.23,130.58
730,74.75,130.52
731,74.77,130.6
732,74.8,130.7
733,74.85,130.75
734,74.92,130.88
735,74.98,130.97
736,75.03,131.08
737,75.08,131.2
738,75.15,131.35
739,75.22,131.92
740,75.3,132.45
741,75.37,132.92
742,75.42,133.42
743,74.87,133.77
744,74.23,134.1
745,73.63,134.07
746,73.12,134.08
747,72.58,134.13
748,71.97,134.17
749,71.75,134.22
750,71.48,134.25
751,71.28,134.28
752,71.17,134.32
753,71.0,134.32
754,70.8,134.32
755,70.62,134.3
756,70.45,134.27
757,70.32,134.23
758,70.2,134.18
759,70.37,134.15
760,70.55,134.12
761,70.7,134.1
762,70.85,134.08
763,70.97,134.08
764,71.1,134.1
765,71.25,134.15
766,71.4,134.2
767,71.47,134.25
768,71.48,134.28
769,71.52,134.28
770,71.55,134.33
771,71.53,134.32
772,71.5,134.3
773,71.4,134.27
774,71.35,134.23
775,71.43,134.2
776,71.63,134.57
777,71.63,134.93
778,71.32,135.27
779,71.07,135.6
780,70.78,135.98
781,70.7,136.47
782,70.6,136.93
783,70.43,136.62
784,70.3,136.28
785,70.15,135.97
786,70.0,135.63
787,69.82,135.32
788,69.62,134.98
789,69.48,134.6
790,69.33,134.2
791,69.18,133.82
792,68.98,133.42
793,68.78,133.08
794,68.7,132.68
795,68.58,132.3
796,68.45,131.9
797,68.27,131.48
798,68.38,131.03
799,68.55,130.2
800,68.7,129.4
801,68.87,128.58
802,69.07,127.78
803,69.28,127.0
804,69.57,126.22
805,69.87,125.4
806,70.15,124.57
807,70.42,123.68
808,70.68,123.23
809,70.9,122.75
810,71.12,122.25
811,71.32,121.73
812,71.5,121.23
813,71.72,120.73
814,71.97,120.22
815,72.2,119.72
816,72.43,119.22
817,72.7,118.7
818,73.0,117.88
819,73.35,117.08
820,73.73,116.3
821,74.1,115.52
822,74.45,114.72
823,74.83,113.92
824,75.23,113.22
825,75.63,112.52
826,75.48,111.82
827,75.0,110.92
828,74.57,110.03
829,74.08,109.18
830,73.67,108.62
831,73.45,108.12
832,73.27,107.57
833,73.17,107.07
834,73.12,106.57
835,73.1,106.05
836,73.12,105.52
837,73.13,104.98
838,73.17,104.5
839,73.22,104.05
840,73.37,104.5
841,73.58,104.97
842,73.78,105.42
843,74.0,105.92
844,74.02,106.38
845,74.05,106.83
846,74.08,107.32
847,74.05,107.42
848,74.08,107.4
849,74.18,107.3
850,74.13,107.22
851,74.02,107.1
852,74.02,106.98
853,74.02,106.8
854,74.08,106.95
855,74.13,107.43
856,74.17,107.87
857,74.2,108.32
858,74.2,108.78
859,74.17,109.28
860,74.15,109.75
861,74.13,110.18
862,74.1,110.6
863,73.82,111.02
864,73.6,111.43
865,73.38,111.7
866,73.23,111.97
867,73.08,112.27
868,72.85,111.88
869,72.62,111.48
870,72.35,111.12
871,72.22,110.77
872,72.1,110.38
873,72.02,109.95
874,71.87,110.28
875,71.65,110.77
876,71.45,111.25
877,71.22,111.77
878,70.95,112.18
879,70.67,112.58
880,70.42,112.97
881,70.17,113.37
882,69.95,113.75
883,69.75,114.13
884,69.55,114.17
885,69.35,114.03
886,69.2,113.88
887,69.12,113.95
888,69.05,114.0
889,69.03,114.02
890,69.03,113.73
891,69.08,113.43
892,69.05,113.17
893,69.08,112.88
894,69.1,112.62
895,69.12,112.35
896,69.13,112.07
897,69.18,111.73
898,69.33,111.35
899,69.47,110.97
900,69.6,110.58
901,69.75,110.25
902,69.9,110.13
903,70.03,110.68
904,70.15,111.22
905,70.25,111.73
906,70.32,112.27
907,70.45,112.78
908,70.62,113.15
909,70.58,113.52
910,70.47,113.98
911,70.33,114.42
912,70.2,114.83
913,70.12,115.25
914,70.05,115.63
915,69.8,116.0
916,69.53,116.42
917,69.28,116.82
918,69.02,117.2
919,68.75,117.5
920,68.52,117.83
921,68.28,118.23
922,68.4,118.63
923,68.4,119.03
924,68.4,119.42
925,68.47,119.93
926,68.6,120.47
927,68.75,121.02
928,68.92,121.83
929,69.13,122.7
930,69.43,123.53
931,69.75,124.38
932,70.03,125.27
933,70.3,126.22
934,70.62,126.42
935,70.93,126.45
936,71.27,126.47
937,71.57,126.47
938,71.87,126.87
939,72.2,127.28
940,72.5,127.67
941,72.8,128.07
942,73.15,128.48
943,73.47,128.88
944,73.85,129.53
945,74.22,130.35
946,74.62,131.17
947,74.98,132.02
948,75.37,132.83
949,75.6,133.65
950,75.85,134.45
951,76.12,135.27
952,76.48,135.65
953,76.87,136.02
954,77.23,136.4
955,77.07,136.75
956,76.97,137.12
957,76.85,137.38
958,76.75,137.47
959,76.72,137.53
960,76.67,137.58
961,76.67,137.58
962,76.73,137.38
963,76.82,136.53
964,76.93,135.65
965,77.12,134.83
966,77.3,134.03
967,77.47,133.23
968,77.28,132.43
969,77.17,131.63
970,77.13,130.75
971,77.12,129.88
972,77.17,129.02
973,77.18,128.18
974,77.17,127.32
975,77.08,126.47
976,77.0,125.62
977,76.95,124.75
978,76.82,123.88
979,76.65,123.07
980,76.4,122.25
981,76.12,121.4
982,75.7,120.57
983,75.4,119.75
984,75.12,118.97
985,74.77,118.22
986,74.37,117.45
987,73.93,116.62
988,73.55,115.77
989,73.13,114.9
990,72.67,114.98
991,72.13,115.13
992,71.63,115.28
993,71.17,115.38
994,70.65,115.45
995,70.15,115.47
996,69.62,115.55
997,69.1,115.63
998,68.67,115.75
999,68.2,115.82
1000,67.72,115.87
1001,67.25,115.9
1002,66.73,115.92
1003,66.22,115.92
1004,65.7,115.92
1005,65.23,115.77
1006,64.78,115.62
1007,64.27,115.48
1008,63.7,115.33
1009,63.28,115.17
1010,62.88,115.0
1011,62.5,114.83
1012,62.1,114.65
1013,61.75,114.48
1014,61.43,114.32
1015,61.1,114.18
1016,60.8,114.08
1017,60.5,113.95
1018,60.2,113.85
1019,59.93,113.73
1020,59.67,113.63
1021,59.4,113.53
1022,59.08,113.47
1023,58.75,113.42
1024,58.42,113.35
1025,58.12,113.42
1026,57.9,113.47
1027,57.67,113.53
1028,57.42,113.62
1029,57.22,113.75
1030,57.05,113.87
1031,56.9,113.98
1032,56.83,114.03
1033,56.77,114.02
1034,56.77,113.88
1035,56.75,113.72
1036,56.77,113.55
1037,56.8,113.4
1038,56.8,113.23
1039,56.62,112.98
1040,56.52,112.8
1041,56.37,112.6
1042,56.2,112.42
1043,56.03,112.25
1044,55.85,112.1
1045,55.67,111.95
1046,55.67,111.8
1047,55.65,111.63
1048,55.55,111.5
1049,55.4,111.38
1050,55.22,111.27
1051,55.08,111.15
1052,54.97,111.02
1053,54.92,110.92
1054,54.82,110.87
1055,54.68,110.8
1056,54.6,110.72
1057,54.55,110.62
1058,54.43,110.52
1059,54.32,110.52
