time_seconds,TEMP_min,TEMP_max
-208.0,19.67,28.91
-207.75,19.67,28.91
-207.5,19.67,28.91
-207.25,19.67,28.91
-207.0,19.69,29.03
-206.75,19.69,29.03
-206.5,19.69,29.03
-206.25,19.69,29.03
-206.0,19.69,29.03
-205.75,19.69,29.03
-205.5,19.69,29.03
-205.25,19.69,29.03
-205.0,19.69,29.15
-204.75,19.69,29.15
-204.5,19.69,29.15
-204.25,19.69,29.15
-204.0,19.69,29.09
-203.75,19.69,29.09
-203.5,19.69,29.09
-203.25,19.69,29.09
-203.0,19.69,28.87
-202.75,19.69,28.87
-202.5,19.69,28.87
-202.25,19.69,28.87
-202.0,19.7,29.21
-201.75,19.7,29.21
-201.5,19.7,29.21
-201.25,19.7,29.21
-201.0,19.7,29.57
-200.75,19.7,29.57
-200.5,19.7,29.57
-200.25,19.7,29.57
-200.0,19.73,29.83
-199.75,19.73,29.83
-199.5,19.73,29.83
-199.25,19.73,29.83
-199.0,19.69,29.99
-198.75,19.69,29.99
-198.5,19.69,29.99
-198.25,19.69,29.99
-198.0,19.7,29.79
-197.75,19.7,29.79
-197.5,19.7,29.79
-197.25,19.7,29.79
-197.0,19.75,30.01
-196.75,19.75,30.01
-196.5,19.75,30.01
-196.25,19.75,30.01
-196.0,19.73,30.09
-195.75,19.73,30.09
-195.5,19.73,30.09
-195.25,19.73,30.09
-195.0,19.75,30.11
-194.75,19.75,30.11
-194.5,19.75,30.11
-194.25,19.75,30.11
-194.0,19.73,30.15
-193.75,19.73,30.15
-193.5,19.73,30.15
-193.25,19.73,30.15
-193.0,19.75,30.11
-192.75,19.75,30.11
-192.5,19.75,30.11
-192.25,19.75,30.11
-192.0,19.75,30.15
-191.75,19.75,30.15
-191.5,19.75,30.15
-191.25,19.75,30.15
-191.0,19.75,30.15
-190.75,19.75,30.15
-190.5,19.75,30.15
-190.25,19.75,30.15
-190.0,19.75,30.09
-189.75,19.75,30.09
-189.5,19.75,30.09
-189.25,19.75,30.09
-189.0,19.73,30.11
-188.75,19.73,30.11
-188.5,19.73,30.11
-188.25,19.73,30.11
-188.0,19.75,30.13
-187.75,19.75,30.13
-187.5,19.75,30.13
-187.25,19.75,30.13
-187.0,19.75,30.09
-186.75,19.75,30.09
-186.5,19.75,30.09
-186.25,19.75,30.09
-186.0,19.79,30.05
-185.75,19.79,30.05
-185.5,19.79,30.05
-185.25,19.79,30.05
-185.0,19.77,30.03
-184.75,19.77,30.03
-184.5,19.77,30.03
-184.25,19.77,30.03
-184.0,19.77,30.01
-183.75,19.77,30.01
-183.5,19.77,30.01
-183.25,19.77,30.01
-183.0,19.77,30.07
-182.75,19.77,30.07
-182.5,19.77,30.07
-182.25,19.77,30.07
-182.0,19.77,30.11
-181.75,19.77,30.11
-181.5,19.77,30.11
-181.25,19.77,30.11
-181.0,19.79,30.09
-180.75,19.79,30.09
-180.5,19.79,30.09
-180.25,19.79,30.09
-180.0,19.79,30.03
-179.75,19.79,30.03
-179.5,19.79,30.03
-179.25,19.79,30.03
-179.0,19.79,30.17
-178.75,19.79,30.17
-178.5,19.79,30.17
-178.25,19.79,30.17
-178.0,19.83,30.21
-177.75,19.83,30.21
-177.5,19.83,30.21
-177.25,19.83,30.21
-177.0,19.81,30.53
-176.75,19.81,30.53
-176.5,19.81,30.53
-176.25,19.81,30.53
-176.0,19.81,30.49
-175.75,19.81,30.49
-175.5,19.81,30.49
-175.25,19.81,30.49
-175.0,19.81,30.53
-174.75,19.81,30.53
-174.5,19.81,30.53
-174.25,19.81,30.53
-174.0,19.83,30.51
-173.75,19.83,30.51
-173.5,19.83,30.51
-173.25,19.83,30.51
-173.0,19.81,30.53
-172.75,19.81,30.53
-172.5,19.81,30.53
-172.25,19.81,30.53
-172.0,19.81,30.45
-171.75,19.81,30.45
-171.5,19.81,30.45
-171.25,19.81,30.45
-171.0,19.83,30.41
-170.75,19.83,30.41
-170.5,19.83,30.41
-170.25,19.83,30.41
-170.0,19.83,30.43
-169.75,19.83,30.43
-169.5,19.83,30.43
-169.25,19.83,30.43
-169.0,19.83,30.45
-168.75,19.83,30.45
-168.5,19.83,30.45
-168.25,19.83,30.45
-168.0,19.85,30.39
-167.75,19.85,30.39
-167.5,19.85,30.39
-167.25,19.85,30.39
-167.0,19.83,30.33
-166.75,19.83,30.33
-166.5,19.83,30.33
-166.25,19.83,30.33
-166.0,19.85,30.55
-165.75,19.85,30.55
-165.5,19.85,30.55
-165.25,19.85,30.55
-165.0,19.81,30.43
-164.75,19.81,30.43
-164.5,19.81,30.43
-164.25,19.81,30.43
-164.0,19.87,30.49
-163.75,19.87,30.49
-163.5,19.87,30.49
-163.25,19.87,30.49
-163.0,19.85,30.49
-162.75,19.85,30.49
-162.5,19.85,30.49
-162.25,19.85,30.49
-162.0,19.85,30.53
-161.75,19.85,30.53
-161.5,19.85,30.53
-161.25,19.85,30.53
-161.0,19.85,30.51
-160.75,19.85,30.51
-160.5,19.85,30.51
-160.25,19.85,30.51
-160.0,19.87,30.47
-159.75,19.87,30.47
-159.5,19.87,30.47
-159.25,19.87,30.47
-159.0,19.89,30.53
-158.75,19.89,30.53
-158.5,19.89,30.53
-158.25,19.89,30.53
-158.0,19.91,30.51
-157.75,19.91,30.51
-157.5,19.91,30.51
-157.25,19.91,30.51
-157.0,20.04,30.49
-156.75,20.04,30.49
-156.5,20.04,30.49
-156.25,20.04,30.49
-156.0,19.93,30.49
-155.75,19.93,30.49
-155.5,19.93,30.49
-155.25,19.93,30.49
-155.0,19.91,30.53
-154.75,19.91,30.53
-154.5,19.91,30.53
-154.25,19.91,30.53
-154.0,19.89,30.49
-153.75,19.89,30.49
-153.5,19.89,30.49
-153.25,19.89,30.49
-153.0,19.89,30.55
-152.75,19.89,30.55
-152.5,19.89,30.55
-152.25,19.89,30.55
-152.0,19.91,30.47
-151.75,19.91,30.47
-151.5,19.91,30.47
-151.25,19.91,30.47
-151.0,19.89,30.47
-150.75,19.89,30.47
-150.5,19.89,30.47
-150.25,19.89,30.47
-150.0,19.91,30.47
-149.75,19.91,30.47
-149.5,19.91,30.47
-149.25,19.91,30.47
-149.0,19.91,30.45
-148.75,19.91,30.45
-148.5,19.91,30.45
-148.25,19.91,30.45
-148.0,19.93,30.45
-147.75,19.93,30.45
-147.5,19.93,30.45
-147.25,19.93,30.45
-147.0,19.95,30.47
-146.75,19.95,30.47
-146.5,19.95,30.47
-146.25,19.95,30.47
-146.0,19.93,30.47
-145.75,19.93,30.47
-145.5,19.93,30.47
-145.25,19.93,30.47
-145.0,19.91,30.53
-144.75,19.91,30.53
-144.5,19.91,30.53
-144.25,19.91,30.53
-144.0,19.91,30.53
-143.75,19.91,30.53
-143.5,19.91,30.53
-143.25,19.91,30.53
-143.0,19.91,30.53
-142.75,19.91,30.53
-142.5,19.91,30.53
-142.25,19.91,30.53
-142.0,19.93,30.55
-141.75,19.93,30.55
-141.5,19.93,30.55
-141.25,19.93,30.55
-141.0,19.93,30.53
-140.75,19.93,30.53
-140.5,19.93,30.53
-140.25,19.93,30.53
-140.0,19.93,30.51
-139.75,19.93,30.51
-139.5,19.93,30.51
-139.25,19.93,30.51
-139.0,19.93,30.51
-138.75,19.93,30.51
-138.5,19.93,30.51
-138.25,19.93,30.51
-138.0,19.93,30.49
-137.75,19.93,30.49
-137.5,19.93,30.49
-137.25,19.93,30.49
-137.0,19.95,30.47
-136.75,19.95,30.47
-136.5,19.95,30.47
-136.25,19.95,30.47
-136.0,19.93,30.47
-135.75,19.93,30.47
-135.5,19.93,30.47
-135.25,19.93,30.47
-135.0,19.96,30.49
-134.75,19.96,30.49
-134.5,19.96,30.49
-134.25,19.96,30.49
-134.0,19.95,30.49
-133.75,19.95,30.49
-133.5,19.95,30.49
-133.25,19.95,30.49
-133.0,19.95,30.51
-132.75,19.95,30.51
-132.5,19.95,30.51
-132.25,19.95,30.51
-132.0,19.95,30.53
-131.75,19.95,30.53
-131.5,19.95,30.53
-131.25,19.95,30.53
-131.0,19.95,30.59
-130.75,19.95,30.59
-130.5,19.95,30.59
-130.25,19.95,30.59
-130.0,19.93,30.59
-129.75,19.93,30.59
-129.5,19.93,30.59
-129.25,19.93,30.59
-129.0,19.95,30.61
-128.75,19.95,30.61
-128.5,19.95,30.61
-128.25,19.95,30.61
-128.0,19.95,30.59
-127.75,19.95,30.59
-127.5,19.95,30.59
-127.25,19.95,30.59
-127.0,19.99,30.55
-126.75,19.99,30.55
-126.5,19.99,30.55
-126.25,19.99,30.55
-126.0,19.96,30.65
-125.75,19.96,30.65
-125.5,19.96,30.65
-125.25,19.96,30.65
-125.0,19.96,30.69
-124.75,19.96,30.69
-124.5,19.96,30.69
-124.25,19.96,30.69
-124.0,19.96,30.65
-123.75,19.96,30.65
-123.5,19.96,30.65
-123.25,19.96,30.65
-123.0,19.96,30.65
-122.75,19.96,30.65
-122.5,19.96,30.65
-122.25,19.96,30.65
-122.0,19.95,30.67
-121.75,19.95,30.67
-121.5,19.95,30.67
-121.25,19.95,30.67
-121.0,19.95,30.67
-120.75,19.95,30.67
-120.5,19.95,30.67
-120.25,19.95,30.67
-120.0,19.96,30.57
-119.75,19.96,30.57
-119.5,19.96,30.57
-119.25,19.96,30.57
-119.0,19.99,30.61
-118.75,19.99,30.61
-118.5,19.99,30.61
-118.25,19.99,30.61
-118.0,19.99,30.59
-117.75,19.99,30.59
-117.5,19.99,30.59
-117.25,19.99,30.59
-117.0,19.96,30.59
-116.75,19.96,30.59
-116.5,19.96,30.59
-116.25,19.96,30.59
-116.0,19.99,30.61
-115.75,19.99,30.61
-115.5,19.99,30.61
-115.25,19.99,30.61
-115.0,19.96,30.57
-114.75,19.96,30.57
-114.5,19.96,30.57
-114.25,19.96,30.57
-114.0,19.99,30.57
-113.75,19.99,30.57
-113.5,19.99,30.57
-113.25,19.99,30.57
-113.0,19.99,30.55
-112.75,19.99,30.55
-112.5,19.99,30.55
-112.25,19.99,30.55
-112.0,19.96,30.61
-111.75,19.96,30.61
-111.5,19.96,30.61
-111.25,19.96,30.61
-111.0,20.01,30.59
-110.75,20.01,30.59
-110.5,20.01,30.59
-110.25,20.01,30.59
-110.0,20.12,30.57
-109.75,20.12,30.57
-109.5,20.12,30.57
-109.25,20.12,30.57
-109.0,20.03,30.51
-108.75,20.03,30.51
-108.5,20.03,30.51
-108.25,20.03,30.51
-108.0,20.03,30.45
-107.75,20.03,30.45
-107.5,20.03,30.45
-107.25,20.03,30.45
-107.0,20.03,30.47
-106.75,20.03,30.47
-106.5,20.03,30.47
-106.25,20.03,30.47
-106.0,20.03,30.47
-105.75,20.03,30.47
-105.5,20.03,30.47
-105.25,20.03,30.47
-105.0,20.03,30.49
-104.75,20.03,30.49
-104.5,20.03,30.49
-104.25,20.03,30.49
-104.0,20.03,30.53
-103.75,20.03,30.53
-103.5,20.03,30.53
-103.25,20.03,30.53
-103.0,20.03,30.55
-102.75,20.03,30.55
-102.5,20.03,30.55
-102.25,20.03,30.55
-102.0,20.03,30.49
-101.75,20.03,30.49
-101.5,20.03,30.49
-101.25,20.03,30.49
-101.0,20.04,30.47
-100.75,20.04,30.47
-100.5,20.04,30.47
-100.25,20.04,30.47
-100.0,20.03,30.47
-99.75,20.03,30.47
-99.5,20.03,30.47
-99.25,20.03,30.47
-99.0,20.04,30.45
-98.75,20.04,30.45
-98.5,20.04,30.45
-98.25,20.04,30.45
-98.0,20.07,30.43
-97.75,20.07,30.43
-97.5,20.07,30.43
-97.25,20.07,30.43
-97.0,20.07,30.41
-96.75,20.07,30.41
-96.5,20.07,30.41
-96.25,20.07,30.41
-96.0,20.03,30.37
-95.75,20.03,30.37
-95.5,20.03,30.37
-95.25,20.03,30.37
-95.0,20.04,30.37
-94.75,20.04,30.37
-94.5,20.04,30.37
-94.25,20.04,30.37
-94.0,20.07,30.35
-93.75,20.07,30.35
-93.5,20.07,30.35
-93.25,20.07,30.35
-93.0,20.04,30.35
-92.75,20.04,30.35
-92.5,20.04,30.35
-92.25,20.04,30.35
-92.0,20.04,30.33
-91.75,20.04,30.33
-91.5,20.04,30.33
-91.25,20.04,30.33
-91.0,20.07,30.37
-90.75,20.07,30.37
-90.5,20.07,30.37
-90.25,20.07,30.37
-90.0,19.7,30.45
-89.75,19.7,30.45
-89.5,19.7,30.45
-89.25,19.7,30.45
-89.0,19.43,30.35
-88.75,19.43,30.35
-88.5,19.43,30.35
-88.25,19.43,30.35
-88.0,19.39,30.37
-87.75,19.39,30.37
-87.5,19.39,30.37
-87.25,19.39,30.37
-87.0,19.07,30.37
-86.75,19.07,30.37
-86.5,19.07,30.37
-86.25,19.07,30.37
-86.0,18.81,30.45
-85.75,18.81,30.45
-85.5,18.81,30.45
-85.25,18.81,30.45
-85.0,18.67,30.41
-84.75,18.67,30.41
-84.5,18.67,30.41
-84.25,18.67,30.41
-84.0,18.65,30.37
-83.75,18.65,30.37
-83.5,18.65,30.37
-83.25,18.65,30.37
-83.0,18.79,30.35
-82.75,18.79,30.35
-82.5,18.79,30.35
-82.25,18.79,30.35
-82.0,18.7,30.37
-81.75,18.7,30.37
-81.5,18.7,30.37
-81.25,18.7,30.37
-81.0,18.49,30.33
-80.75,18.49,30.33
-80.5,18.49,30.33
-80.25,18.49,30.33
-80.0,18.37,30.39
-79.75,18.37,30.39
-79.5,18.37,30.39
-79.25,18.37,30.39
-79.0,18.43,30.39
-78.75,18.43,30.39
-78.5,18.43,30.39
-78.25,18.43,30.39
-78.0,18.37,30.29
-77.75,18.37,30.29
-77.5,18.37,30.29
-77.25,18.37,30.29
-77.0,18.31,30.39
-76.75,18.31,30.39
-76.5,18.31,30.39
-76.25,18.31,30.39
-76.0,18.2,30.35
-75.75,18.2,30.35
-75.5,18.2,30.35
-75.25,18.2,30.35
-75.0,18.11,30.35
-74.75,18.11,30.35
-74.5,18.11,30.35
-74.25,18.11,30.35
-74.0,18.12,30.31
-73.75,18.12,30.31
-73.5,18.12,30.31
-73.25,18.12,30.31
-73.0,17.91,30.29
-72.75,17.91,30.29
-72.5,17.91,30.29
-72.25,17.91,30.29
-72.0,17.83,30.29
-71.75,17.83,30.29
-71.5,17.83,30.29
-71.25,17.83,30.29
-71.0,18.31,30.27
-70.75,18.31,30.27
-70.5,18.31,30.27
-70.25,18.31,30.27
-70.0,17.93,30.29
-69.75,17.93,30.29
-69.5,17.93,30.29
-69.25,17.93,30.29
-69.0,17.81,30.29
-68.75,17.81,30.29
-68.5,17.81,30.29
-68.25,17.81,30.29
-68.0,17.91,30.33
-67.75,17.91,30.33
-67.5,17.91,30.33
-67.25,17.91,30.33
-67.0,17.83,30.41
-66.75,17.83,30.41
-66.5,17.83,30.41
-66.25,17.83,30.41
-66.0,17.93,30.47
-65.75,17.93,30.47
-65.5,17.93,30.47
-65.25,17.93,30.47
-65.0,18.85,30.43
-64.75,18.85,30.43
-64.5,18.85,30.43
-64.25,18.85,30.43
-64.0,18.01,30.35
-63.75,18.01,30.35
-63.5,18.01,30.35
-63.25,18.01,30.35
-63.0,17.73,30.27
-62.75,17.73,30.27
-62.5,17.73,30.27
-62.25,17.73,30.27
-62.0,17.81,30.27
-61.75,17.81,30.27
-61.5,17.81,30.27
-61.25,17.81,30.27
-61.0,17.85,30.27
-60.75,17.85,30.27
-60.5,17.85,30.27
-60.25,17.85,30.27
-60.0,17.77,30.27
-59.75,17.77,30.27
-59.5,17.77,30.27
-59.25,17.77,30.27
-59.0,17.77,30.29
-58.75,17.77,30.29
-58.5,17.77,30.29
-58.25,17.77,30.29
-58.0,17.7,30.27
-57.75,17.7,30.27
-57.5,17.7,30.27
-57.25,17.7,30.27
-57.0,17.73,30.27
-56.75,17.73,30.27
-56.5,17.73,30.27
-56.25,17.73,30.27
-56.0,17.75,30.25
-55.75,17.75,30.25
-55.5,17.75,30.25
-55.25,17.75,30.25
-55.0,17.7,30.25
-54.75,17.7,30.25
-54.5,17.7,30.25
-54.25,17.7,30.25
-54.0,17.81,30.27
-53.75,17.81,30.27
-53.5,17.81,30.27
-53.25,17.81,30.27
-53.0,17.65,30.27
-52.75,17.65,30.27
-52.5,17.65,30.27
-52.25,17.65,30.27
-52.0,17.62,30.21
-51.75,17.62,30.21
-51.5,17.62,30.21
-51.25,17.62,30.21
-51.0,17.62,30.27
-50.75,17.62,30.27
-50.5,17.62,30.27
-50.25,17.62,30.27
-50.0,17.7,30.17
-49.75,17.7,30.17
-49.5,17.7,30.17
-49.25,17.7,30.17
-49.0,17.62,30.31
-48.75,17.62,30.31
-48.5,17.62,30.31
-48.25,17.62,30.31
-48.0,17.53,30.35
-47.75,17.53,30.35
-47.5,17.53,30.35
-47.25,17.53,30.35
-47.0,17.57,30.41
-46.75,17.57,30.41
-46.5,17.57,30.41
-46.25,17.57,30.41
-46.0,17.59,30.35
-45.75,17.59,30.35
-45.5,17.59,30.35
-45.25,17.59,30.35
-45.0,17.53,30.31
-44.75,17.53,30.31
-44.5,17.53,30.31
-44.25,17.53,30.31
-44.0,17.51,30.31
-43.75,17.51,30.31
-43.5,17.51,30.31
-43.25,17.51,30.31
-43.0,17.59,30.27
-42.75,17.59,30.27
-42.5,17.59,30.27
-42.25,17.59,30.27
-42.0,17.61,30.23
-41.75,17.61,30.23
-41.5,17.61,30.23
-41.25,17.61,30.23
-41.0,17.59,30.33
-40.75,17.59,30.33
-40.5,17.59,30.33
-40.25,17.59,30.33
-40.0,17.54,30.29
-39.75,17.54,30.29
-39.5,17.54,30.29
-39.25,17.54,30.29
-39.0,17.57,30.31
-38.75,17.57,30.31
-38.5,17.57,30.31
-38.25,17.57,30.31
-38.0,17.57,30.31
-37.75,17.57,30.31
-37.5,17.57,30.31
-37.25,17.57,30.31
-37.0,17.51,30.29
-36.75,17.51,30.29
-36.5,17.51,30.29
-36.25,17.51,30.29
-36.0,17.51,30.29
-35.75,17.51,30.29
-35.5,17.51,30.29
-35.25,17.51,30.29
-35.0,17.39,30.31
-34.75,17.39,30.31
-34.5,17.39,30.31
-34.25,17.39,30.31
-34.0,17.46,30.31
-33.75,17.46,30.31
-33.5,17.46,30.31
-33.25,17.46,30.31
-33.0,17.33,30.25
-32.75,17.33,30.25
-32.5,17.33,30.25
-32.25,17.33,30.25
-32.0,17.37,30.23
