time_seconds,EDA_min,EDA_max
-300.0,0.0,0.05766
-299.75,0.0,0.11532
-299.5,0.128156,0.831534
-299.25,0.007689,1.140858
-299.0,0.017939,1.178092
-298.75,0.017939,1.61126
-298.5,0.0,1.777962
-298.25,0.0,1.89074
-298.0,0.0,1.962507
-297.75,0.0,2.007561
-297.5,0.0,1.428295
-297.25,0.0,0.798849
-297.0,0.0,0.319445
-296.75,0.0,0.274221
-296.5,0.0,0.29985
-296.25,0.0,0.406206
-296.0,0.0,0.324196
-295.75,0.0,0.53313
-295.5,0.0,0.788161
-295.25,0.0,0.824312
-295.0,0.0,0.849943
-294.75,0.0,0.92171
-294.5,0.0,0.559975
-294.25,0.0,0.435679
-294.0,0.0,0.180679
-293.75,0.0,0.71101
-293.5,0.0,0.852198
-293.25,0.0,0.815046
-293.0,0.0,0.701197
-292.75,0.0,0.714011
-292.5,0.0,0.784489
-292.25,0.0,0.87675
-292.0,0.0,0.948509
-291.75,0.0,1.1766
-291.5,0.0,1.048459
-291.25,0.0,0.775345
-291.0,0.0,1.046022
-290.75,0.0,1.543337
-290.5,0.0,0.902655
-290.25,0.0,1.465162
-290.0,0.0,1.044909
-289.75,0.0,1.174178
-289.5,0.0,1.899711
-289.25,0.0,2.089382
-289.0,0.0,1.544718
-288.75,0.0,1.540873
-288.5,0.0,1.524213
-288.25,0.0,1.556252
-288.0,0.0,1.61126
-287.75,0.0,2.089382
-287.5,0.0,2.577857
-287.25,0.0,3.074455
-287.0,0.0,2.443272
-286.75,0.0,2.281795
-286.5,0.0,2.613093
-286.25,0.0,3.043698
-286.0,0.0,3.017412
-285.75,0.0,2.632943
-285.5,0.0,2.940518
-285.25,0.0,3.026383
-285.0,0.0,2.796983
-284.75,0.0,2.73675
-284.5,0.0,2.280514
-284.25,0.0,1.78264
-284.0,0.0,1.534466
-283.75,0.0,1.499863
-283.5,0.0,1.563654
-283.25,0.0,1.57913
-283.0,0.0,1.556065
-282.75,0.0,1.486869
-282.5,0.0,1.40614
-282.25,0.0,1.39717
-282.0,0.0,1.418954
-281.75,0.0,1.61126
-281.5,0.0,2.085537
-281.25,0.0,1.403946
-281.0,0.0,2.089382
-280.75,0.0,2.577857
-280.5,0.0,3.000125
-280.25,0.0,2.668827
-280.0,0.0,2.744439
-279.75,0.0,2.969994
-279.5,0.0,3.14685
-279.25,0.0,3.184015
-279.0,0.0,3.059704
-278.75,0.0,2.891819
-278.5,0.0,2.684206
-278.25,0.0,2.666264
-278.0,0.0,2.707274
-277.75,0.0,2.452243
-277.5,0.0,2.280514
-277.25,0.0,1.78264
-277.0,0.0,1.317723
-276.75,0.0,1.340788
-276.5,0.0,1.330537
-276.25,0.0,1.349758
-276.0,0.0,1.347195
-275.75,0.0,1.401014
-275.5,0.0,1.454834
-275.25,0.0,1.534281
-275.0,0.0,1.409984
-274.75,0.0,1.47021
-274.5,0.0,1.521467
-274.25,0.0,1.522748
-274.0,0.0,1.484306
-273.75,0.0,1.539406
-273.5,0.0,1.504808
-273.25,0.0,1.556065
-273.0,0.0,1.586819
-272.75,0.0,1.617572
-272.5,0.0,1.576567
-272.25,0.0,1.529155
-272.0,0.0,1.462522
-271.75,0.0,1.447145
-271.5,0.0,1.507371
-271.25,0.0,1.426643
-271.0,0.0,1.398452
-270.75,0.0,1.40614
-270.5,0.0,1.349758
-270.25,0.0,1.307472
-270.0,0.0,1.290813
-269.75,0.0,1.398452
-269.5,0.0,1.495839
-269.25,0.0,1.543251
-269.0,0.0,1.544532
-268.75,0.0,1.577849
-268.5,0.0,1.60604
-268.25,0.0,1.612447
-268.0,0.0,1.544532
-267.75,0.0,1.525311
-267.5,0.0,1.540688
-267.25,0.0,1.448426
-267.0,0.0,1.435612
-266.75,0.0,1.411266
-266.5,0.0,1.358728
-266.25,0.0,1.302346
-266.0,0.0,1.276718
-265.75,0.0,1.210085
-265.5,0.0,1.181893
-265.25,0.0,1.247245
-265.0,0.0,1.37923
-264.75,0.0,1.340788
-264.5,0.0,1.295939
-264.25,0.0,1.381793
-264.0,0.0,1.550939
-263.75,0.0,1.627824
-263.5,0.0,1.608602
-263.25,0.0,1.591944
-263.0,0.0,1.565035
-262.75,0.0,1.485587
-262.5,0.0,1.376734
-262.25,0.0,1.477978
-262.0,0.0,1.15114
-261.75,0.0,1.101165
-261.5,0.0,1.356229
-261.25,0.0,1.61126
-261.0,0.0,2.086819
-260.75,0.0,2.577857
-260.5,0.0,3.074455
-260.25,0.0,2.409951
-260.0,0.0,1.783922
-259.75,0.0,1.286042
-259.5,0.0,1.194708
-259.25,0.0,1.236994
-259.0,0.0,1.41511
-258.75,0.0,1.292095
-258.5,0.0,1.222899
-258.25,0.0,1.254986
-258.0,0.0,1.283125
-257.75,0.0,1.253652
-257.5,0.0,1.199833
-257.25,0.0,1.183175
-257.0,0.0,1.29984
-256.75,0.0,1.367763
