EDA,time_seconds,period
0.302679,2251.0,in-test
0.302679,2251.25,in-test
0.303961,2251.5,in-test
0.305242,2251.75,in-test
0.302679,2252.0,in-test
0.301398,2252.25,in-test
0.301398,2252.5,in-test
0.301398,2252.75,in-test
0.298835,2253.0,in-test
0.300116,2253.25,in-test
0.300116,2253.5,in-test
0.302679,2253.75,in-test
0.298835,2254.0,in-test
0.300116,2254.25,in-test
0.297554,2254.5,in-test
0.294991,2254.75,in-test
0.294991,2255.0,in-test
0.298835,2255.25,in-test
0.297554,2255.5,in-test
0.298835,2255.75,in-test
0.297554,2256.0,in-test
0.294991,2256.25,in-test
0.294991,2256.5,in-test
0.296272,2256.75,in-test
0.296272,2257.0,in-test
0.294991,2257.25,in-test
0.296272,2257.5,in-test
0.294991,2257.75,in-test
0.296272,2258.0,in-test
0.294991,2258.25,in-test
0.298835,2258.5,in-test
0.297554,2258.75,in-test
0.300116,2259.0,in-test
0.294991,2259.25,in-test
0.296272,2259.5,in-test
0.296272,2259.75,in-test
0.296272,2260.0,in-test
0.296272,2260.25,in-test
0.294991,2260.5,in-test
0.298835,2260.75,in-test
0.297554,2261.0,in-test
0.301398,2261.25,in-test
0.302679,2261.5,in-test
0.300116,2261.75,in-test
0.298835,2262.0,in-test
0.297554,2262.25,in-test
0.297554,2262.5,in-test
0.296272,2262.75,in-test
0.298835,2263.0,in-test
0.294991,2263.25,in-test
0.297554,2263.5,in-test
0.294991,2263.75,in-test
0.292428,2264.0,in-test
0.291147,2264.25,in-test
0.292428,2264.5,in-test
0.289865,2264.75,in-test
0.291147,2265.0,in-test
0.292428,2265.25,in-test
0.289865,2265.5,in-test
0.289865,2265.75,in-test
0.289865,2266.0,in-test
0.289865,2266.25,in-test
0.288584,2266.5,in-test
0.289865,2266.75,in-test
0.289865,2267.0,in-test
0.289865,2267.25,in-test
0.288584,2267.5,in-test
0.288584,2267.75,in-test
0.288584,2268.0,in-test
0.287302,2268.25,in-test
0.287302,2268.5,in-test
0.286021,2268.75,in-test
0.287302,2269.0,in-test
0.288584,2269.25,in-test
0.287302,2269.5,in-test
0.286021,2269.75,in-test
0.286021,2270.0,in-test
0.287302,2270.25,in-test
0.286021,2270.5,in-test
0.289865,2270.75,in-test
0.288584,2271.0,in-test
0.288584,2271.25,in-test
0.28474,2271.5,in-test
0.286021,2271.75,in-test
0.287302,2272.0,in-test
0.282177,2272.25,in-test
0.286021,2272.5,in-test
0.28474,2272.75,in-test
0.283458,2273.0,in-test
0.28474,2273.25,in-test
0.283458,2273.5,in-test
0.28474,2273.75,in-test
0.283458,2274.0,in-test
0.283458,2274.25,in-test
0.286021,2274.5,in-test
0.283458,2274.75,in-test
0.282177,2275.0,in-test
0.283458,2275.25,in-test
0.283458,2275.5,in-test
0.282177,2275.75,in-test
0.280895,2276.0,in-test
0.279614,2276.25,in-test
0.283458,2276.5,in-test
0.280895,2276.75,in-test
0.280895,2277.0,in-test
0.280895,2277.25,in-test
0.278333,2277.5,in-test
0.279614,2277.75,in-test
0.278333,2278.0,in-test
0.28474,2278.25,in-test
0.278333,2278.5,in-test
0.278333,2278.75,in-test
0.278333,2279.0,in-test
0.278333,2279.25,in-test
0.282177,2279.5,in-test
0.279614,2279.75,in-test
0.279614,2280.0,in-test
0.278333,2280.25,in-test
0.278333,2280.5,in-test
0.277051,2280.75,in-test
0.279614,2281.0,in-test
0.278333,2281.25,in-test
0.277051,2281.5,in-test
0.277051,2281.75,in-test
0.274488,2282.0,in-test
0.27577,2282.25,in-test
0.278333,2282.5,in-test
0.27577,2282.75,in-test
0.27577,2283.0,in-test
0.27577,2283.25,in-test
0.274488,2283.5,in-test
0.274488,2283.75,in-test
0.273207,2284.0,in-test
0.274488,2284.25,in-test
0.273207,2284.5,in-test
0.274488,2284.75,in-test
0.273207,2285.0,in-test
0.274488,2285.25,in-test
0.27577,2285.5,in-test
0.274488,2285.75,in-test
0.273207,2286.0,in-test
0.271925,2286.25,in-test
0.271925,2286.5,in-test
0.274488,2286.75,in-test
0.271925,2287.0,in-test
0.277051,2287.25,in-test
0.271925,2287.5,in-test
0.273207,2287.75,in-test
0.273207,2288.0,in-test
0.274488,2288.25,in-test
0.27577,2288.5,in-test
0.274488,2288.75,in-test
0.274488,2289.0,in-test
0.270644,2289.25,in-test
0.274488,2289.5,in-test
0.270644,2289.75,in-test
0.270644,2290.0,in-test
0.269363,2290.25,in-test
0.2668,2290.5,in-test
0.268081,2290.75,in-test
0.269363,2291.0,in-test
0.268081,2291.25,in-test
0.2668,2291.5,in-test
0.265518,2291.75,in-test
0.268081,2292.0,in-test
0.269363,2292.25,in-test
0.2668,2292.5,in-test
0.265518,2292.75,in-test
0.265518,2293.0,in-test
0.265518,2293.25,in-test
0.265518,2293.5,in-test
0.270644,2293.75,in-test
0.268081,2294.0,in-test
0.273207,2294.25,in-test
0.270644,2294.5,in-test
0.270644,2294.75,in-test
0.2668,2295.0,in-test
0.25783,2295.25,in-test
0.259111,2295.5,in-test
0.253986,2295.75,in-test
0.255267,2296.0,in-test
0.25783,2296.25,in-test
0.268081,2296.5,in-test
0.2668,2296.75,in-test
0.269363,2297.0,in-test
0.271925,2297.25,in-test
0.274488,2297.5,in-test
0.268081,2297.75,in-test
0.269363,2298.0,in-test
0.269363,2298.25,in-test
0.269363,2298.5,in-test
0.269363,2298.75,in-test
0.268081,2299.0,in-test
0.273207,2299.25,in-test
0.265518,2299.5,in-test
0.268081,2299.75,in-test
0.268081,2300.0,in-test
0.2668,2300.25,in-test
0.2668,2300.5,in-test
0.265518,2300.75,in-test
0.2668,2301.0,in-test
0.265518,2301.25,in-test
0.265518,2301.5,in-test
0.262956,2301.75,in-test
0.265518,2302.0,in-test
0.262956,2302.25,in-test
0.264237,2302.5,in-test
0.264237,2302.75,in-test
0.268081,2303.0,in-test
0.2668,2303.25,in-test
0.265518,2303.5,in-test
0.262956,2303.75,in-test
0.270644,2304.0,in-test
0.264237,2304.25,in-test
0.262956,2304.5,in-test
0.264237,2304.75,in-test
0.264237,2305.0,in-test
0.262956,2305.25,in-test
0.264237,2305.5,in-test
0.262956,2305.75,in-test
0.261674,2306.0,in-test
0.262956,2306.25,in-test
0.261674,2306.5,in-test
0.2668,2306.75,in-test
0.262956,2307.0,in-test
0.265518,2307.25,in-test
0.262956,2307.5,in-test
0.261674,2307.75,in-test
0.259111,2308.0,in-test
0.260393,2308.25,in-test
0.2668,2308.5,in-test
0.260393,2308.75,in-test
0.260393,2309.0,in-test
0.260393,2309.25,in-test
0.260393,2309.5,in-test
0.259111,2309.75,in-test
0.259111,2310.0,in-test
0.256549,2310.25,in-test
0.25783,2310.5,in-test
0.259111,2310.75,in-test
0.25783,2311.0,in-test
0.25783,2311.25,in-test
0.25783,2311.5,in-test
0.259111,2311.75,in-test
0.260393,2312.0,in-test
0.259111,2312.25,in-test
0.260393,2312.5,in-test
0.260393,2312.75,in-test
0.260393,2313.0,in-test
0.261674,2313.25,in-test
0.260393,2313.5,in-test
0.261674,2313.75,in-test
0.260393,2314.0,in-test
0.261674,2314.25,in-test
0.262956,2314.5,in-test
0.262956,2314.75,in-test
0.262956,2315.0,in-test
0.261674,2315.25,in-test
0.260393,2315.5,in-test
0.262956,2315.75,in-test
0.260393,2316.0,in-test
0.259111,2316.25,in-test
0.259111,2316.5,in-test
0.259111,2316.75,in-test
0.261674,2317.0,in-test
0.259111,2317.25,in-test
0.25783,2317.5,in-test
0.259111,2317.75,in-test
0.259111,2318.0,in-test
0.262956,2318.25,in-test
0.261674,2318.5,in-test
0.260393,2318.75,in-test
0.256549,2319.0,in-test
0.25783,2319.25,in-test
0.256549,2319.5,in-test
0.256549,2319.75,in-test
0.256549,2320.0,in-test
0.260393,2320.25,in-test
0.25783,2320.5,in-test
0.25783,2320.75,in-test
0.260393,2321.0,in-test
0.262956,2321.25,in-test
0.260393,2321.5,in-test
0.260393,2321.75,in-test
0.261674,2322.0,in-test
0.262956,2322.25,in-test
0.264237,2322.5,in-test
0.261674,2322.75,in-test
0.260393,2323.0,in-test
0.260393,2323.25,in-test
0.260393,2323.5,in-test
0.260393,2323.75,in-test
0.260393,2324.0,in-test
0.260393,2324.25,in-test
0.260393,2324.5,in-test
0.260393,2324.75,in-test
0.262956,2325.0,in-test
0.260393,2325.25,in-test
0.260393,2325.5,in-test
0.25783,2325.75,in-test
0.259111,2326.0,in-test
0.253986,2326.25,in-test
0.255267,2326.5,in-test
0.252704,2326.75,in-test
0.251423,2327.0,in-test
0.255267,2327.25,in-test
0.247579,2327.5,in-test
0.247579,2327.75,in-test
0.246297,2328.0,in-test
0.245016,2328.25,in-test
0.243735,2328.5,in-test
0.245016,2328.75,in-test
0.243735,2329.0,in-test
0.243735,2329.25,in-test
0.242453,2329.5,in-test
0.241172,2329.75,in-test
0.23989,2330.0,in-test
0.238609,2330.25,in-test
0.241172,2330.5,in-test
0.23989,2330.75,in-test
0.23989,2331.0,in-test
0.241172,2331.25,in-test
0.238609,2331.5,in-test
0.238609,2331.75,in-test
0.238609,2332.0,in-test
0.238609,2332.25,in-test
0.23989,2332.5,in-test
0.23989,2332.75,in-test
0.238609,2333.0,in-test
0.237327,2333.25,in-test
0.238609,2333.5,in-test
0.242453,2333.75,in-test
0.246297,2334.0,in-test
0.24886,2334.25,in-test
0.24886,2334.5,in-test
0.247579,2334.75,in-test
0.250142,2335.0,in-test
0.247579,2335.25,in-test
0.24886,2335.5,in-test
0.24886,2335.75,in-test
0.247579,2336.0,in-test
0.251423,2336.25,in-test
0.251423,2336.5,in-test
0.251423,2336.75,in-test
0.24886,2337.0,in-test
0.251423,2337.25,in-test
0.252704,2337.5,in-test
0.251423,2337.75,in-test
0.252704,2338.0,in-test
0.252704,2338.25,in-test
0.251423,2338.5,in-test
0.251423,2338.75,in-test
0.251423,2339.0,in-test
0.24886,2339.25,in-test
0.255267,2339.5,in-test
0.252704,2339.75,in-test
0.247579,2340.0,in-test
0.251423,2340.25,in-test
0.255267,2340.5,in-test
0.250142,2340.75,in-test
0.252704,2341.0,in-test
0.251423,2341.25,in-test
0.24886,2341.5,in-test
0.250142,2341.75,in-test
0.24886,2342.0,in-test
0.250142,2342.25,in-test
0.252704,2342.5,in-test
0.250142,2342.75,in-test
0.253986,2343.0,in-test
0.25783,2343.25,in-test
0.253986,2343.5,in-test
0.252704,2343.75,in-test
0.252704,2344.0,in-test
0.250142,2344.25,in-test
0.24886,2344.5,in-test
0.24886,2344.75,in-test
0.250142,2345.0,in-test
0.24886,2345.25,in-test
0.250142,2345.5,in-test
0.250142,2345.75,in-test
0.252704,2346.0,in-test
0.24886,2346.25,in-test
0.250142,2346.5,in-test
0.247579,2346.75,in-test
0.245016,2347.0,in-test
0.246297,2347.25,in-test
0.246297,2347.5,in-test
0.252704,2347.75,in-test
0.247579,2348.0,in-test
0.245016,2348.25,in-test
0.247579,2348.5,in-test
0.247579,2348.75,in-test
0.246297,2349.0,in-test
0.229639,2349.25,in-test
0.224513,2349.5,in-test
0.221951,2349.75,in-test
0.221951,2350.0,in-test
0.224513,2350.25,in-test
0.223232,2350.5,in-test
0.224513,2350.75,in-test
0.225795,2351.0,in-test
0.229639,2351.25,in-test
0.229639,2351.5,in-test
0.23092,2351.75,in-test
0.23989,2352.0,in-test
0.242453,2352.25,in-test
0.241172,2352.5,in-test
0.241172,2352.75,in-test
0.23989,2353.0,in-test
0.241172,2353.25,in-test
0.242453,2353.5,in-test
0.242453,2353.75,in-test
0.243735,2354.0,in-test
0.241172,2354.25,in-test
0.242453,2354.5,in-test
0.241172,2354.75,in-test
0.23989,2355.0,in-test
0.238609,2355.25,in-test
0.238609,2355.5,in-test
0.238609,2355.75,in-test
0.238609,2356.0,in-test
0.241172,2356.25,in-test
0.238609,2356.5,in-test
0.238609,2356.75,in-test
0.241172,2357.0,in-test
0.241172,2357.25,in-test
0.241172,2357.5,in-test
0.238609,2357.75,in-test
0.238609,2358.0,in-test
0.238609,2358.25,in-test
0.23989,2358.5,in-test
0.23989,2358.75,in-test
0.236046,2359.0,in-test
0.237327,2359.25,in-test
0.23989,2359.5,in-test
0.241172,2359.75,in-test
0.237327,2360.0,in-test
0.238609,2360.25,in-test
0.238609,2360.5,in-test
0.237327,2360.75,in-test
0.242453,2361.0,in-test
0.238609,2361.25,in-test
0.238609,2361.5,in-test
0.238609,2361.75,in-test
0.237327,2362.0,in-test
0.236046,2362.25,in-test
0.23989,2362.5,in-test
0.237327,2362.75,in-test
0.236046,2363.0,in-test
0.234765,2363.25,in-test
0.234765,2363.5,in-test
0.228358,2363.75,in-test
0.23092,2364.0,in-test
0.228358,2364.25,in-test
0.227076,2364.5,in-test
0.224513,2364.75,in-test
0.227076,2365.0,in-test
0.228358,2365.25,in-test
0.227076,2365.5,in-test
0.227076,2365.75,in-test
0.228358,2366.0,in-test
0.227076,2366.25,in-test
0.225795,2366.5,in-test
0.227076,2366.75,in-test
0.229639,2367.0,in-test
0.225795,2367.25,in-test
0.227076,2367.5,in-test
0.225795,2367.75,in-test
0.227076,2368.0,in-test
0.225795,2368.25,in-test
0.227076,2368.5,in-test
0.227076,2368.75,in-test
0.225795,2369.0,in-test
0.225795,2369.25,in-test
0.227076,2369.5,in-test
0.225795,2369.75,in-test
0.224513,2370.0,in-test
0.224513,2370.25,in-test
0.224513,2370.5,in-test
0.223232,2370.75,in-test
0.228358,2371.0,in-test
0.223232,2371.25,in-test
0.225795,2371.5,in-test
0.223232,2371.75,in-test
0.221951,2372.0,in-test
0.225795,2372.25,in-test
0.220669,2372.5,in-test
0.221951,2372.75,in-test
0.223232,2373.0,in-test
0.227076,2373.25,in-test
0.229639,2373.5,in-test
0.227076,2373.75,in-test
0.227076,2374.0,in-test
0.228358,2374.25,in-test
0.224513,2374.5,in-test
0.227076,2374.75,in-test
0.225795,2375.0,in-test
0.228358,2375.25,in-test
0.228358,2375.5,in-test
0.232202,2375.75,in-test
0.229639,2376.0,in-test
0.229639,2376.25,in-test
0.229639,2376.5,in-test
0.233483,2376.75,in-test
0.23092,2377.0,in-test
0.228358,2377.25,in-test
0.229639,2377.5,in-test
0.227076,2377.75,in-test
0.228358,2378.0,in-test
0.228358,2378.25,in-test
0.229639,2378.5,in-test
0.229639,2378.75,in-test
0.227076,2379.0,in-test
0.228358,2379.25,in-test
0.227076,2379.5,in-test
0.229639,2379.75,in-test
0.225795,2380.0,in-test
0.227076,2380.25,in-test
0.229639,2380.5,in-test
0.225795,2380.75,in-test
0.227076,2381.0,in-test
0.225795,2381.25,in-test
0.225795,2381.5,in-test
0.227076,2381.75,in-test
0.223232,2382.0,in-test
0.224513,2382.25,in-test
0.224513,2382.5,in-test
0.223232,2382.75,in-test
0.224513,2383.0,in-test
0.224513,2383.25,in-test
0.223232,2383.5,in-test
0.224513,2383.75,in-test
0.224513,2384.0,in-test
0.224513,2384.25,in-test
0.224513,2384.5,in-test
0.223232,2384.75,in-test
0.223232,2385.0,in-test
0.221951,2385.25,in-test
0.221951,2385.5,in-test
0.224513,2385.75,in-test
0.223232,2386.0,in-test
0.224513,2386.25,in-test
0.224513,2386.5,in-test
0.220669,2386.75,in-test
0.221951,2387.0,in-test
0.224513,2387.25,in-test
0.224513,2387.5,in-test
0.224513,2387.75,in-test
0.221951,2388.0,in-test
0.221951,2388.25,in-test
0.225795,2388.5,in-test
0.219388,2388.75,in-test
0.221951,2389.0,in-test
0.223232,2389.25,in-test
0.223232,2389.5,in-test
0.223232,2389.75,in-test
0.223232,2390.0,in-test
0.221951,2390.25,in-test
0.221951,2390.5,in-test
0.221951,2390.75,in-test
0.221951,2391.0,in-test
0.221951,2391.25,in-test
0.218106,2391.5,in-test
0.221951,2391.75,in-test
0.221951,2392.0,in-test
0.223232,2392.25,in-test
0.223232,2392.5,in-test
0.221951,2392.75,in-test
0.219388,2393.0,in-test
0.219388,2393.25,in-test
0.220669,2393.5,in-test
0.224513,2393.75,in-test
0.220669,2394.0,in-test
0.216825,2394.25,in-test
0.218106,2394.5,in-test
0.219388,2394.75,in-test
0.220669,2395.0,in-test
0.221951,2395.25,in-test
0.221951,2395.5,in-test
0.218106,2395.75,in-test
0.218106,2396.0,in-test
0.219388,2396.25,in-test
0.218106,2396.5,in-test
0.215544,2396.75,in-test
0.216825,2397.0,in-test
0.218106,2397.25,in-test
0.216825,2397.5,in-test
0.216825,2397.75,in-test
0.216825,2398.0,in-test
0.216825,2398.25,in-test
0.214262,2398.5,in-test
0.219388,2398.75,in-test
0.215544,2399.0,in-test
0.214262,2399.25,in-test
0.215544,2399.5,in-test
0.216825,2399.75,in-test
0.215544,2400.0,in-test
0.215544,2400.25,in-test
0.215544,2400.5,in-test
0.214262,2400.75,in-test
0.214262,2401.0,in-test
0.214262,2401.25,in-test
0.218106,2401.5,in-test
0.218106,2401.75,in-test
0.215544,2402.0,in-test
0.216825,2402.25,in-test
0.215544,2402.5,in-test
0.216825,2402.75,in-test
0.212981,2403.0,in-test
0.215544,2403.25,in-test
0.212981,2403.5,in-test
0.215544,2403.75,in-test
0.212981,2404.0,in-test
0.216825,2404.25,in-test
0.216825,2404.5,in-test
0.212981,2404.75,in-test
0.212981,2405.0,in-test
0.211699,2405.25,in-test
0.211699,2405.5,in-test
0.212981,2405.75,in-test
0.215544,2406.0,in-test
0.211699,2406.25,in-test
0.216825,2406.5,in-test
0.211699,2406.75,in-test
0.212981,2407.0,in-test
0.212981,2407.25,in-test
0.212981,2407.5,in-test
0.212981,2407.75,in-test
0.214262,2408.0,in-test
0.212981,2408.25,in-test
0.216825,2408.5,in-test
0.212981,2408.75,in-test
0.212981,2409.0,in-test
0.212981,2409.25,in-test
0.211699,2409.5,in-test
0.211699,2409.75,in-test
0.214262,2410.0,in-test
0.211699,2410.25,in-test
0.211699,2410.5,in-test
0.212981,2410.75,in-test
0.210418,2411.0,in-test
0.212981,2411.25,in-test
0.212981,2411.5,in-test
0.209136,2411.75,in-test
0.211699,2412.0,in-test
0.210418,2412.25,in-test
0.210418,2412.5,in-test
0.211699,2412.75,in-test
0.209136,2413.0,in-test
0.210418,2413.25,in-test
0.209136,2413.5,in-test
0.210418,2413.75,in-test
0.211699,2414.0,in-test
0.209136,2414.25,in-test
0.209136,2414.5,in-test
0.212981,2414.75,in-test
0.210418,2415.0,in-test
0.210418,2415.25,in-test
0.212981,2415.5,in-test
0.210418,2415.75,in-test
0.210418,2416.0,in-test
0.211699,2416.25,in-test
0.209136,2416.5,in-test
0.211699,2416.75,in-test
0.210418,2417.0,in-test
0.209136,2417.25,in-test
0.211699,2417.5,in-test
0.212981,2417.75,in-test
0.209136,2418.0,in-test
0.211699,2418.25,in-test
0.209136,2418.5,in-test
0.207855,2418.75,in-test
0.210418,2419.0,in-test
0.214262,2419.25,in-test
0.211699,2419.5,in-test
0.210418,2419.75,in-test
0.209136,2420.0,in-test
0.209136,2420.25,in-test
0.210418,2420.5,in-test
0.211699,2420.75,in-test
0.211699,2421.0,in-test
0.209136,2421.25,in-test
0.209136,2421.5,in-test
0.209136,2421.75,in-test
0.212981,2422.0,in-test
0.209136,2422.25,in-test
0.212981,2422.5,in-test
0.209136,2422.75,in-test
0.209136,2423.0,in-test
0.209136,2423.25,in-test
0.209136,2423.5,in-test
0.209136,2423.75,in-test
0.209136,2424.0,in-test
0.210418,2424.25,in-test
0.210418,2424.5,in-test
0.206574,2424.75,in-test
0.207855,2425.0,in-test
0.211699,2425.25,in-test
0.206574,2425.5,in-test
0.211699,2425.75,in-test
0.209136,2426.0,in-test
0.207855,2426.25,in-test
0.209136,2426.5,in-test
0.209136,2426.75,in-test
0.210418,2427.0,in-test
0.206574,2427.25,in-test
0.207855,2427.5,in-test
0.206574,2427.75,in-test
0.211699,2428.0,in-test
0.207855,2428.25,in-test
0.206574,2428.5,in-test
0.206574,2428.75,in-test
0.207855,2429.0,in-test
0.207855,2429.25,in-test
0.205292,2429.5,in-test
0.210418,2429.75,in-test
0.206574,2430.0,in-test
0.206574,2430.25,in-test
0.207855,2430.5,in-test
0.206574,2430.75,in-test
0.205292,2431.0,in-test
0.205292,2431.25,in-test
0.206574,2431.5,in-test
0.205292,2431.75,in-test
0.206574,2432.0,in-test
0.205292,2432.25,in-test
0.206574,2432.5,in-test
0.206574,2432.75,in-test
0.205292,2433.0,in-test
0.206574,2433.25,in-test
0.206574,2433.5,in-test
0.206574,2433.75,in-test
0.205292,2434.0,in-test
0.204011,2434.25,in-test
0.204011,2434.5,in-test
0.205292,2434.75,in-test
0.206574,2435.0,in-test
0.205292,2435.25,in-test
0.205292,2435.5,in-test
0.205292,2435.75,in-test
0.206574,2436.0,in-test
0.204011,2436.25,in-test
0.202729,2436.5,in-test
0.202729,2436.75,in-test
0.205292,2437.0,in-test
0.204011,2437.25,in-test
0.206574,2437.5,in-test
0.202729,2437.75,in-test
0.204011,2438.0,in-test
0.204011,2438.25,in-test
0.204011,2438.5,in-test
0.204011,2438.75,in-test
0.202729,2439.0,in-test
0.201448,2439.25,in-test
0.205292,2439.5,in-test
0.201448,2439.75,in-test
0.204011,2440.0,in-test
0.204011,2440.25,in-test
0.204011,2440.5,in-test
0.202729,2440.75,in-test
0.204011,2441.0,in-test
0.201448,2441.25,in-test
0.205292,2441.5,in-test
0.201448,2441.75,in-test
0.201448,2442.0,in-test
0.202729,2442.25,in-test
0.204011,2442.5,in-test
0.202729,2442.75,in-test
0.202729,2443.0,in-test
0.202729,2443.25,in-test
0.201448,2443.5,in-test
0.200167,2443.75,in-test
0.200167,2444.0,in-test
0.200167,2444.25,in-test
0.200167,2444.5,in-test
0.202729,2444.75,in-test
0.202729,2445.0,in-test
0.201448,2445.25,in-test
0.200167,2445.5,in-test
0.200167,2445.75,in-test
0.200167,2446.0,in-test
0.198885,2446.25,in-test
0.201448,2446.5,in-test
0.198885,2446.75,in-test
0.198885,2447.0,in-test
0.197604,2447.25,in-test
0.200167,2447.5,in-test
0.202729,2447.75,in-test
0.201448,2448.0,in-test
0.206574,2448.25,in-test
0.202729,2448.5,in-test
0.201448,2448.75,in-test
0.201448,2449.0,in-test
0.201448,2449.25,in-test
0.202729,2449.5,in-test
0.200167,2449.75,in-test
0.201448,2450.0,in-test
0.201448,2450.25,in-test
0.201448,2450.5,in-test
0.200167,2450.75,in-test
0.201448,2451.0,in-test
0.198885,2451.25,in-test
0.198885,2451.5,in-test
0.200167,2451.75,in-test
0.198885,2452.0,in-test
0.200167,2452.25,in-test
0.200167,2452.5,in-test
0.201448,2452.75,in-test
0.198885,2453.0,in-test
0.198885,2453.25,in-test
0.197604,2453.5,in-test
0.196322,2453.75,in-test
0.198885,2454.0,in-test
0.197604,2454.25,in-test
0.201448,2454.5,in-test
0.196322,2454.75,in-test
0.196322,2455.0,in-test
0.198885,2455.25,in-test
0.195041,2455.5,in-test
0.198885,2455.75,in-test
0.201448,2456.0,in-test
0.200167,2456.25,in-test
0.205292,2456.5,in-test
0.207855,2456.75,in-test
0.19376,2457.0,in-test
0.200167,2457.25,in-test
0.183508,2457.5,in-test
0.197604,2457.75,in-test
0.200167,2458.0,in-test
0.204011,2458.25,in-test
0.201448,2458.5,in-test
0.201448,2458.75,in-test
0.204011,2459.0,in-test
0.202729,2459.25,in-test
0.200167,2459.5,in-test
0.195041,2459.75,in-test
0.196322,2460.0,in-test
0.195041,2460.25,in-test
0.201448,2460.5,in-test
0.196322,2460.75,in-test
0.197604,2461.0,in-test
0.198885,2461.25,in-test
0.200167,2461.5,in-test
0.197604,2461.75,in-test
0.195041,2462.0,in-test
0.19376,2462.25,in-test
0.195041,2462.5,in-test
0.196322,2462.75,in-test
0.192478,2463.0,in-test
0.19376,2463.25,in-test
0.19376,2463.5,in-test
0.19376,2463.75,in-test
0.195041,2464.0,in-test
0.200167,2464.25,in-test
0.195041,2464.5,in-test
0.19376,2464.75,in-test
0.19376,2465.0,in-test
0.192478,2465.25,in-test
0.192478,2465.5,in-test
0.19376,2465.75,in-test
0.195041,2466.0,in-test
0.192478,2466.25,in-test
0.19376,2466.5,in-test
0.191197,2466.75,in-test
0.192478,2467.0,in-test
0.200167,2467.25,in-test
0.197604,2467.5,in-test
0.196322,2467.75,in-test
0.189915,2468.0,in-test
0.198885,2468.25,in-test
0.200167,2468.5,in-test
0.204011,2468.75,in-test
0.201448,2469.0,in-test
0.201448,2469.25,in-test
0.200167,2469.5,in-test
0.197604,2469.75,in-test
0.202729,2470.0,in-test
0.202729,2470.25,in-test
0.201448,2470.5,in-test
0.200167,2470.75,in-test
0.204011,2471.0,in-test
0.200167,2471.25,in-test
0.205292,2471.5,in-test
0.201448,2471.75,in-test
0.200167,2472.0,in-test
0.200167,2472.25,in-test
0.201448,2472.5,in-test
0.197604,2472.75,in-test
0.200167,2473.0,in-test
0.198885,2473.25,in-test
0.197604,2473.5,in-test
0.197604,2473.75,in-test
0.197604,2474.0,in-test
0.197604,2474.25,in-test
0.197604,2474.5,in-test
0.198885,2474.75,in-test
0.198885,2475.0,in-test
0.201448,2475.25,in-test
0.198885,2475.5,in-test
0.196322,2475.75,in-test
0.196322,2476.0,in-test
0.195041,2476.25,in-test
0.196322,2476.5,in-test
0.192478,2476.75,in-test
0.192478,2477.0,in-test
0.19376,2477.25,in-test
0.195041,2477.5,in-test
0.19376,2477.75,in-test
0.192478,2478.0,in-test
0.192478,2478.25,in-test
0.191197,2478.5,in-test
0.195041,2478.75,in-test
0.191197,2479.0,in-test
0.192478,2479.25,in-test
0.19376,2479.5,in-test
0.19376,2479.75,in-test
0.191197,2480.0,in-test
0.189915,2480.25,in-test
0.191197,2480.5,in-test
0.188634,2480.75,in-test
0.189915,2481.0,in-test
0.189915,2481.25,in-test
0.189915,2481.5,in-test
0.187353,2481.75,in-test
0.188634,2482.0,in-test
0.188634,2482.25,in-test
0.188634,2482.5,in-test
0.191197,2482.75,in-test
0.187353,2483.0,in-test
0.189915,2483.25,in-test
0.191197,2483.5,in-test
0.188634,2483.75,in-test
0.188634,2484.0,in-test
0.189915,2484.25,in-test
0.188634,2484.5,in-test
0.189915,2484.75,in-test
0.189915,2485.0,in-test
0.186071,2485.25,in-test
0.186071,2485.5,in-test
0.188634,2485.75,in-test
0.192478,2486.0,in-test
0.189915,2486.25,in-test
0.191197,2486.5,in-test
0.191197,2486.75,in-test
0.192478,2487.0,in-test
0.196322,2487.25,in-test
0.197604,2487.5,in-test
0.196322,2487.75,in-test
0.192478,2488.0,in-test
0.195041,2488.25,in-test
0.192478,2488.5,in-test
0.19376,2488.75,in-test
0.19376,2489.0,in-test
0.189915,2489.25,in-test
0.188634,2489.5,in-test
0.192478,2489.75,in-test
0.19376,2490.0,in-test
0.191197,2490.25,in-test
0.187353,2490.5,in-test
0.187353,2490.75,in-test
0.187353,2491.0,in-test
0.186071,2491.25,in-test
0.178383,2491.5,in-test
0.180946,2491.75,in-test
0.178383,2492.0,in-test
0.182227,2492.25,in-test
0.182227,2492.5,in-test
0.182227,2492.75,in-test
0.182227,2493.0,in-test
0.180946,2493.25,in-test
0.179664,2493.5,in-test
0.177101,2493.75,in-test
0.179664,2494.0,in-test
0.178383,2494.25,in-test
0.183508,2494.5,in-test
0.177101,2494.75,in-test
0.177101,2495.0,in-test
0.177101,2495.25,in-test
0.17582,2495.5,in-test
0.17582,2495.75,in-test
0.177101,2496.0,in-test
0.177101,2496.25,in-test
0.177101,2496.5,in-test
0.17582,2496.75,in-test
0.173257,2497.0,in-test
0.17582,2497.25,in-test
0.174538,2497.5,in-test
0.179664,2497.75,in-test
0.177101,2498.0,in-test
0.174538,2498.25,in-test
0.178383,2498.5,in-test
0.177101,2498.75,in-test
0.178383,2499.0,in-test
0.177101,2499.25,in-test
0.177101,2499.5,in-test
0.17582,2499.75,in-test
0.178383,2500.0,in-test
0.177101,2500.25,in-test
0.177101,2500.5,in-test
