EDA,time_seconds,period
1.111416,1231.5,in-test
1.105009,1231.75,in-test
1.075537,1232.0,in-test
1.067848,1232.25,in-test
1.067848,1232.5,in-test
1.064004,1232.75,in-test
1.061441,1233.0,in-test
1.05119,1233.25,in-test
1.05119,1233.5,in-test
1.048627,1233.75,in-test
1.05119,1234.0,in-test
1.046064,1234.25,in-test
1.039657,1234.5,in-test
1.046064,1234.75,in-test
1.044783,1235.0,in-test
1.046064,1235.25,in-test
1.044783,1235.5,in-test
1.039657,1235.75,in-test
1.037094,1236.0,in-test
1.04222,1236.25,in-test
1.035813,1236.5,in-test
1.031969,1236.75,in-test
1.034532,1237.0,in-test
1.026843,1237.25,in-test
1.022999,1237.5,in-test
1.025562,1237.75,in-test
1.021718,1238.0,in-test
1.019155,1238.25,in-test
1.017873,1238.5,in-test
1.019155,1238.75,in-test
1.012748,1239.0,in-test
1.012748,1239.25,in-test
1.012748,1239.5,in-test
1.007622,1239.75,in-test
1.011466,1240.0,in-test
1.007622,1240.25,in-test
1.006341,1240.5,in-test
1.006341,1240.75,in-test
0.997371,1241.0,in-test
1.001215,1241.25,in-test
0.999934,1241.5,in-test
0.996089,1241.75,in-test
0.996089,1242.0,in-test
0.994808,1242.25,in-test
0.993527,1242.5,in-test
0.989682,1242.75,in-test
0.987119,1243.0,in-test
0.987119,1243.25,in-test
0.985838,1243.5,in-test
0.988401,1243.75,in-test
0.990964,1244.0,in-test
0.979431,1244.25,in-test
0.975587,1244.5,in-test
0.974305,1244.75,in-test
0.983275,1245.0,in-test
0.983275,1245.25,in-test
0.97815,1245.5,in-test
0.979431,1245.75,in-test
0.980712,1246.0,in-test
0.97815,1246.25,in-test
0.983275,1246.5,in-test
0.975587,1246.75,in-test
0.970461,1247.0,in-test
0.970461,1247.25,in-test
0.974305,1247.5,in-test
0.961491,1247.75,in-test
0.962773,1248.0,in-test
0.967898,1248.25,in-test
0.973024,1248.5,in-test
0.976868,1248.75,in-test
0.994808,1249.0,in-test
1.003778,1249.25,in-test
1.008903,1249.5,in-test
1.011466,1249.75,in-test
1.020436,1250.0,in-test
1.010185,1250.25,in-test
1.007622,1250.5,in-test
1.022999,1250.75,in-test
1.056316,1251.0,in-test
1.097321,1251.25,in-test
1.131919,1251.5,in-test
1.16011,1251.75,in-test
1.181893,1252.0,in-test
1.185738,1252.25,in-test
1.190863,1252.5,in-test
1.178049,1252.75,in-test
1.163954,1253.0,in-test
1.147295,1253.25,in-test
1.1332,1253.5,in-test
1.119105,1253.75,in-test
1.108853,1254.0,in-test
1.105009,1254.25,in-test
1.094758,1254.5,in-test
1.090914,1254.75,in-test
1.088351,1255.0,in-test
1.083225,1255.25,in-test
1.084507,1255.5,in-test
1.089632,1255.75,in-test
1.090914,1256.0,in-test
1.089632,1256.25,in-test
1.087069,1256.5,in-test
1.080662,1256.75,in-test
1.079381,1257.0,in-test
1.078099,1257.25,in-test
1.062723,1257.5,in-test
1.062723,1257.75,in-test
1.055034,1258.0,in-test
1.048627,1258.25,in-test
1.047346,1258.5,in-test
1.047346,1258.75,in-test
1.039657,1259.0,in-test
1.035813,1259.25,in-test
1.030687,1259.5,in-test
1.030687,1259.75,in-test
1.031969,1260.0,in-test
1.030687,1260.25,in-test
1.028125,1260.5,in-test
1.02428,1260.75,in-test
1.026843,1261.0,in-test
1.039657,1261.25,in-test
1.067848,1261.5,in-test
1.108853,1261.75,in-test
1.161391,1262.0,in-test
1.199833,1262.25,in-test
1.239557,1262.5,in-test
1.269029,1262.75,in-test
1.286969,1263.0,in-test
1.286969,1263.25,in-test
1.269029,1263.5,in-test
1.253652,1263.75,in-test
1.229306,1264.0,in-test
1.21521,1264.25,in-test
1.203677,1264.5,in-test
1.122949,1264.75,in-test
1.149858,1265.0,in-test
1.169079,1265.25,in-test
1.188301,1265.5,in-test
1.202396,1265.75,in-test
1.211366,1266.0,in-test
1.219054,1266.25,in-test
1.187019,1266.5,in-test
1.153702,1266.75,in-test
1.29722,1267.0,in-test
1.398452,1267.25,in-test
1.361291,1267.5,in-test
1.418954,1267.75,in-test
1.534281,1268.0,in-test
1.57913,1268.25,in-test
1.682924,1268.5,in-test
1.799532,1268.75,in-test
1.86104,1269.0,in-test
1.880261,1269.25,in-test
1.886668,1269.5,in-test
1.87898,1269.75,in-test
1.835412,1270.0,in-test
1.784155,1270.25,in-test
1.735462,1270.5,in-test
1.691894,1270.75,in-test
1.676517,1271.0,in-test
1.667547,1271.25,in-test
1.654733,1271.5,in-test
1.632949,1271.75,in-test
1.623979,1272.0,in-test
1.621417,1272.25,in-test
1.623979,1272.5,in-test
1.631668,1272.75,in-test
1.627824,1273.0,in-test
1.662422,1273.25,in-test
1.648326,1273.5,in-test
1.621417,1273.75,in-test
1.604758,1274.0,in-test
1.590663,1274.25,in-test
1.584256,1274.5,in-test
1.593226,1274.75,in-test
1.612447,1275.0,in-test
1.625261,1275.25,in-test
1.632949,1275.5,in-test
1.629105,1275.75,in-test
1.622698,1276.0,in-test
1.602195,1276.25,in-test
1.577849,1276.5,in-test
1.563753,1276.75,in-test
1.550939,1277.0,in-test
1.541969,1277.25,in-test
1.530437,1277.5,in-test
1.526592,1277.75,in-test
1.517622,1278.0,in-test
1.480462,1278.25,in-test
1.467648,1278.5,in-test
1.486869,1278.75,in-test
1.500964,1279.0,in-test
1.512497,1279.25,in-test
1.509934,1279.5,in-test
1.50609,1279.75,in-test
1.491994,1280.0,in-test
1.47021,1280.25,in-test
1.461241,1280.5,in-test
1.463803,1280.75,in-test
1.462522,1281.0,in-test
1.461241,1281.25,in-test
1.489432,1281.5,in-test
1.47918,1281.75,in-test
1.471492,1282.0,in-test
1.548376,1282.25,in-test
1.704708,1282.5,in-test
1.820035,1282.75,in-test
1.902045,1283.0,in-test
1.891794,1283.25,in-test
1.894356,1283.5,in-test
1.889231,1283.75,in-test
1.859758,1284.0,in-test
1.822598,1284.25,in-test
1.784155,1284.5,in-test
1.753402,1284.75,in-test
1.720085,1285.0,in-test
1.685487,1285.25,in-test
1.694457,1285.5,in-test
1.703427,1285.75,in-test
1.746994,1286.0,in-test
1.775186,1286.25,in-test
1.814909,1286.5,in-test
1.850789,1286.75,in-test
1.896919,1287.0,in-test
1.948176,1287.25,in-test
1.934279,1287.5,in-test
1.930435,1287.75,in-test
1.940686,1288.0,in-test
2.023978,1288.25,in-test
2.040636,1288.5,in-test
2.052169,1288.75,in-test
2.050888,1289.0,in-test
2.021415,1289.25,in-test
1.999631,1289.5,in-test
1.96247,1289.75,in-test
1.929154,1290.0,in-test
1.904807,1290.25,in-test
1.88046,1290.5,in-test
1.874053,1290.75,in-test
1.890712,1291.0,in-test
1.922747,1291.25,in-test
1.950938,1291.5,in-test
1.948375,1291.75,in-test
1.948375,1292.0,in-test
2.000913,1292.25,in-test
2.027822,1292.5,in-test
2.003475,1292.75,in-test
1.982973,1293.0,in-test
1.949656,1293.25,in-test
1.935561,1293.5,in-test
1.929154,1293.75,in-test
1.943249,1294.0,in-test
1.98041,1294.25,in-test
2.020134,1294.5,in-test
2.158526,1294.75,in-test
2.173903,1295.0,in-test
2.16237,1295.25,in-test
2.140586,1295.5,in-test
1.986817,1295.75,in-test
1.886867,1296.0,in-test
1.900963,1296.25,in-test
1.885586,1296.5,in-test
1.903526,1296.75,in-test
1.943249,1297.0,in-test
1.977847,1297.25,in-test
1.968878,1297.5,in-test
1.941968,1297.75,in-test
1.961189,1298.0,in-test
2.049606,1298.25,in-test
2.187998,1298.5,in-test
2.294355,1298.75,in-test
2.354581,1299.0,in-test
2.367395,1299.25,in-test
2.336642,1299.5,in-test
2.308451,1299.75,in-test
2.273853,1300.0,in-test
2.304606,1300.25,in-test
2.331516,1300.5,in-test
2.300762,1300.75,in-test
2.268727,1301.0,in-test
2.221315,1301.25,in-test
2.190561,1301.5,in-test
2.163651,1301.75,in-test
2.139305,1302.0,in-test
2.112395,1302.25,in-test
2.093174,1302.5,in-test
2.095737,1302.75,in-test
2.120084,1303.0,in-test
2.138023,1303.25,in-test
2.14443,1303.5,in-test
2.127772,1303.75,in-test
2.163651,1304.0,in-test
2.309732,1304.25,in-test
2.458375,1304.5,in-test
2.549855,1304.75,in-test
2.617769,1305.0,in-test
2.589579,1305.25,in-test
2.575483,1305.5,in-test
2.546011,1305.75,in-test
2.485785,1306.0,in-test
2.419151,1306.25,in-test
2.446061,1306.5,in-test
2.51782,1306.75,in-test
2.556262,1307.0,in-test
2.575483,1307.25,in-test
2.562669,1307.5,in-test
2.530634,1307.75,in-test
2.48194,1308.0,in-test
2.439654,1308.25,in-test
2.371739,1308.5,in-test
2.314076,1308.75,in-test
2.242317,1309.0,in-test
2.152618,1309.25,in-test
2.059076,1309.5,in-test
1.948874,1309.75,in-test
1.932216,1310.0,in-test
1.929154,1310.25,in-test
1.903526,1310.5,in-test
1.885586,1310.75,in-test
1.866365,1311.0,in-test
1.912495,1311.25,in-test
1.96247,1311.5,in-test
1.966315,1311.75,in-test
1.967596,1312.0,in-test
1.963752,1312.25,in-test
1.963752,1312.5,in-test
1.965033,1312.75,in-test
2.006038,1313.0,in-test
2.114958,1313.25,in-test
2.249506,1313.5,in-test
2.3533,1313.75,in-test
2.413526,1314.0,in-test
2.434029,1314.25,in-test
2.421714,1314.5,in-test
2.39096,1314.75,in-test
2.357644,1315.0,in-test
2.338423,1315.25,in-test
2.320483,1315.5,in-test
2.297417,1315.75,in-test
2.270508,1316.0,in-test
2.246161,1316.25,in-test
2.214126,1316.5,in-test
2.180809,1316.75,in-test
2.166714,1317.0,in-test
2.187216,1317.25,in-test
2.224377,1317.5,in-test
2.248724,1317.75,in-test
2.260257,1318.0,in-test
2.255131,1318.25,in-test
2.252568,1318.5,in-test
2.228221,1318.75,in-test
2.193623,1319.0,in-test
2.166714,1319.25,in-test
2.138523,1319.5,in-test
2.12699,1319.75,in-test
2.112895,1320.0,in-test
2.120583,1320.25,in-test
2.164151,1320.5,in-test
2.230784,1320.75,in-test
2.276915,1321.0,in-test
2.297417,1321.25,in-test
2.294855,1321.5,in-test
2.279478,1321.75,in-test
2.247442,1322.0,in-test
2.219252,1322.25,in-test
2.229503,1322.5,in-test
2.270508,1322.75,in-test
2.315357,1323.0,in-test
2.330734,1323.25,in-test
2.338423,1323.5,in-test
2.314076,1323.75,in-test
2.289729,1324.0,in-test
2.250005,1324.25,in-test
2.216689,1324.5,in-test
2.191061,1324.75,in-test
2.170558,1325.0,in-test
2.148774,1325.25,in-test
2.132116,1325.5,in-test
2.121865,1325.75,in-test
2.143648,1326.0,in-test
2.24488,1326.25,in-test
2.369176,1326.5,in-test
2.469126,1326.75,in-test
2.496036,1327.0,in-test
2.489629,1327.25,in-test
2.461438,1327.5,in-test
2.407619,1327.75,in-test
2.352518,1328.0,in-test
2.275634,1328.25,in-test
2.276915,1328.5,in-test
2.342267,1328.75,in-test
2.282041,1329.0,in-test
2.24488,1329.25,in-test
2.207719,1329.5,in-test
2.311513,1329.75,in-test
2.325608,1330.0,in-test
2.366613,1330.25,in-test
2.392242,1330.5,in-test
2.373021,1330.75,in-test
2.307669,1331.0,in-test
2.257694,1331.25,in-test
2.201312,1331.5,in-test
2.156463,1331.75,in-test
2.129553,1332.0,in-test
2.11802,1332.25,in-test
2.106488,1332.5,in-test
2.088548,1332.75,in-test
2.078297,1333.0,in-test
2.069327,1333.25,in-test
2.070608,1333.5,in-test
2.10008,1333.75,in-test
2.167995,1334.0,in-test
2.234628,1334.25,in-test
2.282041,1334.5,in-test
2.297417,1334.75,in-test
2.287166,1335.0,in-test
2.26282,1335.25,in-test
2.243598,1335.5,in-test
2.23591,1335.75,in-test
2.232066,1336.0,in-test
2.229503,1336.25,in-test
2.216689,1336.5,in-test
2.196186,1336.75,in-test
2.169277,1337.0,in-test
2.142367,1337.25,in-test
2.115458,1337.5,in-test
2.094955,1337.75,in-test
2.080859,1338.0,in-test
2.087266,1338.25,in-test
2.073171,1338.5,in-test
2.077015,1338.75,in-test
2.069327,1339.0,in-test
2.093673,1339.25,in-test
2.164151,1339.5,in-test
2.22694,1339.75,in-test
2.250005,1340.0,in-test
2.24488,1340.25,in-test
2.242317,1340.5,in-test
2.258975,1340.75,in-test
2.32689,1341.0,in-test
2.385835,1341.25,in-test
2.388397,1341.5,in-test
2.385835,1341.75,in-test
2.355081,1342.0,in-test
2.334578,1342.25,in-test
2.316638,1342.5,in-test
2.307669,1342.75,in-test
2.29101,1343.0,in-test
2.261538,1343.25,in-test
2.230784,1343.5,in-test
2.191061,1343.75,in-test
2.132116,1344.0,in-test
2.083422,1344.25,in-test
2.050106,1344.5,in-test
2.016789,1344.75,in-test
1.993724,1345.0,in-test
1.974503,1345.25,in-test
1.957844,1345.5,in-test
1.94503,1345.75,in-test
1.928372,1346.0,in-test
1.927872,1346.25,in-test
1.918903,1346.5,in-test
1.900963,1346.75,in-test
1.902244,1347.0,in-test
1.939405,1347.25,in-test
2.027822,1347.5,in-test
2.118802,1347.75,in-test
2.179029,1348.0,in-test
2.203375,1348.25,in-test
2.186717,1348.5,in-test
2.161089,1348.75,in-test
2.159807,1349.0,in-test
2.190561,1349.25,in-test
2.218752,1349.5,in-test
2.211064,1349.75,in-test
2.186717,1350.0,in-test
2.141868,1350.25,in-test
2.108551,1350.5,in-test
2.093174,1350.75,in-test
2.113677,1351.0,in-test
2.152119,1351.25,in-test
2.190561,1351.5,in-test
2.187998,1351.75,in-test
2.168777,1352.0,in-test
2.136742,1352.25,in-test
2.088048,1352.5,in-test
2.035511,1352.75,in-test
1.991943,1353.0,in-test
1.959908,1353.25,in-test
1.931717,1353.5,in-test
1.920184,1353.75,in-test
1.934279,1354.0,in-test
1.976566,1354.25,in-test
2.026541,1354.5,in-test
2.050888,1354.75,in-test
2.059857,1355.0,in-test
2.038074,1355.25,in-test
2.012445,1355.5,in-test
1.98041,1355.75,in-test
1.963752,1356.0,in-test
2.00732,1356.25,in-test
2.064983,1356.5,in-test
2.126491,1356.75,in-test
2.149556,1357.0,in-test
2.138023,1357.25,in-test
2.121365,1357.5,in-test
2.090611,1357.75,in-test
2.036792,1358.0,in-test
1.99835,1358.25,in-test
1.947094,1358.5,in-test
1.938124,1358.75,in-test
1.891993,1359.0,in-test
1.795887,1359.25,in-test
1.735661,1359.5,in-test
1.6985,1359.75,in-test
1.71644,1360.0,in-test
1.758727,1360.25,in-test
1.817671,1360.5,in-test
1.886867,1360.75,in-test
1.922747,1361.0,in-test
1.956063,1361.25,in-test
1.968878,1361.5,in-test
1.967596,1361.75,in-test
1.967596,1362.0,in-test
1.963752,1362.25,in-test
1.948375,1362.5,in-test
1.938124,1362.75,in-test
1.915058,1363.0,in-test
1.899681,1363.25,in-test
1.879179,1363.5,in-test
1.865083,1363.75,in-test
1.868928,1364.0,in-test
1.899681,1364.25,in-test
1.944531,1364.5,in-test
1.99835,1364.75,in-test
2.021415,1365.0,in-test
2.030385,1365.25,in-test
2.022697,1365.5,in-test
1.994506,1365.75,in-test
1.965033,1366.0,in-test
1.929154,1366.25,in-test
1.908651,1366.5,in-test
1.8984,1366.75,in-test
1.884305,1367.0,in-test
1.877898,1367.25,in-test
1.866365,1367.5,in-test
1.861239,1367.75,in-test
1.868928,1368.0,in-test
1.88046,1368.25,in-test
1.886867,1368.5,in-test
1.886867,1368.75,in-test
1.881742,1369.0,in-test
1.876616,1369.25,in-test
1.865083,1369.5,in-test
1.856114,1369.75,in-test
1.844581,1370.0,in-test
1.83433,1370.25,in-test
1.831767,1370.5,in-test
1.824078,1370.75,in-test
1.815109,1371.0,in-test
1.809983,1371.25,in-test
1.806139,1371.5,in-test
1.803576,1371.75,in-test
1.820234,1372.0,in-test
1.881742,1372.25,in-test
1.963752,1372.5,in-test
2.01629,1372.75,in-test
2.006038,1373.0,in-test
2.022697,1373.25,in-test
2.040636,1373.5,in-test
2.013727,1373.75,in-test
2.003475,1374.0,in-test
1.966315,1374.25,in-test
1.915058,1374.5,in-test
1.883023,1374.75,in-test
1.853551,1375.0,in-test
1.817671,1375.25,in-test
1.795887,1375.5,in-test
1.780511,1375.75,in-test
1.772822,1376.0,in-test
1.765134,1376.25,in-test
1.760008,1376.5,in-test
1.757445,1376.75,in-test
1.760008,1377.0,in-test
1.758727,1377.25,in-test
1.777948,1377.5,in-test
1.824078,1377.75,in-test
1.885586,1378.0,in-test
1.920184,1378.25,in-test
1.931717,1378.5,in-test
1.934279,1378.75,in-test
1.91634,1379.0,in-test
1.895837,1379.25,in-test
1.866365,1379.5,in-test
1.8433,1379.75,in-test
1.822797,1380.0,in-test
1.80742,1380.25,in-test
1.79845,1380.5,in-test
1.801013,1380.75,in-test
1.801013,1381.0,in-test
1.799732,1381.25,in-test
1.79845,1381.5,in-test
1.790762,1381.75,in-test
1.788199,1382.0,in-test
1.788199,1382.25,in-test
1.785636,1382.5,in-test
1.802294,1382.75,in-test
1.830485,1383.0,in-test
1.858676,1383.25,in-test
1.881742,1383.5,in-test
1.872772,1383.75,in-test
1.862521,1384.0,in-test
1.847144,1384.25,in-test
1.82536,1384.5,in-test
1.808702,1384.75,in-test
1.788199,1385.0,in-test
1.775385,1385.25,in-test
1.762571,1385.5,in-test
1.752319,1385.75,in-test
1.745912,1386.0,in-test
1.742068,1386.25,in-test
1.740787,1386.5,in-test
1.760008,1386.75,in-test
1.774103,1387.0,in-test
1.772822,1387.25,in-test
1.784355,1387.5,in-test
1.780511,1387.75,in-test
1.771541,1388.0,in-test
1.768978,1388.25,in-test
1.762571,1388.5,in-test
1.760008,1388.75,in-test
1.766415,1389.0,in-test
1.8433,1389.25,in-test
1.883023,1389.5,in-test
1.917621,1389.75,in-test
1.930435,1390.0,in-test
1.941968,1390.25,in-test
1.953501,1390.5,in-test
1.991943,1390.75,in-test
2.052169,1391.0,in-test
2.08933,1391.25,in-test
2.112395,1391.5,in-test
2.117521,1391.75,in-test
2.099581,1392.0,in-test
2.07139,1392.25,in-test
2.038074,1392.5,in-test
2.06242,1392.75,in-test
2.141868,1393.0,in-test
2.211064,1393.25,in-test
2.239255,1393.5,in-test
2.236692,1393.75,in-test
2.217471,1394.0,in-test
2.181591,1394.25,in-test
2.154682,1394.5,in-test
2.134179,1394.75,in-test
2.104707,1395.0,in-test
2.079079,1395.25,in-test
2.041918,1395.5,in-test
2.018852,1395.75,in-test
1.98938,1396.0,in-test
1.957345,1396.25,in-test
1.929154,1396.5,in-test
1.900963,1396.75,in-test
1.895837,1397.0,in-test
1.900963,1397.25,in-test
1.904807,1397.5,in-test
1.90737,1397.75,in-test
1.908651,1398.0,in-test
1.771541,1398.25,in-test
1.684405,1398.5,in-test
1.740787,1398.75,in-test
1.808702,1399.0,in-test
1.844581,1399.25,in-test
1.90737,1399.5,in-test
1.952219,1399.75,in-test
1.976566,1400.0,in-test
1.963752,1400.25,in-test
1.936842,1400.5,in-test
1.921465,1400.75,in-test
1.886867,1401.0,in-test
1.852269,1401.25,in-test
1.831767,1401.5,in-test
1.83433,1401.75,in-test
1.827923,1402.0,in-test
1.839455,1402.25,in-test
1.8984,1402.5,in-test
1.990662,1402.75,in-test
2.058576,1403.0,in-test
2.094455,1403.25,in-test
2.099581,1403.5,in-test
2.082923,1403.75,in-test
2.057295,1404.0,in-test
2.022697,1404.25,in-test
1.995787,1404.5,in-test
1.976566,1404.75,in-test
1.96247,1405.0,in-test
1.915058,1405.25,in-test
1.902244,1405.5,in-test
1.888149,1405.75,in-test
1.872772,1406.0,in-test
1.861239,1406.25,in-test
1.879179,1406.5,in-test
1.956063,1406.75,in-test
2.036792,1407.0,in-test
2.084204,1407.25,in-test
2.099581,1407.5,in-test
2.077797,1407.75,in-test
2.063702,1408.0,in-test
2.082923,1408.25,in-test
2.109833,1408.5,in-test
2.122647,1408.75,in-test
2.122647,1409.0,in-test
2.11624,1409.25,in-test
2.086767,1409.5,in-test
2.036792,1409.75,in-test
1.967596,1410.0,in-test
1.940686,1410.25,in-test
1.993224,1410.5,in-test
2.049606,1410.75,in-test
2.081641,1411.0,in-test
2.085486,1411.25,in-test
2.076516,1411.5,in-test
2.043199,1411.75,in-test
2.031667,1412.0,in-test
2.029104,1412.25,in-test
2.045762,1412.5,in-test
2.05345,1412.75,in-test
2.032948,1413.0,in-test
2.017571,1413.25,in-test
1.984254,1413.5,in-test
1.941968,1413.75,in-test
1.902244,1414.0,in-test
1.88046,1414.25,in-test
1.890712,1414.5,in-test
1.913777,1414.75,in-test
1.92531,1415.0,in-test
1.920184,1415.25,in-test
1.912495,1415.5,in-test
1.8984,1415.75,in-test
1.866365,1416.0,in-test
1.83433,1416.25,in-test
1.813827,1416.5,in-test
1.775385,1416.75,in-test
1.74335,1417.0,in-test
1.713877,1417.25,in-test
1.704907,1417.5,in-test
1.708752,1417.75,in-test
1.706189,1418.0,in-test
1.71644,1418.25,in-test
1.73438,1418.5,in-test
1.748475,1418.75,in-test
1.742068,1419.0,in-test
1.739505,1419.25,in-test
1.735661,1419.5,in-test
1.742068,1419.75,in-test
1.756164,1420.0,in-test
1.758727,1420.25,in-test
1.777948,1420.5,in-test
1.771541,1420.75,in-test
1.751038,1421.0,in-test
1.742068,1421.25,in-test
1.747194,1421.5,in-test
1.757445,1421.75,in-test
1.686968,1422.0,in-test
1.496038,1422.25,in-test
1.681842,1422.5,in-test
1.71644,1422.75,in-test
1.754882,1423.0,in-test
1.779229,1423.25,in-test
1.803576,1423.5,in-test
1.808702,1423.75,in-test
1.801013,1424.0,in-test
1.790762,1424.25,in-test
1.790762,1424.5,in-test
1.786918,1424.75,in-test
1.784355,1425.0,in-test
1.835611,1425.25,in-test
1.934279,1425.5,in-test
2.020134,1425.75,in-test
2.072672,1426.0,in-test
2.073953,1426.25,in-test
1.801013,1426.5,in-test
1.82536,1426.75,in-test
1.977847,1427.0,in-test
1.957345,1427.25,in-test
1.945812,1427.5,in-test
1.945812,1427.75,in-test
1.999631,1428.0,in-test
2.049606,1428.25,in-test
2.077797,1428.5,in-test
2.068827,1428.75,in-test
2.043199,1429.0,in-test
2.003475,1429.25,in-test
1.967596,1429.5,in-test
1.932998,1429.75,in-test
1.899681,1430.0,in-test
1.859958,1430.25,in-test
1.847144,1430.5,in-test
1.762571,1430.75,in-test
1.656214,1431.0,in-test
1.747194,1431.25,in-test
1.752319,1431.5,in-test
1.742068,1431.75,in-test
1.635711,1432.0,in-test
1.329455,1432.25,in-test
1.736743,1432.5,in-test
1.854633,1432.75,in-test
1.909733,1433.0,in-test
1.935362,1433.25,in-test
1.920184,1433.5,in-test
1.912495,1433.75,in-test
1.872772,1434.0,in-test
1.874053,1434.25,in-test
1.861239,1434.5,in-test
1.836892,1434.75,in-test
1.826641,1435.0,in-test
1.831767,1435.25,in-test
1.850988,1435.5,in-test
1.894556,1435.75,in-test
1.931717,1436.0,in-test
1.948375,1436.25,in-test
1.952219,1436.5,in-test
1.936842,1436.75,in-test
1.917621,1437.0,in-test
1.859958,1437.25,in-test
1.858676,1437.5,in-test
1.857395,1437.75,in-test
1.867646,1438.0,in-test
1.88046,1438.25,in-test
1.677998,1438.5,in-test
1.624179,1438.75,in-test
1.817671,1439.0,in-test
1.811264,1439.25,in-test
1.781792,1439.5,in-test
1.768978,1439.75,in-test
1.738224,1440.0,in-test
1.87149,1440.25,in-test
1.97144,1440.5,in-test
2.026541,1440.75,in-test
2.027822,1441.0,in-test
2.017571,1441.25,in-test
1.975285,1441.5,in-test
1.938124,1441.75,in-test
1.904807,1442.0,in-test
1.918903,1442.25,in-test
1.836892,1442.5,in-test
1.736943,1442.75,in-test
1.862521,1443.0,in-test
1.984254,1443.25,in-test
1.97144,1443.5,in-test
1.940686,1443.75,in-test
1.90737,1444.0,in-test
1.667747,1444.25,in-test
1.766415,1444.5,in-test
1.776666,1444.75,in-test
1.744631,1445.0,in-test
1.474254,1445.25,in-test
1.478098,1445.5,in-test
1.670309,1445.75,in-test
1.681842,1446.0,in-test
1.683123,1446.25,in-test
1.679279,1446.5,in-test
1.681842,1446.75,in-test
1.686968,1447.0,in-test
1.686968,1447.25,in-test
1.692093,1447.5,in-test
1.710033,1447.75,in-test
1.719003,1448.0,in-test
1.686968,1448.25,in-test
1.680561,1448.5,in-test
1.674154,1448.75,in-test
1.671591,1449.0,in-test
1.677998,1449.25,in-test
1.717721,1449.5,in-test
1.74335,1449.75,in-test
1.757445,1450.0,in-test
1.749757,1450.25,in-test
1.751038,1450.5,in-test
1.754882,1450.75,in-test
1.785636,1451.0,in-test
1.854832,1451.25,in-test
1.929154,1451.5,in-test
1.979129,1451.75,in-test
1.99835,1452.0,in-test
1.999631,1452.25,in-test
1.984254,1452.5,in-test
1.967596,1452.75,in-test
1.957345,1453.0,in-test
1.979129,1453.25,in-test
2.032948,1453.5,in-test
2.066265,1453.75,in-test
2.073953,1454.0,in-test
2.058576,1454.25,in-test
2.032948,1454.5,in-test
1.997069,1454.75,in-test
1.954782,1455.0,in-test
1.883023,1455.25,in-test
1.835611,1455.5,in-test
1.809983,1455.75,in-test
1.794606,1456.0,in-test
1.784355,1456.25,in-test
1.770259,1456.5,in-test
1.763852,1456.75,in-test
1.754882,1457.0,in-test
1.767696,1457.25,in-test
1.777948,1457.5,in-test
1.763852,1457.75,in-test
1.462721,1458.0,in-test
1.572922,1458.25,in-test
1.717721,1458.5,in-test
1.735661,1458.75,in-test
1.742068,1459.0,in-test
1.749757,1459.25,in-test
1.754882,1459.5,in-test
1.788199,1459.75,in-test
1.820234,1460.0,in-test
1.74335,1460.25,in-test
1.651088,1460.5,in-test
1.784355,1460.75,in-test
1.815109,1461.0,in-test
1.80742,1461.25,in-test
1.793325,1461.5,in-test
1.783073,1461.75,in-test
1.770259,1462.0,in-test
1.758727,1462.25,in-test
1.752319,1462.5,in-test
1.744631,1462.75,in-test
1.735661,1463.0,in-test
1.739505,1463.25,in-test
1.724128,1463.5,in-test
1.720284,1463.75,in-test
1.722847,1464.0,in-test
1.6985,1464.25,in-test
1.654932,1464.5,in-test
1.703626,1464.75,in-test
1.708752,1465.0,in-test
1.692093,1465.25,in-test
1.72541,1465.5,in-test
1.803576,1465.75,in-test
1.890712,1466.0,in-test
1.948375,1466.25,in-test
1.97144,1466.5,in-test
1.972722,1466.75,in-test
1.968878,1467.0,in-test
1.943249,1467.25,in-test
1.908651,1467.5,in-test
1.881742,1467.75,in-test
1.845862,1468.0,in-test
1.822797,1468.25,in-test
1.808702,1468.5,in-test
1.797169,1468.75,in-test
1.784355,1469.0,in-test
1.780511,1469.25,in-test
1.793325,1469.5,in-test
1.813827,1469.75,in-test
1.83433,1470.0,in-test
1.844581,1470.25,in-test
1.852269,1470.5,in-test
1.838174,1470.75,in-test
1.831767,1471.0,in-test
1.815109,1471.25,in-test
1.803576,1471.5,in-test
1.808702,1471.75,in-test
1.818953,1472.0,in-test
1.835611,1472.25,in-test
1.8433,1472.5,in-test
1.842018,1472.75,in-test
1.836892,1473.0,in-test
1.831767,1473.25,in-test
1.856114,1473.5,in-test
1.900963,1473.75,in-test
1.941968,1474.0,in-test
1.97144,1474.25,in-test
1.972722,1474.5,in-test
1.979129,1474.75,in-test
1.982973,1475.0,in-test
2.043199,1475.25,in-test
2.082923,1475.5,in-test
2.047043,1475.75,in-test
1.815109,1476.0,in-test
1.738224,1476.25,in-test
1.621616,1476.5,in-test
1.572922,1476.75,in-test
1.548576,1477.0,in-test
1.547294,1477.25,in-test
1.558827,1477.5,in-test
1.594706,1477.75,in-test
1.594706,1478.0,in-test
1.60752,1478.25,in-test
1.677998,1478.5,in-test
1.768978,1478.75,in-test
1.786918,1479.0,in-test
1.795887,1479.25,in-test
1.792043,1479.5,in-test
1.784355,1479.75,in-test
1.790762,1480.0,in-test
1.812546,1480.25,in-test
1.815109,1480.5,in-test
1.842018,1480.75,in-test
1.850988,1481.0,in-test
