,HR,timestamp,period,time_seconds
0,125.0,10:29:06,in-test,0
1,88.5,10:29:07,in-test,1
2,102.0,10:29:08,in-test,2
3,88.5,10:29:09,in-test,3
4,101.8,10:29:10,in-test,4
5,105.33,10:29:11,in-test,5
6,117.14,10:29:12,in-test,6
7,111.88,10:29:13,in-test,7
8,116.67,10:29:14,in-test,8
9,116.7,10:29:15,in-test,9
10,116.36,10:29:16,in-test,10
11,115.5,10:29:17,in-test,11
12,114.92,10:29:18,in-test,12
13,114.14,10:29:19,in-test,13
14,113.07,10:29:20,in-test,14
15,112.12,10:29:21,in-test,15
16,111.41,10:29:22,in-test,16
17,110.78,10:29:23,in-test,17
18,110.21,10:29:24,in-test,18
19,109.7,10:29:25,in-test,19
20,109.29,10:29:26,in-test,20
21,108.73,10:29:27,in-test,21
22,108.3,10:29:28,in-test,22
23,108.21,10:29:29,in-test,23
24,108.08,10:29:30,in-test,24
25,107.96,10:29:31,in-test,25
26,107.81,10:29:32,in-test,26
27,107.71,10:29:33,in-test,27
28,107.62,10:29:34,in-test,28
29,107.53,10:29:35,in-test,29
30,107.45,10:29:36,in-test,30
31,107.38,10:29:37,in-test,31
32,107.3,10:29:38,in-test,32
33,107.24,10:29:39,in-test,33
34,107.14,10:29:40,in-test,34
35,107.08,10:29:41,in-test,35
36,107.03,10:29:42,in-test,36
37,106.97,10:29:43,in-test,37
38,106.92,10:29:44,in-test,38
39,106.82,10:29:45,in-test,39
40,106.56,10:29:46,in-test,40
41,106.26,10:29:47,in-test,41
42,106.0,10:29:48,in-test,42
43,105.73,10:29:49,in-test,43
44,105.49,10:29:50,in-test,44
45,105.26,10:29:51,in-test,45
46,105.09,10:29:52,in-test,46
47,104.92,10:29:53,in-test,47
48,104.8,10:29:54,in-test,48
49,104.7,10:29:55,in-test,49
50,104.51,10:29:56,in-test,50
51,104.31,10:29:57,in-test,51
52,104.13,10:29:58,in-test,52
53,103.96,10:29:59,in-test,53
54,103.76,10:30:00,in-test,54
55,103.52,10:30:01,in-test,55
56,103.4,10:30:02,in-test,56
57,103.29,10:30:03,in-test,57
58,103.17,10:30:04,in-test,58
59,103.07,10:30:05,in-test,59
60,102.5,10:30:06,in-test,60
61,103.15,10:30:07,in-test,61
62,102.52,10:30:08,in-test,62
